Date,ProductID,StoreID,UnitsSold,Price,Discount,MarketingSpend,Holiday,DayOfWeek,Month,Demand
2025-04-09,1013,14,138,1422.77,37,1363,0,2,4,138.58
2025-04-10,1033,9,303,1661.12,16,47736,0,3,4,304.0
2025-04-11,1003,10,185,415.89,41,6204,0,4,4,185.73
2025-04-12,1003,18,47,1482.5,1,4083,0,5,4,47.34
2025-04-13,1050,11,271,1284.42,11,40752,0,6,4,271.19
2025-04-14,1010,4,146,475.36,19,10327,0,0,4,146.18
2025-04-15,1013,16,130,931.66,20,10045,0,1,4,130.65
2025-04-16,1049,7,232,1797.47,22,29806,0,2,4,232.06
2025-04-17,1060,12,160,700.39,9,16734,0,3,4,160.1
2025-04-18,1005,17,154,1284.69,37,10111,0,4,4,154.34
2025-04-19,1069,7,221,1018.65,17,25503,0,5,4,221.03
2025-04-20,1095,12,201,555.66,26,18400,0,6,4,201.39
2025-04-21,1074,2,332,864.38,39,42302,0,0,4,332.8
2025-04-22,1063,7,202,932.01,20,23785,0,1,4,202.43
2025-04-23,1034,19,284,1197.46,17,41701,0,2,4,285.0
2025-04-24,1029,12,344,539.58,22,42395,1,3,4,344.36
2025-04-25,1032,15,199,640.74,24,17195,0,4,4,199.09
2025-04-26,1081,5,340,651.08,22,47330,0,5,4,340.12
2025-04-27,1052,8,213,426.63,47,12673,0,6,4,213.94
2025-04-28,1012,19,111,752.22,25,3663,0,0,4,111.19
2025-04-29,1074,12,295,1931.0,12,48588,0,1,4,295.99
2025-04-30,1001,5,187,848.77,25,14515,0,2,4,187.54
2025-05-01,1031,15,100,1771.69,4,12593,0,3,5,100.02
2025-05-02,1040,14,256,688.41,41,18143,1,4,5,256.58
2025-05-03,1014,16,214,394.23,5,28200,0,5,5,214.39
2025-05-04,1025,5,191,1991.47,20,24023,0,6,5,191.98
2025-05-05,1076,16,77,749.54,3,5711,0,0,5,77.64
2025-05-06,1052,10,243,165.42,11,31297,0,1,5,243.77
2025-05-07,1053,3,390,354.02,45,49353,0,2,5,390.48
2025-05-08,1057,14,317,288.54,37,36651,0,3,5,317.09
2025-05-09,1050,10,193,161.66,14,24205,0,4,5,193.26
2025-05-10,1092,19,119,560.29,9,6515,1,5,5,119.31
2025-05-11,1097,4,249,1294.86,8,43292,0,6,5,249.47
2025-05-12,1034,2,274,1536.77,3,49552,0,0,5,274.95
2025-05-13,1079,12,206,537.73,33,20177,0,1,5,206.15
2025-05-14,1095,17,141,859.97,26,5951,0,2,5,141.4
2025-05-15,1021,4,66,1432.09,8,1835,0,3,5,66.53
2025-05-16,1001,17,307,1414.27,30,42886,0,4,5,307.65
2025-05-17,1054,17,203,1462.8,15,32416,0,5,5,203.2
2025-05-18,1014,4,169,1883.87,29,16339,0,6,5,169.96
2025-05-19,1048,12,119,1144.46,3,13126,0,0,5,119.54
2025-05-20,1057,15,272,1663.14,15,40828,0,1,5,272.34
2025-05-21,1029,13,292,466.09,35,34635,0,2,5,292.87
2025-05-22,1018,13,211,482.67,43,15017,0,3,5,211.34
2025-05-23,1076,7,119,1793.17,9,14833,0,4,5,119.37
2025-05-24,1059,19,128,1090.95,0,18264,0,5,5,128.52
2025-05-25,1060,8,253,913.87,18,37323,0,6,5,253.26
2025-05-26,1012,14,90,1258.06,28,4626,0,0,5,90.1
2025-05-27,1005,1,179,1591.86,26,14844,1,1,5,179.42
2025-05-28,1079,14,118,1067.02,19,11725,0,2,5,118.82
2025-05-29,1092,19,290,869.44,0,48340,0,3,5,290.36
2025-05-30,1020,3,175,256.89,2,26752,0,4,5,175.57
2025-05-31,1051,12,222,265.24,20,25502,0,5,5,222.94
2025-06-01,1069,19,224,591.55,48,16958,0,6,6,224.85
2025-06-02,1006,10,231,1925.42,19,36144,0,0,6,231.9
2025-06-03,1046,2,356,954.89,35,47098,0,1,6,356.28
2025-06-04,1035,8,182,421.41,37,8837,0,2,6,182.56
2025-06-05,1087,9,275,616.16,23,37877,0,3,6,275.71
2025-06-06,1081,17,175,1718.51,10,29258,0,4,6,175.46
2025-06-07,1000,15,306,154.99,8,48374,0,5,6,306.54
2025-06-08,1026,19,237,742.16,19,37160,0,6,6,237.96
2025-06-09,1000,10,335,595.61,31,46158,0,0,6,335.81
2025-06-10,1026,18,292,1343.26,48,34756,0,1,6,292.34
2025-06-11,1071,2,162,806.88,17,16867,0,2,6,162.17
2025-06-12,1071,19,213,1920.46,4,39285,0,3,6,213.15
2025-06-13,1003,7,183,1936.58,24,20867,0,4,6,183.11
2025-06-14,1022,16,286,1499.3,37,37931,0,5,6,286.38
2025-06-15,1088,1,269,1519.87,30,31859,1,6,6,269.75
2025-06-16,1065,10,207,1092.74,43,15457,0,0,6,207.38
2025-06-17,1070,9,269,1460.37,38,33886,0,1,6,269.52
2025-06-18,1050,2,150,1699.08,13,21805,0,2,6,150.99
2025-06-19,1031,3,112,1881.87,21,12826,0,3,6,112.83
2025-06-20,1006,13,227,1135.12,3,41166,0,4,6,227.93
2025-06-21,1051,6,207,1544.62,31,27569,0,5,6,207.53
2025-06-22,1003,3,262,1620.26,36,34455,0,6,6,262.16
2025-06-23,1094,12,71,921.24,12,4395,0,0,6,71.98
2025-06-24,1080,9,95,1986.59,12,13467,0,1,6,95.0
2025-06-25,1091,11,112,1745.84,21,10582,0,2,6,112.6
2025-06-26,1011,5,274,1416.55,38,34804,0,3,6,274.68
2025-06-27,1052,13,180,1258.4,9,23880,0,4,6,180.37
2025-06-28,1034,3,125,595.35,25,11109,0,5,6,125.63
2025-06-29,1055,10,133,1300.27,33,8746,0,6,6,133.25
2025-06-30,1065,6,309,445.35,31,44539,0,0,6,309.97
2025-07-01,1049,16,276,981.57,6,49784,0,1,7,276.25
2025-07-02,1069,6,136,1635.12,21,19259,0,2,7,136.95
2025-07-03,1092,8,193,1196.97,32,21245,0,3,7,193.45
2025-07-04,1036,19,195,656.04,9,31286,0,4,7,195.82
2025-07-05,1047,12,186,1610.52,32,27639,0,5,7,186.27
2025-07-06,1058,5,210,1334.16,38,20091,0,6,7,210.19
2025-07-07,1090,13,282,193.69,6,47505,0,0,7,282.61
2025-07-08,1091,2,253,1942.03,31,40065,0,1,7,253.65
2025-07-09,1018,9,235,1871.46,38,30443,0,2,7,235.47
2025-07-10,1010,1,94,1996.58,10,12232,0,3,7,94.39
2025-07-11,1094,6,312,1953.64,26,49291,0,4,7,312.69
2025-07-12,1098,3,316,1335.36,38,36712,1,5,7,316.06
2025-07-13,1083,3,152,504.06,1,21689,0,6,7,152.4
2025-07-14,1008,2,345,980.88,37,49542,0,0,7,345.52
2025-07-15,1075,4,245,1098.1,48,20950,1,1,7,245.28
2025-07-16,1089,13,320,1429.12,43,49153,0,2,7,321.0
2025-07-17,1014,16,252,175.61,36,26523,0,3,7,252.11
2025-07-18,1026,6,184,1051.98,37,12437,1,4,7,184.97
2025-07-19,1071,8,121,947.68,6,16167,0,5,7,121.08
2025-07-20,1084,8,125,1703.08,30,14560,0,6,7,125.24
2025-07-21,1008,15,185,1399.2,9,31492,0,0,7,185.07
2025-07-22,1036,7,260,1216.82,39,32836,0,1,7,260.71
2025-07-23,1027,16,98,1188.26,13,11464,0,2,7,98.93
2025-07-24,1048,11,33,1692.96,7,1726,0,3,7,33.68
2025-07-25,1041,7,110,1409.89,40,2081,0,4,7,110.71
2025-07-26,1000,10,142,1074.39,24,14436,0,5,7,142.87
2025-07-27,1057,6,65,1576.1,17,4670,0,6,7,65.5
2025-07-28,1023,16,246,669.88,0,39784,0,0,7,246.13
2025-07-29,1093,9,243,416.36,45,24350,0,1,7,243.08
2025-07-30,1025,13,167,502.26,9,21002,1,2,7,167.02
2025-07-31,1099,16,226,495.4,16,31962,0,3,7,226.62
2025-08-01,1010,1,122,1534.17,3,18706,1,4,8,122.7
2025-08-02,1012,10,161,104.41,33,10318,1,5,8,161.53
2025-08-03,1048,1,286,296.6,14,40937,1,6,8,286.52
2025-08-04,1070,4,102,1136.77,35,6147,0,0,8,102.94
2025-08-05,1029,4,86,373.35,24,2849,0,1,8,86.9
2025-08-06,1068,19,133,347.61,42,2132,0,2,8,133.85
2025-08-07,1021,2,316,1386.54,43,47694,0,3,8,316.81
2025-08-08,1028,17,241,1792.85,30,38960,0,4,8,241.11
2025-08-09,1047,14,184,987.33,32,22602,0,5,8,184.69
2025-08-10,1057,15,92,1785.38,1,18138,0,6,8,92.51
2025-08-11,1003,12,167,1029.55,13,25310,0,0,8,167.84
2025-08-12,1004,17,134,286.86,31,4145,1,1,8,134.88
2025-08-13,1017,9,304,615.72,28,41049,0,2,8,304.54
2025-08-14,1014,6,127,1466.84,28,15670,0,3,8,127.64
2025-08-15,1043,7,188,546.56,13,27498,0,4,8,188.84
2025-08-16,1061,10,305,304.16,44,30545,1,5,8,305.24
2025-08-17,1088,6,266,245.91,13,37704,1,6,8,266.57
2025-08-18,1036,8,148,1055.46,43,11116,0,0,8,148.08
2025-08-19,1029,18,125,616.26,2,21953,0,1,8,125.63
2025-08-20,1029,9,126,750.23,2,22059,0,2,8,126.31
2025-08-21,1060,9,160,1350.1,30,17363,0,3,8,160.81
2025-08-22,1095,18,238,681.2,4,42017,0,4,8,238.81
2025-08-23,1088,2,114,1310.87,6,19174,0,5,8,114.72
2025-08-24,1054,3,67,1992.83,25,7269,0,6,8,67.82
2025-08-25,1048,10,286,1645.86,35,46505,0,0,8,286.22
2025-08-26,1097,18,273,374.19,39,34715,0,1,8,273.32
2025-08-27,1029,8,299,1775.75,46,41050,0,2,8,299.31
2025-08-28,1024,19,261,872.87,14,45927,0,3,8,261.14
2025-08-29,1049,10,313,1526.03,40,41736,0,4,8,313.58
2025-08-30,1082,1,203,542.74,22,29185,0,5,8,203.76
2025-08-31,1068,17,221,889.69,21,36790,0,6,8,221.03
2025-09-01,1032,11,146,951.36,42,13305,0,0,9,146.85
2025-09-02,1038,1,245,1012.35,0,44429,0,1,9,245.05
2025-09-03,1005,14,309,1818.46,41,45247,0,2,9,309.81
2025-09-04,1016,6,158,1680.28,5,21390,1,3,9,158.01
2025-09-05,1013,19,179,345.82,6,30799,0,4,9,179.97
2025-09-06,1054,9,278,412.68,1,40832,1,5,9,278.98
2025-09-07,1050,2,99,337.94,2,11871,0,6,9,99.88
2025-09-08,1018,3,280,916.7,8,47451,1,0,9,280.61
2025-09-09,1066,11,139,649.93,3,21608,0,1,9,139.66
2025-09-10,1076,9,303,728.74,44,33463,1,2,9,303.25
2025-09-11,1098,4,78,1992.39,45,1028,0,3,9,78.77
2025-09-12,1041,9,101,137.34,9,14503,0,4,9,101.72
2025-09-13,1001,2,167,1392.48,39,8961,1,5,9,167.71
2025-09-14,1047,1,229,331.05,25,29561,0,6,9,229.09
2025-09-15,1086,1,203,860.68,41,21858,0,0,9,203.15
2025-09-16,1044,17,298,1824.75,39,36321,1,1,9,298.67
2025-09-17,1075,7,221,1603.49,45,20157,1,2,9,221.45
2025-09-18,1065,1,158,619.73,45,6796,1,3,9,158.71
2025-09-19,1059,11,215,371.82,1,37839,0,4,9,215.75
2025-09-20,1020,5,190,1911.3,20,30715,0,5,9,190.52
2025-09-21,1037,18,140,338.61,31,10241,0,6,9,140.5
2025-09-22,1050,5,132,1757.55,11,25111,0,0,9,132.79
2025-09-23,1034,12,115,1548.81,33,8957,0,1,9,115.97
2025-09-24,1068,8,195,1531.6,7,36031,0,2,9,195.26
2025-09-25,1015,18,93,595.28,12,9169,0,3,9,93.79
2025-09-26,1008,8,204,1467.99,49,15842,1,4,9,204.15
