CustomerID,Gender,AgeGroup,MaritalStatus,Education,Occupation,IncomeLevel,Region,ShoppingFrequency,PreferredChannel,PurchaseCategory
653,Male,46-55,Single,Graduate,Business,High,Urban,Monthly,Online,HomeDecor
654,Male,46-55,Married,Graduate,Professional,Low,Rural,Weekly,Online,Grocery
655,Male,18-25,Single,Postgraduate,Business,High,Urban,Monthly,Online,HomeDecor
656,Female,18-25,Married,Postgraduate,Student,High,Semiurban,Monthly,Store,Grocery
657,Male,36-45,Married,Postgraduate,Professional,Medium,Rural,Weekly,Online,HomeDecor
658,Female,46-55,Married,Graduate,Business,Medium,Rural,Monthly,Online,Electronics
659,Male,26-35,Married,Postgraduate,Business,Medium,Urban,Monthly,Online,Electronics
660,Female,36-45,Married,Graduate,Business,Medium,Rural,Weekly,Online,Fashion
661,Female,36-45,Married,Graduate,Professional,High,Semiurban,Monthly,Store,Fashion
662,Male,18-25,Single,Postgraduate,Professional,High,Rural,Monthly,Online,Grocery
663,Female,26-35,Married,Graduate,Student,Low,Semiurban,Monthly,Online,Grocery
664,Female,46-55,Married,Postgraduate,Business,Low,Semiurban,Weekly,Store,Fashion
665,Male,26-35,Married,Postgraduate,Business,Low,Semiurban,Weekly,Online,Grocery
666,Female,46-55,Married,Graduate,Professional,Medium,Rural,Weekly,Online,Fashion
667,Male,26-35,Married,Postgraduate,Business,Medium,Semiurban,Monthly,Online,Grocery
668,Male,18-25,Single,Postgraduate,Professional,Medium,Semiurban,Monthly,Online,Electronics
669,Male,26-35,Single,Graduate,Business,High,Rural,Weekly,Store,HomeDecor
670,Male,18-25,Single,Graduate,Professional,Medium,Semiurban,Monthly,Online,HomeDecor
671,Female,26-35,Married,Graduate,Business,Low,Urban,Weekly,Online,Fashion
672,Female,26-35,Single,Graduate,Student,Medium,Rural,Weekly,Online,Electronics
673,Female,46-55,Single,Graduate,Student,Low,Rural,Weekly,Store,Electronics
674,Female,18-25,Single,Postgraduate,Business,Low,Urban,Weekly,Online,Fashion
675,Male,36-45,Single,Graduate,Student,High,Semiurban,Monthly,Store,Fashion
676,Male,18-25,Single,Graduate,Business,Low,Rural,Weekly,Store,Fashion
677,Male,18-25,Single,Postgraduate,Professional,High,Rural,Weekly,Store,Electronics
678,Male,36-45,Married,Postgraduate,Student,High,Urban,Monthly,Online,Grocery
679,Male,46-55,Single,Graduate,Professional,Medium,Rural,Monthly,Online,Electronics
680,Female,46-55,Single,Postgraduate,Professional,Medium,Rural,Monthly,Store,Fashion
681,Female,36-45,Married,Graduate,Student,Medium,Rural,Monthly,Online,Electronics
682,Female,18-25,Married,Postgraduate,Business,High,Rural,Weekly,Online,Fashion
683,Female,46-55,Single,Graduate,Student,Medium,Urban,Monthly,Online,HomeDecor
684,Male,26-35,Married,Postgraduate,Professional,High,Rural,Monthly,Store,Grocery
685,Female,46-55,Married,Postgraduate,Student,Medium,Urban,Weekly,Store,HomeDecor
686,Female,26-35,Single,Graduate,Student,High,Urban,Weekly,Store,Electronics
687,Male,46-55,Married,Graduate,Professional,High,Rural,Weekly,Online,HomeDecor
688,Female,26-35,Married,Postgraduate,Professional,High,Semiurban,Monthly,Online,Electronics
689,Female,18-25,Married,Postgraduate,Professional,Medium,Semiurban,Monthly,Online,Electronics
690,Male,36-45,Single,Postgraduate,Professional,Low,Semiurban,Monthly,Store,Electronics
691,Female,46-55,Married,Graduate,Business,Low,Semiurban,Monthly,Store,HomeDecor
692,Female,36-45,Married,Graduate,Student,High,Urban,Weekly,Store,Grocery
693,Male,36-45,Married,Graduate,Professional,Medium,Semiurban,Monthly,Store,Electronics
694,Male,26-35,Single,Postgraduate,Business,Low,Rural,Weekly,Store,Electronics
695,Female,26-35,Single,Postgraduate,Student,Medium,Rural,Monthly,Store,Grocery
696,Male,46-55,Single,Postgraduate,Professional,High,Semiurban,Monthly,Online,HomeDecor
697,Male,26-35,Married,Postgraduate,Business,High,Semiurban,Weekly,Store,Grocery
698,Female,26-35,Married,Graduate,Business,Low,Semiurban,Monthly,Online,Grocery
699,Female,26-35,Single,Graduate,Business,Medium,Semiurban,Weekly,Store,HomeDecor
700,Male,36-45,Single,Postgraduate,Business,Medium,Semiurban,Monthly,Online,HomeDecor
701,Female,36-45,Married,Graduate,Student,High,Rural,Weekly,Store,Fashion
702,Female,36-45,Married,Graduate,Business,Low,Semiurban,Monthly,Online,Fashion
703,Male,36-45,Married,Postgraduate,Professional,Low,Rural,Weekly,Store,Grocery
704,Female,26-35,Married,Graduate,Professional,Low,Urban,Weekly,Online,Electronics
705,Male,36-45,Married,Postgraduate,Business,Medium,Semiurban,Weekly,Online,Fashion
706,Female,26-35,Single,Postgraduate,Professional,High,Rural,Weekly,Online,HomeDecor
707,Male,18-25,Single,Postgraduate,Business,Medium,Urban,Monthly,Store,Electronics
708,Female,26-35,Single,Graduate,Business,High,Rural,Weekly,Store,HomeDecor
709,Male,26-35,Single,Postgraduate,Professional,High,Rural,Monthly,Online,HomeDecor
710,Male,26-35,Single,Graduate,Student,Medium,Semiurban,Monthly,Store,Electronics
711,Female,36-45,Single,Postgraduate,Business,Medium,Semiurban,Weekly,Store,Fashion
712,Female,46-55,Married,Postgraduate,Student,High,Rural,Weekly,Online,Fashion
713,Female,46-55,Married,Postgraduate,Business,Low,Rural,Weekly,Store,HomeDecor
714,Male,46-55,Married,Postgraduate,Student,Low,Semiurban,Weekly,Online,HomeDecor
715,Female,46-55,Single,Postgraduate,Student,Medium,Semiurban,Monthly,Store,HomeDecor
716,Male,26-35,Married,Graduate,Professional,Medium,Rural,Monthly,Store,Electronics
717,Male,26-35,Married,Graduate,Student,Medium,Urban,Monthly,Store,Electronics
718,Male,26-35,Single,Graduate,Business,High,Semiurban,Monthly,Store,HomeDecor
719,Male,36-45,Single,Postgraduate,Professional,Low,Urban,Monthly,Store,Fashion
720,Female,46-55,Single,Graduate,Student,High,Rural,Weekly,Online,HomeDecor
721,Male,36-45,Single,Graduate,Professional,High,Semiurban,Monthly,Online,Electronics
722,Female,26-35,Single,Graduate,Business,High,Semiurban,Monthly,Store,Electronics
723,Male,26-35,Single,Postgraduate,Professional,High,Semiurban,Monthly,Online,HomeDecor
724,Male,26-35,Married,Graduate,Professional,Low,Semiurban,Weekly,Online,Grocery
725,Female,26-35,Married,Graduate,Professional,High,Rural,Monthly,Online,Electronics
726,Female,26-35,Married,Postgraduate,Business,Low,Rural,Monthly,Store,Grocery
727,Male,18-25,Single,Graduate,Professional,Low,Semiurban,Monthly,Online,Electronics
728,Female,46-55,Married,Postgraduate,Business,Medium,Urban,Weekly,Online,Grocery
729,Male,46-55,Married,Postgraduate,Student,Low,Semiurban,Monthly,Online,Grocery
730,Male,36-45,Single,Graduate,Professional,Medium,Rural,Monthly,Store,Grocery
731,Female,36-45,Married,Postgraduate,Student,Medium,Rural,Monthly,Online,HomeDecor
732,Male,26-35,Single,Graduate,Student,Low,Urban,Monthly,Store,Fashion
733,Female,46-55,Single,Postgraduate,Student,Medium,Semiurban,Monthly,Store,HomeDecor
734,Male,26-35,Single,Postgraduate,Student,Low,Semiurban,Weekly,Online,Grocery
735,Male,18-25,Single,Postgraduate,Student,Low,Semiurban,Weekly,Store,Electronics
736,Female,18-25,Married,Postgraduate,Business,Low,Semiurban,Weekly,Online,Electronics
737,Female,46-55,Married,Postgraduate,Business,High,Urban,Monthly,Online,HomeDecor
738,Female,26-35,Single,Graduate,Business,Medium,Semiurban,Weekly,Online,HomeDecor
739,Male,46-55,Married,Graduate,Student,Medium,Urban,Weekly,Online,Fashion
740,Female,46-55,Married,Graduate,Student,Medium,Semiurban,Monthly,Store,Fashion
741,Female,18-25,Married,Graduate,Professional,Medium,Semiurban,Monthly,Store,HomeDecor
742,Male,46-55,Married,Graduate,Professional,High,Semiurban,Weekly,Online,Grocery
743,Female,26-35,Single,Postgraduate,Business,High,Rural,Weekly,Store,HomeDecor
744,Female,18-25,Married,Postgraduate,Student,Low,Rural,Monthly,Online,HomeDecor
745,Female,18-25,Single,Graduate,Business,Low,Rural,Monthly,Store,Electronics
746,Female,36-45,Married,Postgraduate,Business,Low,Rural,Weekly,Online,HomeDecor
747,Male,26-35,Married,Graduate,Student,Medium,Rural,Monthly,Store,HomeDecor
748,Female,36-45,Married,Graduate,Student,Low,Urban,Monthly,Online,HomeDecor
749,Male,18-25,Married,Graduate,Student,Low,Rural,Monthly,Store,HomeDecor
750,Female,36-45,Married,Postgraduate,Professional,Low,Urban,Weekly,Online,Fashion
751,Male,18-25,Single,Graduate,Student,Medium,Rural,Weekly,Online,HomeDecor
752,Male,18-25,Married,Postgraduate,Student,Medium,Semiurban,Weekly,Online,Fashion
753,Male,46-55,Married,Postgraduate,Student,Medium,Rural,Weekly,Online,Grocery
754,Female,18-25,Married,Graduate,Student,High,Rural,Monthly,Store,HomeDecor
755,Female,18-25,Married,Postgraduate,Professional,High,Rural,Monthly,Online,Electronics
756,Male,46-55,Married,Graduate,Professional,High,Semiurban,Monthly,Online,HomeDecor
757,Female,46-55,Married,Graduate,Student,Medium,Rural,Weekly,Store,Grocery
758,Female,26-35,Single,Postgraduate,Business,High,Rural,Monthly,Online,Grocery
759,Female,46-55,Married,Postgraduate,Student,High,Urban,Monthly,Online,HomeDecor
760,Male,26-35,Single,Graduate,Business,Medium,Urban,Monthly,Store,Grocery
761,Male,26-35,Single,Graduate,Professional,Medium,Semiurban,Weekly,Online,Electronics
762,Male,36-45,Married,Graduate,Business,Low,Urban,Weekly,Store,Grocery
763,Female,36-45,Single,Postgraduate,Student,High,Rural,Weekly,Online,HomeDecor
764,Female,18-25,Single,Graduate,Business,Low,Rural,Weekly,Online,Electronics
765,Male,36-45,Single,Postgraduate,Business,Medium,Rural,Monthly,Online,Fashion
766,Female,36-45,Single,Graduate,Student,Medium,Semiurban,Weekly,Online,HomeDecor
767,Female,36-45,Single,Graduate,Professional,Medium,Rural,Monthly,Store,Fashion
768,Male,46-55,Single,Graduate,Professional,Medium,Semiurban,Monthly,Store,Electronics
769,Female,26-35,Single,Graduate,Student,Medium,Semiurban,Monthly,Online,HomeDecor
770,Male,46-55,Single,Graduate,Business,Low,Rural,Monthly,Store,HomeDecor
771,Female,36-45,Married,Graduate,Professional,High,Rural,Weekly,Store,HomeDecor
772,Male,46-55,Married,Postgraduate,Student,Medium,Urban,Weekly,Store,HomeDecor
773,Male,36-45,Single,Graduate,Business,High,Semiurban,Monthly,Online,Electronics
774,Male,36-45,Single,Postgraduate,Business,Medium,Rural,Weekly,Online,Grocery
775,Female,36-45,Single,Graduate,Business,Low,Semiurban,Monthly,Online,HomeDecor
776,Female,26-35,Single,Postgraduate,Professional,Medium,Rural,Weekly,Store,Fashion
777,Male,36-45,Single,Postgraduate,Professional,Low,Urban,Monthly,Store,Electronics
778,Male,18-25,Married,Graduate,Professional,Low,Semiurban,Weekly,Store,HomeDecor
779,Female,36-45,Married,Postgraduate,Professional,High,Semiurban,Monthly,Online,Fashion
780,Male,46-55,Married,Graduate,Business,High,Rural,Weekly,Online,HomeDecor
781,Female,18-25,Single,Postgraduate,Student,High,Semiurban,Weekly,Online,Grocery
782,Female,18-25,Single,Graduate,Professional,Medium,Semiurban,Monthly,Store,HomeDecor
783,Male,26-35,Single,Postgraduate,Student,Medium,Semiurban,Weekly,Online,HomeDecor
784,Male,18-25,Married,Graduate,Student,Medium,Semiurban,Monthly,Store,Grocery
785,Female,46-55,Single,Graduate,Business,High,Semiurban,Monthly,Store,Fashion
786,Female,18-25,Married,Postgraduate,Student,Medium,Semiurban,Weekly,Store,Grocery
787,Male,26-35,Single,Postgraduate,Business,High,Urban,Weekly,Online,Electronics
788,Male,46-55,Single,Graduate,Business,High,Urban,Weekly,Store,Fashion
789,Male,46-55,Single,Postgraduate,Professional,High,Urban,Monthly,Online,Grocery
790,Female,26-35,Married,Graduate,Business,Medium,Semiurban,Monthly,Online,Electronics
791,Male,26-35,Married,Graduate,Student,Medium,Urban,Weekly,Store,HomeDecor
792,Male,18-25,Married,Graduate,Student,High,Urban,Monthly,Store,Electronics
793,Female,26-35,Married,Postgraduate,Professional,Medium,Urban,Weekly,Online,Fashion
794,Male,46-55,Married,Graduate,Professional,Low,Semiurban,Monthly,Store,Electronics
795,Female,18-25,Married,Graduate,Student,Medium,Rural,Weekly,Online,Fashion
796,Female,46-55,Married,Graduate,Business,High,Urban,Weekly,Store,Fashion
797,Male,46-55,Married,Graduate,Student,Medium,Rural,Monthly,Online,Electronics
798,Male,46-55,Married,Postgraduate,Business,Medium,Semiurban,Weekly,Store,Electronics
799,Male,18-25,Married,Graduate,Professional,High,Urban,Weekly,Store,HomeDecor
800,Male,36-45,Married,Postgraduate,Business,Medium,Semiurban,Weekly,Store,Grocery
801,Male,46-55,Married,Graduate,Business,Low,Rural,Weekly,Store,Electronics
802,Male,26-35,Married,Postgraduate,Professional,High,Urban,Weekly,Online,HomeDecor
803,Male,36-45,Married,Postgraduate,Professional,Low,Rural,Weekly,Online,HomeDecor
804,Female,26-35,Married,Graduate,Student,High,Urban,Monthly,Store,Fashion
805,Male,36-45,Single,Graduate,Professional,Medium,Urban,Monthly,Store,Fashion
806,Male,26-35,Married,Graduate,Professional,High,Rural,Monthly,Online,Fashion
807,Male,18-25,Single,Graduate,Student,Medium,Rural,Weekly,Store,Fashion
808,Male,36-45,Married,Graduate,Professional,High,Rural,Weekly,Store,HomeDecor
809,Female,36-45,Single,Postgraduate,Professional,Medium,Rural,Weekly,Online,Electronics
810,Female,46-55,Married,Postgraduate,Student,Medium,Urban,Monthly,Online,Electronics
811,Male,46-55,Single,Graduate,Student,Low,Semiurban,Monthly,Online,Electronics
812,Male,46-55,Married,Graduate,Business,High,Semiurban,Monthly,Online,Electronics
813,Female,26-35,Married,Graduate,Professional,High,Urban,Weekly,Store,Electronics
814,Female,18-25,Single,Graduate,Student,Medium,Semiurban,Weekly,Online,Electronics
815,Female,18-25,Married,Postgraduate,Student,Low,Rural,Weekly,Online,Grocery
816,Female,46-55,Single,Postgraduate,Student,High,Rural,Weekly,Store,HomeDecor
817,Female,46-55,Single,Postgraduate,Business,High,Urban,Monthly,Store,Fashion
818,Male,18-25,Single,Graduate,Business,Low,Rural,Weekly,Store,Grocery
819,Female,46-55,Married,Graduate,Student,Low,Urban,Weekly,Online,Grocery
820,Female,36-45,Married,Graduate,Student,Medium,Semiurban,Monthly,Store,Grocery
821,Male,26-35,Single,Graduate,Business,High,Urban,Monthly,Store,Fashion
822,Male,26-35,Single,Postgraduate,Student,High,Semiurban,Monthly,Store,Grocery
823,Female,46-55,Married,Graduate,Student,Medium,Urban,Monthly,Online,Electronics
824,Male,26-35,Married,Graduate,Student,Medium,Rural,Monthly,Store,Fashion
825,Female,26-35,Single,Postgraduate,Student,Low,Semiurban,Weekly,Online,Fashion
826,Female,46-55,Single,Postgraduate,Student,Low,Urban,Weekly,Store,Fashion
827,Male,36-45,Single,Postgraduate,Business,Low,Urban,Weekly,Online,Fashion
828,Female,18-25,Single,Graduate,Professional,High,Urban,Monthly,Online,Grocery
829,Female,26-35,Married,Postgraduate,Business,Low,Rural,Monthly,Online,Electronics
830,Male,26-35,Single,Graduate,Business,Medium,Rural,Monthly,Store,HomeDecor
831,Male,18-25,Single,Postgraduate,Student,Medium,Urban,Weekly,Store,Fashion
832,Female,26-35,Single,Postgraduate,Business,High,Urban,Weekly,Store,Grocery
833,Female,46-55,Single,Postgraduate,Business,Medium,Rural,Monthly,Store,HomeDecor
834,Female,46-55,Single,Graduate,Student,Low,Semiurban,Weekly,Store,Fashion
835,Female,46-55,Married,Graduate,Professional,Medium,Rural,Weekly,Online,Electronics
836,Female,46-55,Married,Graduate,Business,Low,Semiurban,Monthly,Store,HomeDecor
837,Female,46-55,Married,Postgraduate,Professional,Medium,Semiurban,Monthly,Online,Fashion
838,Female,26-35,Married,Graduate,Professional,Low,Semiurban,Weekly,Store,Fashion
839,Male,18-25,Single,Postgraduate,Student,High,Urban,Monthly,Online,Grocery
840,Female,36-45,Married,Graduate,Business,High,Urban,Monthly,Online,Grocery
841,Female,36-45,Married,Postgraduate,Business,High,Urban,Monthly,Online,HomeDecor
842,Male,26-35,Single,Postgraduate,Student,High,Rural,Monthly,Store,Grocery
843,Male,36-45,Single,Postgraduate,Business,Medium,Urban,Monthly,Store,Electronics
844,Female,26-35,Single,Postgraduate,Business,Low,Semiurban,Monthly,Store,Fashion
845,Female,46-55,Married,Postgraduate,Professional,High,Urban,Weekly,Online,Fashion
846,Female,46-55,Married,Graduate,Professional,Low,Rural,Monthly,Online,HomeDecor
847,Male,36-45,Married,Postgraduate,Student,Low,Urban,Weekly,Online,HomeDecor
848,Male,26-35,Single,Graduate,Professional,Medium,Urban,Weekly,Store,Electronics
849,Female,18-25,Married,Graduate,Student,Medium,Semiurban,Monthly,Online,Electronics
850,Male,46-55,Married,Graduate,Professional,Low,Urban,Weekly,Store,HomeDecor
851,Female,26-35,Married,Graduate,Business,High,Rural,Monthly,Store,Fashion
852,Male,26-35,Married,Graduate,Professional,High,Urban,Monthly,Store,HomeDecor
853,Female,18-25,Single,Postgraduate,Business,Medium,Semiurban,Monthly,Store,Fashion
854,Female,26-35,Single,Postgraduate,Professional,Medium,Rural,Weekly,Online,HomeDecor
855,Male,26-35,Single,Postgraduate,Business,High,Semiurban,Weekly,Online,HomeDecor
856,Female,18-25,Married,Graduate,Student,High,Semiurban,Monthly,Store,Fashion
857,Female,26-35,Single,Postgraduate,Student,Low,Rural,Monthly,Store,Grocery
858,Female,26-35,Married,Graduate,Student,Medium,Urban,Weekly,Store,HomeDecor
859,Female,46-55,Single,Graduate,Business,High,Urban,Monthly,Online,HomeDecor
860,Female,26-35,Single,Graduate,Business,Low,Urban,Monthly,Online,HomeDecor
861,Male,18-25,Single,Postgraduate,Student,Medium,Semiurban,Weekly,Online,Electronics
862,Male,46-55,Single,Graduate,Professional,High,Semiurban,Monthly,Online,Electronics
863,Male,46-55,Single,Graduate,Professional,Low,Urban,Weekly,Online,HomeDecor
864,Male,18-25,Married,Graduate,Business,High,Urban,Weekly,Online,Fashion
865,Male,18-25,Married,Graduate,Professional,Medium,Rural,Weekly,Online,HomeDecor
866,Female,18-25,Single,Graduate,Student,Medium,Semiurban,Weekly,Online,HomeDecor
867,Female,18-25,Married,Graduate,Professional,Low,Urban,Monthly,Store,Electronics
868,Male,26-35,Married,Postgraduate,Business,Medium,Urban,Weekly,Store,Electronics
869,Female,46-55,Single,Postgraduate,Student,High,Rural,Monthly,Store,Electronics
870,Female,18-25,Married,Postgraduate,Business,High,Rural,Weekly,Online,Fashion
871,Male,18-25,Married,Graduate,Business,Medium,Urban,Weekly,Online,Fashion
872,Female,46-55,Married,Graduate,Student,Medium,Urban,Weekly,Online,HomeDecor
873,Female,26-35,Married,Postgraduate,Business,Low,Rural,Monthly,Store,Electronics
874,Male,36-45,Married,Graduate,Student,High,Urban,Weekly,Online,HomeDecor
875,Female,26-35,Married,Graduate,Student,Medium,Urban,Weekly,Online,Fashion
876,Male,26-35,Single,Graduate,Business,High,Urban,Weekly,Online,HomeDecor
877,Female,36-45,Single,Graduate,Student,Medium,Urban,Weekly,Store,Grocery
878,Female,26-35,Married,Postgraduate,Student,Medium,Semiurban,Monthly,Online,HomeDecor
879,Female,46-55,Married,Graduate,Professional,Low,Semiurban,Monthly,Online,Grocery
880,Male,26-35,Married,Postgraduate,Professional,Medium,Semiurban,Monthly,Store,HomeDecor
881,Male,36-45,Single,Postgraduate,Student,Low,Urban,Weekly,Online,Grocery
882,Female,46-55,Married,Postgraduate,Business,Medium,Semiurban,Monthly,Store,Electronics
883,Female,18-25,Single,Postgraduate,Business,Low,Urban,Monthly,Store,Grocery
884,Female,36-45,Single,Postgraduate,Professional,High,Urban,Weekly,Store,Electronics
885,Female,18-25,Single,Postgraduate,Business,Medium,Rural,Weekly,Store,Fashion
886,Male,18-25,Single,Graduate,Business,High,Semiurban,Monthly,Online,Fashion
887,Female,26-35,Married,Postgraduate,Business,Medium,Rural,Monthly,Store,HomeDecor
888,Male,18-25,Married,Graduate,Professional,High,Urban,Monthly,Store,Electronics
889,Male,46-55,Single,Graduate,Student,High,Semiurban,Monthly,Store,HomeDecor
890,Male,26-35,Married,Graduate,Business,Low,Urban,Monthly,Online,Electronics
891,Female,26-35,Single,Graduate,Student,High,Urban,Weekly,Store,HomeDecor
892,Female,18-25,Single,Graduate,Professional,Low,Semiurban,Weekly,Store,Electronics
893,Female,18-25,Single,Postgraduate,Professional,High,Urban,Weekly,Online,Grocery
894,Male,18-25,Single,Graduate,Business,Low,Semiurban,Monthly,Store,HomeDecor
895,Female,46-55,Married,Postgraduate,Business,Medium,Semiurban,Weekly,Store,HomeDecor
896,Female,18-25,Married,Postgraduate,Student,Low,Semiurban,Monthly,Online,Electronics
897,Male,36-45,Single,Postgraduate,Professional,High,Rural,Monthly,Store,Fashion
898,Male,36-45,Single,Postgraduate,Student,High,Semiurban,Monthly,Online,HomeDecor
899,Female,18-25,Married,Postgraduate,Professional,High,Rural,Weekly,Store,Grocery
900,Male,26-35,Single,Graduate,Professional,Low,Semiurban,Monthly,Online,HomeDecor
901,Male,46-55,Single,Graduate,Student,Low,Rural,Weekly,Online,HomeDecor
902,Male,26-35,Married,Postgraduate,Professional,Low,Rural,Monthly,Store,Electronics
903,Male,46-55,Single,Postgraduate,Student,High,Rural,Weekly,Store,HomeDecor
904,Female,46-55,Single,Graduate,Professional,Low,Semiurban,Weekly,Online,Electronics
905,Female,26-35,Single,Postgraduate,Student,Medium,Semiurban,Weekly,Store,Electronics
906,Male,46-55,Married,Postgraduate,Professional,High,Urban,Weekly,Online,HomeDecor
907,Male,46-55,Married,Graduate,Professional,Low,Semiurban,Monthly,Online,Grocery
908,Male,18-25,Married,Postgraduate,Business,High,Urban,Monthly,Store,Fashion
909,Female,36-45,Married,Graduate,Professional,Low,Rural,Weekly,Online,Electronics
910,Male,46-55,Married,Postgraduate,Business,Low,Urban,Monthly,Store,HomeDecor
911,Female,36-45,Married,Postgraduate,Student,High,Rural,Monthly,Store,Fashion
912,Female,18-25,Single,Postgraduate,Business,Low,Rural,Monthly,Store,Fashion
913,Male,46-55,Married,Postgraduate,Student,Low,Urban,Weekly,Online,Grocery
914,Male,26-35,Married,Postgraduate,Business,Low,Urban,Weekly,Store,HomeDecor
915,Male,18-25,Single,Postgraduate,Business,Medium,Urban,Monthly,Online,Electronics
916,Male,26-35,Married,Postgraduate,Professional,High,Rural,Weekly,Store,Electronics
917,Female,46-55,Married,Postgraduate,Professional,Low,Urban,Weekly,Online,Electronics
918,Female,26-35,Single,Postgraduate,Professional,High,Rural,Weekly,Online,HomeDecor
919,Female,46-55,Married,Graduate,Student,Medium,Urban,Weekly,Store,Electronics
920,Female,46-55,Single,Graduate,Student,High,Urban,Weekly,Online,Electronics
921,Female,36-45,Single,Graduate,Student,High,Urban,Weekly,Online,Grocery
922,Male,18-25,Single,Postgraduate,Professional,High,Urban,Monthly,Online,Fashion
923,Female,18-25,Married,Postgraduate,Student,High,Semiurban,Monthly,Store,Fashion
924,Male,18-25,Single,Graduate,Student,Low,Semiurban,Weekly,Online,Fashion
925,Female,36-45,Single,Postgraduate,Student,High,Semiurban,Monthly,Store,Fashion
926,Female,46-55,Single,Postgraduate,Business,Medium,Rural,Weekly,Online,Electronics
927,Female,26-35,Married,Graduate,Professional,Low,Semiurban,Monthly,Store,Electronics
928,Male,18-25,Married,Graduate,Business,Low,Rural,Monthly,Online,Grocery
929,Male,36-45,Married,Postgraduate,Student,Low,Semiurban,Weekly,Online,HomeDecor
930,Male,46-55,Single,Graduate,Student,High,Rural,Monthly,Store,Electronics
931,Female,36-45,Married,Graduate,Student,Low,Semiurban,Monthly,Online,Grocery
932,Female,46-55,Single,Postgraduate,Student,High,Rural,Weekly,Online,Fashion
933,Female,36-45,Single,Postgraduate,Business,Low,Rural,Monthly,Store,Fashion
934,Female,36-45,Married,Postgraduate,Professional,Medium,Rural,Weekly,Store,Electronics
935,Female,46-55,Married,Graduate,Business,Low,Urban,Weekly,Online,Fashion
936,Male,18-25,Married,Postgraduate,Student,Medium,Rural,Weekly,Store,HomeDecor
937,Male,46-55,Single,Graduate,Business,Low,Rural,Monthly,Store,Fashion
938,Male,46-55,Single,Graduate,Student,Low,Semiurban,Weekly,Store,Electronics
939,Female,46-55,Married,Graduate,Professional,Low,Semiurban,Weekly,Online,Grocery
940,Female,46-55,Married,Postgraduate,Student,Low,Rural,Monthly,Online,Grocery
941,Male,46-55,Married,Graduate,Professional,Low,Rural,Monthly,Store,Grocery
942,Female,18-25,Single,Postgraduate,Business,Low,Semiurban,Monthly,Online,Electronics
943,Female,46-55,Single,Graduate,Business,High,Urban,Monthly,Online,HomeDecor
944,Male,26-35,Married,Graduate,Professional,Medium,Semiurban,Monthly,Store,HomeDecor
945,Male,36-45,Single,Postgraduate,Business,Medium,Urban,Weekly,Store,HomeDecor
946,Male,36-45,Single,Graduate,Student,Medium,Urban,Weekly,Store,HomeDecor
947,Female,18-25,Single,Graduate,Professional,High,Semiurban,Weekly,Store,HomeDecor
948,Female,26-35,Married,Postgraduate,Business,High,Rural,Monthly,Online,Electronics
949,Male,18-25,Single,Graduate,Professional,High,Urban,Weekly,Online,Grocery
950,Female,18-25,Married,Postgraduate,Professional,Medium,Semiurban,Weekly,Store,Fashion
951,Male,26-35,Single,Postgraduate,Student,Medium,Rural,Weekly,Store,Fashion
952,Female,18-25,Single,Graduate,Business,High,Rural,Weekly,Online,Electronics
953,Male,46-55,Single,Postgraduate,Student,Low,Semiurban,Weekly,Online,Electronics
954,Male,46-55,Married,Postgraduate,Business,High,Urban,Weekly,Store,HomeDecor
955,Female,18-25,Married,Graduate,Professional,Low,Semiurban,Monthly,Store,Grocery
956,Female,26-35,Married,Graduate,Student,Low,Urban,Weekly,Store,Fashion
957,Female,46-55,Married,Graduate,Professional,Low,Semiurban,Monthly,Store,Grocery
958,Female,18-25,Single,Graduate,Business,High,Urban,Monthly,Store,Grocery
959,Female,26-35,Married,Graduate,Business,Medium,Urban,Weekly,Online,Electronics
960,Male,26-35,Single,Postgraduate,Student,Low,Rural,Monthly,Store,HomeDecor
961,Male,26-35,Single,Graduate,Student,Medium,Rural,Monthly,Store,Grocery
962,Female,18-25,Married,Graduate,Professional,Medium,Rural,Weekly,Online,Grocery
963,Male,36-45,Single,Graduate,Business,Low,Rural,Monthly,Store,Electronics
964,Male,46-55,Married,Postgraduate,Professional,High,Semiurban,Weekly,Online,Electronics
965,Male,26-35,Single,Postgraduate,Business,High,Rural,Monthly,Store,Fashion
966,Female,36-45,Single,Graduate,Student,Low,Rural,Weekly,Store,Electronics
967,Male,36-45,Single,Postgraduate,Student,High,Urban,Weekly,Online,Electronics
968,Female,36-45,Married,Graduate,Business,High,Semiurban,Weekly,Store,Grocery
969,Female,18-25,Single,Postgraduate,Student,High,Semiurban,Weekly,Store,Electronics
970,Male,46-55,Married,Graduate,Professional,Low,Semiurban,Monthly,Online,HomeDecor
971,Male,46-55,Single,Postgraduate,Professional,Low,Semiurban,Weekly,Store,Fashion
972,Female,26-35,Single,Graduate,Business,Medium,Rural,Weekly,Store,Electronics
973,Female,26-35,Single,Postgraduate,Business,High,Urban,Weekly,Online,Electronics
974,Female,26-35,Married,Postgraduate,Student,High,Rural,Weekly,Online,Electronics
975,Female,46-55,Single,Graduate,Student,High,Urban,Weekly,Online,Electronics
976,Female,26-35,Single,Graduate,Student,High,Rural,Monthly,Online,Fashion
977,Male,46-55,Married,Graduate,Professional,Medium,Semiurban,Weekly,Online,Electronics
978,Female,18-25,Single,Graduate,Student,High,Semiurban,Weekly,Store,Fashion
979,Male,26-35,Single,Graduate,Professional,Medium,Urban,Monthly,Store,Fashion
