OrderID,CustomerID,CustomerLatitude,CustomerLongitude,PartnerID,PartnerLatitude,PartnerLongitude,RestaurantID,RestaurantLatitude,RestaurantLongitude,DistanceKM,TrafficLevel,WeatherCondition,PartnerRating,PartnerAvailability,OrderValue,DeliveryTimeMinutes
430,10767,19.832985,75.388212,4895,19.832988,75.350993,670,19.846143,75.356192,4.13,High,Cloudy,4.3,Busy,1321,22
431,27194,19.953917,75.302736,7841,19.964347,75.315738,804,19.940698,75.245826,1.85,Medium,Cloudy,3.6,Available,590,11
432,19479,19.970742,75.412895,5920,20.007121,75.403572,866,20.01272,75.355915,4.17,High,Rainy,3.0,Available,801,28
433,41826,19.922625,75.386605,9113,19.887177,75.424403,669,19.885695,75.463766,5.75,High,Cloudy,3.4,Available,2253,32
434,48169,19.756709,75.33531,4022,19.712,75.355424,768,19.685625,75.401186,5.44,Low,Rainy,4.0,Available,852,28
435,71313,19.934188,75.312783,2392,19.956058,75.321407,633,19.932967,75.263554,2.61,High,Cloudy,3.5,Busy,2297,12
436,85403,19.956694,75.314127,4981,19.921638,75.357121,777,19.950087,75.263188,6.16,High,Rainy,3.1,Available,880,13
437,83953,19.778803,75.295513,2209,19.731626,75.33103,533,19.756204,75.316492,6.55,High,Rainy,3.9,Available,1583,23
438,16749,19.904887,75.353625,1964,19.944134,75.311488,628,19.877833,75.313351,6.39,High,Cloudy,4.5,Available,1297,32
439,10028,19.844559,75.258581,2013,19.796524,75.29652,642,19.919057,75.233232,6.79,Medium,Rainy,5.0,Busy,1664,32
440,90664,19.89561,75.424756,2460,19.907984,75.388158,822,19.834132,75.479826,4.29,High,Cloudy,4.0,Available,1663,20
441,54460,19.908512,75.285367,2040,19.880073,75.316738,626,19.863249,75.292091,4.7,High,Cloudy,3.3,Busy,1192,36
442,46445,19.970884,75.211147,6796,19.93519,75.162548,614,19.981581,75.28031,6.69,High,Sunny,4.6,Available,1040,36
443,33806,19.90742,75.325805,5133,19.933935,75.324334,647,19.851321,75.349526,2.95,High,Sunny,4.7,Available,1020,20
444,12017,19.808236,75.400923,8957,19.840018,75.448818,858,19.808535,75.393716,6.38,Medium,Sunny,3.3,Available,607,25
445,65311,19.818286,75.200157,8027,19.864595,75.241911,831,19.860617,75.132809,6.92,Low,Cloudy,3.0,Available,1109,27
446,91103,19.934517,75.296277,4401,19.926305,75.250728,779,19.900779,75.288483,5.14,Medium,Cloudy,3.9,Busy,1202,26
447,35008,19.965317,75.328379,2176,20.010345,75.331948,776,19.948387,75.384092,5.01,High,Sunny,4.6,Available,1653,28
448,85701,19.871385,75.33936,8799,19.919218,75.366677,600,19.808388,75.383909,6.11,Low,Sunny,3.9,Available,1130,29
449,99826,19.818653,75.36809,2447,19.801529,75.345901,511,19.768163,75.367693,3.11,High,Sunny,3.4,Available,928,19
450,87926,19.967421,75.429269,8734,19.975764,75.42553,756,20.018349,75.458601,1.01,High,Cloudy,4.6,Available,1090,5
451,94585,19.778449,75.345819,4513,19.801925,75.327972,995,19.703993,75.286175,3.27,Low,Cloudy,4.0,Available,1963,24
452,62066,19.930946,75.327432,4870,19.910953,75.292558,932,19.896494,75.307587,4.46,High,Sunny,4.1,Available,183,17
453,38942,19.775763,75.412366,9405,19.779048,75.409498,805,19.852739,75.450827,0.48,High,Sunny,4.5,Available,2265,14
454,56157,19.906393,75.250718,8095,19.930956,75.30028,911,19.932897,75.249675,6.14,Medium,Rainy,3.7,Available,945,23
455,42376,19.762863,75.235545,5466,19.718146,75.248129,918,19.691584,75.289375,5.16,Medium,Cloudy,4.1,Available,711,16
456,27806,19.798327,75.229083,9598,19.845339,75.181281,912,19.846759,75.275169,7.44,High,Cloudy,3.5,Available,2427,36
457,36469,19.965621,75.372982,2313,19.931206,75.347326,667,20.020372,75.326471,4.76,High,Rainy,4.8,Available,845,20
458,45281,19.906811,75.422188,4803,19.926062,75.396541,779,19.975876,75.358962,3.56,Medium,Cloudy,4.0,Available,1405,14
459,64712,19.83317,75.301605,8460,19.864107,75.289533,725,19.760726,75.249835,3.69,Medium,Cloudy,4.6,Available,1130,20
460,23163,19.898169,75.362681,7035,19.934851,75.402078,582,19.965336,75.297857,5.98,Medium,Rainy,4.5,Available,309,27
461,68408,19.933407,75.380028,5911,19.892021,75.376409,672,19.881243,75.354024,4.61,Medium,Rainy,3.8,Available,383,28
462,47792,19.786021,75.44369,6917,19.820275,75.443778,521,19.863048,75.37927,3.8,Low,Rainy,3.7,Busy,1472,23
463,26608,19.900127,75.263917,1737,19.886584,75.298285,735,19.851318,75.316216,4.1,High,Rainy,3.1,Available,609,27
464,86669,19.782841,75.297359,8777,19.828011,75.279331,636,19.841737,75.358359,5.4,Medium,Rainy,4.4,Available,1401,27
465,69055,19.861611,75.394477,6127,19.849847,75.38879,794,19.841801,75.373251,1.45,High,Rainy,3.7,Available,2455,9
466,20683,19.879248,75.278641,8280,19.837685,75.297142,976,19.912489,75.25624,5.05,Low,Rainy,3.2,Available,468,30
467,83960,19.857337,75.213177,3242,19.811094,75.234895,894,19.863432,75.21457,5.67,Medium,Cloudy,4.5,Available,155,28
468,29276,19.939639,75.304427,6534,19.896948,75.281794,857,20.01644,75.319828,5.36,Low,Rainy,3.4,Available,1118,27
469,80198,19.85276,75.311875,5326,19.898262,75.353838,861,19.822551,75.265324,6.87,Low,Sunny,4.1,Available,725,21
470,27127,19.940947,75.366003,1462,19.924784,75.409555,532,20.0069,75.319499,5.16,Low,Rainy,4.5,Busy,2387,30
471,81545,19.888123,75.332513,5458,19.840907,75.307179,809,19.881661,75.353074,5.95,High,Cloudy,4.5,Available,697,26
472,45418,19.851879,75.34036,3384,19.886783,75.334725,797,19.918879,75.33082,3.92,High,Cloudy,3.4,Busy,1268,17
473,91426,19.822355,75.328022,3423,19.866424,75.2828,891,19.798712,75.385074,7.01,Low,Rainy,3.4,Available,495,34
474,27358,19.977325,75.316319,1223,19.933149,75.292546,505,19.967096,75.261423,5.57,Medium,Sunny,3.5,Available,1209,31
475,98478,19.862886,75.218883,1393,19.874673,75.235469,683,19.843474,75.291591,2.26,Low,Cloudy,3.5,Available,1457,21
476,25690,19.849127,75.272041,2909,19.859519,75.227,603,19.784276,75.197298,5.13,High,Cloudy,4.2,Available,1766,37
477,86794,19.829876,75.266307,9101,19.848485,75.311186,711,19.792764,75.316142,5.39,Medium,Sunny,4.1,Available,2462,24
478,27221,19.899489,75.388442,5584,19.91169,75.39245,689,19.939427,75.424852,1.43,High,Cloudy,3.7,Available,2450,6
479,79893,19.811756,75.3231,5879,19.845429,75.289468,699,19.776069,75.253628,5.28,High,Cloudy,3.5,Available,392,24
480,45454,19.97148,75.351921,1233,20.019819,75.386032,708,19.897235,75.377265,6.57,Low,Sunny,4.7,Available,443,34
481,60255,19.757005,75.222719,8520,19.792473,75.235775,895,19.796563,75.176226,4.2,Low,Rainy,4.5,Available,128,19
482,50524,19.917847,75.383866,7948,19.875849,75.369812,580,19.975186,75.341083,4.92,High,Cloudy,3.0,Available,714,27
483,79586,19.954303,75.314985,1325,19.965,75.283835,862,20.003098,75.389757,3.66,Medium,Rainy,5.0,Available,292,15
484,92011,19.822976,75.320928,5234,19.802436,75.296799,980,19.747119,75.286562,3.52,Low,Rainy,3.0,Available,920,20
485,98720,19.842774,75.369118,1597,19.811767,75.400993,652,19.781444,75.394078,4.94,High,Sunny,4.5,Available,2308,25
486,55687,19.835213,75.34223,2363,19.873384,75.386421,912,19.873543,75.276089,6.48,Medium,Cloudy,3.8,Available,2024,27
487,51548,19.854411,75.275416,7554,19.842813,75.310856,876,19.894251,75.238986,4.14,Medium,Sunny,4.8,Available,156,9
488,11353,19.956908,75.395483,5987,19.926444,75.354158,953,19.973779,75.324618,5.7,Low,Cloudy,4.1,Available,2198,37
489,42471,19.861567,75.335207,9444,19.893403,75.302375,953,19.91082,75.366068,5.08,Medium,Cloudy,4.4,Available,1687,29
490,87224,19.82774,75.426717,5409,19.836477,75.385257,683,19.819709,75.467734,4.7,High,Rainy,4.0,Busy,1326,24
491,75294,19.793598,75.423059,9795,19.786692,75.392859,637,19.783681,75.408458,3.44,Medium,Cloudy,4.0,Available,909,22
492,96784,19.839253,75.398991,3514,19.819829,75.356276,885,19.908475,75.382119,5.21,Low,Cloudy,3.6,Available,123,33
493,45771,19.889719,75.33079,9502,19.927167,75.285133,960,19.851484,75.390912,6.55,High,Rainy,3.0,Available,948,32
494,65283,19.80009,75.369259,4258,19.830411,75.375447,989,19.838631,75.395157,3.44,Low,Cloudy,3.8,Available,475,9
495,35318,19.802258,75.301602,1966,19.837384,75.33145,807,19.765004,75.260728,5.12,Low,Sunny,3.5,Available,973,24
496,74210,19.857778,75.347825,7382,19.896462,75.386711,506,19.897095,75.27345,6.09,Medium,Cloudy,3.7,Available,897,33
497,59390,19.752533,75.304159,7843,19.718034,75.320604,581,19.785941,75.25262,4.24,Low,Rainy,3.9,Available,1590,25
498,57078,19.97875,75.369793,8804,19.936157,75.419076,893,19.964013,75.335777,7.23,Medium,Sunny,4.2,Available,335,37
499,62186,19.815975,75.270114,4262,19.78195,75.23652,508,19.781605,75.316968,5.31,Low,Cloudy,5.0,Available,1970,21
500,83300,19.787888,75.307458,5541,19.766614,75.331137,707,19.780435,75.385743,3.53,Medium,Rainy,3.7,Available,1906,15
501,86675,19.842007,75.394585,7331,19.886128,75.430773,816,19.852292,75.380232,6.33,Medium,Cloudy,3.2,Available,1256,19
502,20974,19.77255,75.331704,6615,19.72826,75.292758,608,19.727652,75.326,6.55,High,Rainy,4.6,Busy,1016,28
503,16458,19.761977,75.203205,3756,19.791531,75.20092,697,19.702918,75.160896,3.29,Medium,Cloudy,4.7,Available,901,22
504,42449,19.946177,75.296906,1583,19.928496,75.340422,931,19.924309,75.279352,5.21,Medium,Rainy,4.3,Available,2039,22
505,76324,19.915416,75.38631,5945,19.916861,75.369409,812,19.969408,75.355889,1.88,Low,Sunny,3.8,Busy,1746,21
506,66733,19.894704,75.292573,8320,19.867319,75.329856,603,19.945034,75.250001,5.13,High,Rainy,3.8,Available,2291,18
507,42328,19.865707,75.220729,9859,19.877707,75.204751,576,19.922655,75.210278,2.22,Medium,Cloudy,3.4,Available,2252,22
508,17086,19.774444,75.410496,3317,19.772729,75.426432,537,19.776153,75.406824,1.78,High,Cloudy,4.0,Busy,1949,15
509,78711,19.823614,75.305444,8849,19.796586,75.275401,685,19.74966,75.328383,4.49,High,Rainy,3.7,Available,1777,23
510,91867,19.79613,75.25384,8844,19.775317,75.221116,979,19.776828,75.319573,4.3,Medium,Rainy,4.6,Busy,2360,28
511,84163,19.876369,75.364045,5947,19.864593,75.342224,823,19.911886,75.421945,2.75,Medium,Sunny,4.0,Available,2235,18
512,43012,19.924153,75.276412,3625,19.933451,75.28018,765,19.844907,75.207994,1.11,Low,Sunny,4.8,Available,862,16
513,46142,19.805877,75.427091,9847,19.765188,75.423905,949,19.867884,75.449694,4.53,High,Sunny,3.6,Available,660,11
514,21595,19.818575,75.231616,6646,19.85283,75.217834,837,19.84425,75.226947,4.1,Medium,Cloudy,4.2,Available,2396,26
515,72709,19.788518,75.294751,1939,19.773876,75.257998,574,19.816083,75.296142,4.39,Low,Sunny,4.7,Busy,1256,17
516,15295,19.934507,75.28719,5076,19.953895,75.253153,615,19.997912,75.271909,4.35,Medium,Rainy,4.4,Busy,1444,10
517,59882,19.941187,75.391692,5890,19.926251,75.379373,958,19.946556,75.311731,2.15,Medium,Sunny,3.5,Busy,1290,24
518,12810,19.768063,75.289101,7152,19.792828,75.29417,512,19.81875,75.362636,2.81,Low,Sunny,4.2,Available,2062,22
519,25659,19.838201,75.238057,2645,19.854872,75.216486,695,19.851926,75.25194,3.03,High,Cloudy,3.5,Available,328,17
520,15912,19.754137,75.433193,6130,19.71197,75.452015,819,19.799738,75.480439,5.13,Low,Sunny,3.9,Busy,716,28
521,34722,19.862803,75.229937,8446,19.893069,75.204634,508,19.926741,75.295669,4.38,High,Cloudy,3.6,Available,1344,24
522,38743,19.792072,75.291262,2306,19.785316,75.303579,573,19.723981,75.291853,1.56,Low,Rainy,4.3,Available,1315,9
523,11695,19.855815,75.27442,2907,19.80911,75.283433,706,19.85968,75.2397,5.28,Medium,Sunny,5.0,Available,1474,31
524,11789,19.900473,75.268857,4036,19.947247,75.251011,709,19.98019,75.348243,5.56,Medium,Rainy,3.1,Available,352,17
525,96310,19.79877,75.226274,7811,19.81761,75.192119,657,19.844798,75.19604,4.33,High,Sunny,3.0,Available,546,22
526,46821,19.860859,75.217615,5537,19.838673,75.200066,717,19.932079,75.182842,3.14,Medium,Cloudy,4.1,Available,2233,27
527,68601,19.976347,75.384063,1364,20.003772,75.399683,764,19.971813,75.395523,3.5,Medium,Sunny,4.4,Available,873,16
528,66095,19.80503,75.270132,6202,19.837077,75.278564,724,19.806394,75.241084,3.68,Medium,Sunny,4.2,Available,1661,21
529,48097,19.910842,75.37778,1603,19.866039,75.413755,624,19.904163,75.339767,6.38,Low,Sunny,4.6,Available,248,27
530,65833,19.900098,75.314025,4756,19.889875,75.296496,655,19.97713,75.255585,2.25,High,Sunny,4.0,Available,2470,17
531,45950,19.808597,75.428632,4160,19.769902,75.454375,932,19.849805,75.478195,5.16,High,Rainy,3.5,Available,370,20
532,32117,19.792223,75.263191,4240,19.782887,75.251507,838,19.839369,75.256202,1.66,Low,Rainy,3.5,Available,780,13
533,63450,19.773268,75.202833,1324,19.778131,75.250172,812,19.763458,75.209354,5.28,Medium,Cloudy,3.5,Busy,1748,25
534,20447,19.95415,75.291963,4081,19.918432,75.311551,828,19.900483,75.332552,4.52,Medium,Cloudy,4.8,Available,725,26
535,38439,19.760824,75.367137,2690,19.797101,75.333427,664,19.81081,75.42368,5.5,Low,Rainy,3.5,Busy,1197,19
536,89415,19.915686,75.31112,3670,19.891315,75.280161,717,19.942879,75.231184,4.37,High,Cloudy,3.2,Available,2135,20
537,72894,19.778355,75.236863,5537,19.731329,75.194036,791,19.803934,75.225916,7.06,Low,Sunny,5.0,Available,2172,24
538,58285,19.815207,75.437106,8600,19.849453,75.459343,547,19.747686,75.374087,4.53,Low,Sunny,3.3,Busy,2196,26
539,93602,19.897059,75.232259,3460,19.890091,75.20973,933,19.959099,75.158753,2.62,Medium,Rainy,4.4,Available,1076,8
540,26630,19.903756,75.443157,4219,19.914439,75.405149,729,19.875073,75.50198,4.38,Low,Cloudy,4.0,Available,313,24
541,12108,19.772507,75.34404,4614,19.777875,75.312879,718,19.701506,75.276953,3.51,Low,Cloudy,4.6,Busy,572,23
542,37939,19.862544,75.328144,2845,19.839321,75.323639,618,19.85787,75.361207,2.63,High,Rainy,3.7,Available,743,18
543,11359,19.788741,75.390116,5431,19.837234,75.434693,968,19.740278,75.450174,7.31,Low,Rainy,4.7,Available,1289,32
544,88287,19.895652,75.224874,2025,19.906069,75.18697,605,19.828244,75.229244,4.36,Low,Rainy,4.4,Available,715,22
545,99941,19.879065,75.371859,6969,19.861607,75.331333,560,19.955204,75.33766,4.9,High,Rainy,3.0,Busy,146,32
546,48736,19.908617,75.275348,8641,19.921215,75.240402,633,19.903663,75.276056,4.12,High,Rainy,4.3,Busy,756,24
547,62134,19.831832,75.329034,7083,19.812316,75.347825,810,19.890065,75.296852,3.01,Low,Cloudy,4.2,Available,1629,14
548,52676,19.762675,75.421968,7763,19.782974,75.393581,950,19.71202,75.411034,3.87,High,Sunny,4.8,Available,2432,23
549,59752,19.89703,75.218786,5284,19.86045,75.233262,976,19.871376,75.252058,4.37,Low,Sunny,3.5,Available,1858,11
550,99314,19.864365,75.223498,7437,19.843437,75.271871,587,19.938079,75.194776,5.85,Medium,Sunny,4.7,Available,2191,34
551,14239,19.942423,75.362697,5428,19.95384,75.346111,985,19.993288,75.288835,2.24,High,Sunny,4.2,Available,1687,15
552,52865,19.91686,75.220265,5659,19.938505,75.195227,917,19.977294,75.270369,3.67,High,Sunny,4.6,Available,569,26
553,16806,19.948056,75.219585,7429,19.905313,75.254617,943,19.902112,75.246586,6.13,Medium,Sunny,3.3,Available,1605,31
554,72502,19.87914,75.246483,7655,19.851577,75.245868,973,19.952996,75.289626,3.06,Medium,Cloudy,3.7,Available,932,13
555,91641,19.82466,75.38029,3888,19.840439,75.426201,630,19.893634,75.426591,5.39,Medium,Sunny,3.5,Busy,997,24
556,48546,19.784186,75.31404,8768,19.783422,75.267703,802,19.735505,75.366319,5.14,Low,Sunny,3.6,Busy,374,24
557,28157,19.788371,75.211671,4561,19.816324,75.18693,732,19.841114,75.244301,4.14,High,Cloudy,3.8,Available,2411,14
558,76168,19.871574,75.402651,5268,19.895126,75.41903,503,19.809716,75.43795,3.18,High,Sunny,4.8,Busy,1692,20
559,45157,19.968821,75.355579,4553,19.989493,75.335383,518,19.954756,75.311384,3.21,Low,Rainy,4.8,Available,1401,29
560,34783,19.870028,75.218544,2937,19.83923,75.252544,624,19.906014,75.281706,5.09,Medium,Sunny,5.0,Available,486,27
561,82728,19.790637,75.345057,5775,19.83104,75.327075,966,19.817878,75.295122,4.91,High,Cloudy,4.6,Available,1954,21
562,53151,19.973381,75.309508,1656,20.009484,75.316094,728,19.918539,75.340008,4.07,Low,Cloudy,4.3,Busy,588,22
563,63969,19.922654,75.322151,6041,19.932976,75.304709,528,20.00003,75.348927,2.25,High,Rainy,3.7,Available,1689,16
564,25588,19.823506,75.347952,4683,19.780729,75.312697,548,19.755225,75.397923,6.15,High,Sunny,4.5,Available,2096,26
565,28526,19.945486,75.381547,7184,19.979669,75.361448,878,19.916142,75.408942,4.4,High,Sunny,4.4,Busy,1330,19
566,13271,19.867899,75.433567,1209,19.870172,75.412726,875,19.830603,75.502288,2.33,High,Rainy,4.2,Available,2342,19
567,35117,19.921862,75.277926,1358,19.902486,75.31171,837,19.853439,75.338903,4.32,High,Rainy,4.2,Busy,726,27
568,51476,19.898286,75.288822,3532,19.853202,75.241928,577,19.906955,75.330747,7.22,High,Rainy,4.7,Available,1841,26
569,43270,19.883829,75.213837,4885,19.848287,75.233363,809,19.826572,75.236201,4.5,High,Cloudy,3.8,Available,1145,27
570,44341,19.964746,75.335597,3634,19.967492,75.29971,708,19.884872,75.385219,4.0,High,Cloudy,4.1,Available,639,22
571,11095,19.888864,75.240983,6901,19.912459,75.221106,523,19.883007,75.256892,3.42,Low,Sunny,3.6,Available,1287,19
572,68784,19.810268,75.420429,2340,19.84945,75.390073,673,19.828483,75.354464,5.5,High,Rainy,4.4,Available,628,21
573,18625,19.836946,75.225737,7431,19.858848,75.226126,905,19.870349,75.185568,2.43,Low,Cloudy,3.5,Available,1224,17
574,18007,19.896845,75.271704,1227,19.876208,75.261664,780,19.953234,75.271752,2.55,Low,Sunny,3.8,Available,359,17
575,29689,19.91724,75.200179,2538,19.960925,75.166632,846,19.874613,75.162335,6.11,High,Sunny,5.0,Available,2472,29
576,76333,19.944213,75.259806,9209,19.935734,75.271315,543,19.941203,75.253326,1.59,High,Sunny,4.2,Available,544,11
577,23418,19.837664,75.302963,3015,19.860422,75.298127,517,19.894741,75.374018,2.58,Low,Sunny,3.8,Available,1237,28
578,56978,19.909129,75.295767,7884,19.946039,75.302599,585,19.89945,75.226526,4.17,Medium,Rainy,4.7,Available,490,24
579,38460,19.910538,75.397565,4037,19.890113,75.39713,797,19.897917,75.383249,2.27,Low,Sunny,4.8,Available,691,17
580,76267,19.794555,75.286457,1799,19.780339,75.237302,863,19.848828,75.211576,5.68,Low,Rainy,4.2,Busy,1559,25
581,33555,19.921734,75.223455,3949,19.922992,75.229874,665,19.920799,75.260555,0.73,High,Rainy,4.9,Available,929,12
582,39430,19.862841,75.412192,9051,19.883447,75.411237,672,19.824072,75.47378,2.29,Medium,Sunny,3.4,Available,432,10
583,40846,19.978181,75.232588,9107,20.007788,75.222066,692,19.976936,75.293492,3.49,Medium,Rainy,4.1,Available,2148,27
584,89702,19.898023,75.227019,7572,19.891647,75.274214,734,19.824031,75.19758,5.29,Low,Rainy,4.7,Busy,567,28
585,24691,19.887246,75.284301,7852,19.863497,75.24649,970,19.888807,75.297943,4.96,Medium,Rainy,4.0,Available,2413,19
586,10496,19.972828,75.447973,2463,20.001804,75.464323,735,19.948145,75.395397,3.69,Medium,Rainy,4.4,Available,1993,24
587,42975,19.97994,75.261016,5190,20.006271,75.269662,847,19.941739,75.338121,3.08,Low,Sunny,3.1,Available,1789,18
588,81325,19.960417,75.288004,2145,19.951498,75.239841,798,19.9237,75.33676,5.44,Low,Sunny,4.5,Available,419,25
589,93337,19.942963,75.274418,3316,19.958939,75.238116,690,19.972862,75.340546,4.4,High,Cloudy,4.1,Busy,1558,27
590,90083,19.819804,75.286336,5760,19.86891,75.246531,657,19.804547,75.216328,7.02,Low,Cloudy,4.4,Available,604,30
591,24925,19.896439,75.255309,5867,19.914146,75.282533,740,19.892153,75.274145,3.6,Medium,Sunny,3.4,Available,515,18
592,63555,19.79912,75.202668,4954,19.826776,75.234833,929,19.728637,75.220413,4.71,High,Cloudy,4.6,Busy,632,30
593,10493,19.811882,75.402972,8042,19.81523,75.358248,581,19.804992,75.473717,4.98,Medium,Rainy,3.2,Available,328,24
594,11055,19.934315,75.299409,4083,19.917946,75.272857,818,19.931219,75.307702,3.46,High,Cloudy,3.8,Busy,2075,19
595,96593,19.826675,75.312281,4514,19.833741,75.30584,762,19.81305,75.349517,1.06,Low,Rainy,4.7,Available,946,16
596,11750,19.919924,75.423241,5027,19.914718,75.426288,764,19.906448,75.479301,0.67,Medium,Cloudy,3.7,Available,1344,12
597,27669,19.958224,75.22076,7474,19.927329,75.214835,843,19.971785,75.271356,3.49,Medium,Cloudy,3.8,Busy,1791,14
598,80649,19.894131,75.371193,9419,19.856675,75.399841,821,19.817021,75.36843,5.23,High,Cloudy,4.5,Available,508,27
599,49023,19.894648,75.229485,8441,19.910142,75.207815,906,19.814687,75.169795,2.96,Medium,Sunny,4.7,Available,492,27
600,80077,19.906736,75.215884,8876,19.896361,75.262266,679,19.912973,75.181945,5.28,Medium,Sunny,4.4,Available,745,35
601,68480,19.776321,75.276358,8044,19.804447,75.26295,877,19.734977,75.30391,3.46,High,Rainy,3.4,Available,2055,22
602,21322,19.779131,75.305158,5276,19.777225,75.292789,518,19.757241,75.233521,1.39,High,Cloudy,3.9,Available,679,10
603,87339,19.86187,75.274613,8953,19.875679,75.253428,781,19.819631,75.311495,2.81,Low,Sunny,4.7,Available,334,14
604,18720,19.754537,75.233796,3939,19.774057,75.195821,509,19.711454,75.209914,4.74,Low,Sunny,4.4,Available,1001,21
605,27274,19.775512,75.301562,6920,19.802616,75.295085,517,19.847007,75.296376,3.09,High,Cloudy,4.6,Busy,1800,20
606,92643,19.908388,75.444664,3329,19.931048,75.487537,611,19.957077,75.390762,5.38,Low,Rainy,3.7,Available,1357,28
607,83786,19.885546,75.331285,6370,19.855845,75.326472,834,19.933058,75.345753,3.34,Medium,Sunny,4.4,Available,1209,22
608,28033,19.917995,75.313315,8351,19.936428,75.299306,779,19.944844,75.23981,2.57,High,Rainy,4.8,Busy,1909,13
609,74377,19.9791,75.225845,6539,19.947166,75.188848,916,19.951525,75.179473,5.42,Medium,Rainy,4.0,Busy,2050,20
610,70719,19.828769,75.226991,8494,19.785734,75.235885,871,19.832074,75.265743,4.88,High,Rainy,3.3,Available,1040,31
611,39960,19.916274,75.402591,4718,19.945959,75.365348,643,19.980802,75.430156,5.29,High,Sunny,4.9,Available,191,26
612,93707,19.969911,75.374568,7283,19.940688,75.326596,854,19.966618,75.376761,6.24,Medium,Rainy,3.2,Available,761,24
613,50741,19.92441,75.398408,7386,19.936056,75.447,774,19.946803,75.456049,5.55,High,Cloudy,4.9,Available,700,29
614,88170,19.79247,75.285274,3867,19.796824,75.306442,986,19.746218,75.312878,2.4,Low,Rainy,3.2,Available,2000,19
615,61369,19.966422,75.321593,5796,19.962684,75.3501,759,20.017874,75.330311,3.19,High,Rainy,3.0,Busy,467,30
616,76957,19.862632,75.390643,8283,19.89597,75.375446,828,19.925376,75.385919,4.07,High,Sunny,5.0,Busy,1523,19
617,10591,19.868938,75.390903,7277,19.863671,75.419889,920,19.887873,75.328999,3.27,Low,Sunny,3.9,Available,198,10
618,22938,19.847391,75.328732,3274,19.814459,75.345023,922,19.903797,75.290002,4.08,Medium,Sunny,4.2,Available,379,20
619,39714,19.790388,75.216134,2618,19.798154,75.201915,727,19.754461,75.265288,1.8,Low,Sunny,3.6,Busy,2161,8
620,56628,19.867236,75.29499,7708,19.862085,75.343055,517,19.84328,75.287339,5.37,Medium,Rainy,4.6,Available,2278,24
621,46575,19.808338,75.257015,8876,19.759491,75.220049,967,19.777821,75.195716,6.8,Low,Sunny,3.6,Available,2073,27
622,41655,19.806752,75.312524,7103,19.758965,75.326595,527,19.79298,75.275733,5.53,Low,Sunny,4.3,Available,1824,27
623,66363,19.947495,75.229369,6037,19.976062,75.246721,641,19.885897,75.26054,3.71,High,Sunny,4.9,Available,518,19
624,50412,19.957342,75.267596,5310,19.987696,75.317156,672,19.917768,75.25748,6.45,High,Rainy,3.6,Available,1092,31
625,76577,19.762053,75.426954,7927,19.784179,75.444665,511,19.765665,75.472066,3.15,High,Rainy,3.8,Available,123,20
626,79803,19.925728,75.204509,6988,19.969153,75.163151,826,19.973606,75.268288,6.66,Low,Sunny,4.7,Available,773,31
627,16487,19.87745,75.352181,1258,19.920149,75.368693,991,19.907987,75.398096,5.08,Low,Sunny,3.7,Busy,1460,27
628,78535,19.823443,75.263051,2193,19.869035,75.305381,538,19.816614,75.318442,6.91,High,Cloudy,4.6,Available,1578,25
629,20265,19.852146,75.395339,7127,19.870151,75.408855,507,19.917675,75.318224,2.5,Low,Rainy,4.6,Available,530,14
630,45361,19.93498,75.364789,7852,19.924785,75.366152,985,19.983467,75.344573,1.14,Low,Rainy,4.9,Available,2418,9
631,54045,19.765432,75.348426,8147,19.792635,75.381247,963,19.712717,75.412013,4.73,Low,Sunny,4.8,Available,746,24
632,37268,19.852117,75.243677,7875,19.821982,75.221748,835,19.932008,75.206559,4.14,Low,Cloudy,4.3,Available,767,18
633,75049,19.800951,75.315887,8496,19.797983,75.353245,599,19.842999,75.317979,4.16,High,Rainy,4.7,Available,1794,16
634,64766,19.914255,75.415308,6913,19.879723,75.410463,680,19.899538,75.445302,3.87,Low,Sunny,3.3,Available,920,13
635,85700,19.957662,75.298621,2793,20.005775,75.324524,813,19.959499,75.321665,6.07,Low,Sunny,4.7,Available,2006,33
636,92015,19.849014,75.31681,7041,19.823022,75.35627,730,19.855822,75.393361,5.24,High,Rainy,4.1,Busy,754,27
637,59262,19.837088,75.304533,9281,19.841751,75.309882,750,19.836512,75.273493,0.79,High,Sunny,4.4,Available,2191,5
638,41969,19.860163,75.424249,2816,19.849643,75.469581,752,19.857784,75.500054,5.17,High,Rainy,4.8,Busy,2097,23
639,22809,19.900366,75.206368,6660,19.856727,75.178476,770,19.902356,75.213712,5.75,High,Rainy,3.3,Available,1972,21
640,15674,19.88943,75.28423,6002,19.897979,75.265795,931,19.82334,75.239902,2.26,Medium,Sunny,3.9,Available,1118,17
641,27563,19.889325,75.440718,6193,19.898272,75.437835,841,19.901069,75.509182,1.04,Medium,Cloudy,3.6,Available,1337,15
642,73822,19.799367,75.359426,7229,19.799975,75.381148,721,19.852636,75.398261,2.41,High,Rainy,4.1,Available,1288,18
643,13439,19.822048,75.388417,4928,19.794055,75.37727,791,19.880564,75.424325,3.34,Low,Sunny,3.4,Available,1006,22
644,30927,19.814786,75.320168,2811,19.809586,75.282246,827,19.802964,75.286177,4.25,High,Rainy,3.6,Available,1238,19
645,67803,19.924952,75.320181,7975,19.968108,75.340969,807,19.96462,75.27169,5.32,Low,Cloudy,4.7,Available,1702,22
