Claim_ID,Age,Annual_Income,Policy_Tenure_Years,Claim_Amount,Number_of_Previous_Claims,Days_to_Report,Policy_Premium,Vehicle_Age,Num_Policy_Changes,Hospitalization_Days,Claim_History,Claim_Type,Incident_Type,Policy_Type,Documentation_Complete,Fraud
CLM024762,70,28330,15.0,183263,0,20,48251,18,1,26,Clean,Travel,Damage,Basic,No,0
CLM024763,27,242291,6.7,246633,2,49,27316,12,0,28,Clean,Vehicle,Loss,Standard,Yes,1
CLM024764,37,202292,16.6,57505,0,42,14986,10,1,15,Clean,Life,Accident,Standard,Yes,1
CLM024765,48,72872,1.5,130987,0,4,32954,0,0,28,Clean,Travel,Theft,Standard,Yes,0
CLM024766,38,97164,18.6,161692,0,51,39189,17,0,13,Frequent,Property,Loss,Basic,Yes,1
CLM024767,66,208070,12.4,37401,1,26,37799,5,1,15,Clean,Vehicle,Damage,Premium,Yes,1
CLM024768,20,65859,1.1,118056,1,20,8066,7,3,30,Clean,Vehicle,Loss,Basic,Yes,1
CLM024769,48,94918,5.4,167887,0,47,32124,11,1,21,Minor,Vehicle,Medical,Basic,Yes,0
CLM024770,22,103489,9.0,82247,1,12,13402,0,2,16,Minor,Travel,Loss,Basic,Yes,0
CLM024771,33,187984,15.7,298420,3,57,21658,4,1,6,Clean,Health,Theft,Basic,Yes,1
CLM024772,65,212858,15.3,154973,2,42,857,10,1,1,Minor,Travel,Damage,Basic,Yes,1
CLM024773,70,165469,5.0,102632,2,15,44764,18,0,7,Frequent,Travel,Loss,Standard,Yes,0
CLM024774,65,118054,5.8,249851,0,6,11067,3,0,6,Clean,Travel,Loss,Standard,Yes,1
CLM024775,49,90055,10.7,6845,1,43,13699,16,0,20,Clean,Life,Theft,Basic,No,0
CLM024776,29,53171,0.5,197883,1,9,27509,0,0,24,Clean,Vehicle,Damage,Premium,Yes,1
CLM024777,64,219764,18.3,158951,1,10,10468,12,1,26,Clean,Life,Medical,Standard,Yes,0
CLM024778,38,66106,11.4,75015,0,37,2302,11,1,15,Clean,Health,Accident,Basic,Yes,1
CLM024779,60,163720,8.5,152060,0,15,4398,15,0,23,Clean,Travel,Loss,Basic,Yes,0
CLM024780,43,180428,3.9,50629,1,48,35369,0,1,12,Frequent,Travel,Medical,Basic,No,1
CLM024781,61,91535,8.0,252288,0,14,39141,11,1,10,Minor,Vehicle,Medical,Standard,Yes,1
CLM024782,35,156312,2.9,210227,2,41,3637,14,0,18,Frequent,Vehicle,Theft,Premium,Yes,1
CLM024783,79,233605,8.1,36660,2,46,48319,6,0,15,Clean,Vehicle,Medical,Basic,Yes,0
CLM024784,50,190153,3.8,215593,2,27,33891,2,1,23,Clean,Property,Damage,Premium,Yes,1
CLM024785,32,172481,17.5,37494,2,18,25969,7,1,2,Clean,Life,Loss,Standard,Yes,1
CLM024786,29,99070,13.2,99402,2,45,26358,3,1,11,Minor,Life,Damage,Premium,Yes,1
CLM024787,63,161751,10.1,39751,2,45,7769,10,1,26,Clean,Travel,Damage,Basic,Yes,0
CLM024788,77,51717,19.2,4949,3,18,45477,4,2,18,Clean,Life,Theft,Standard,Yes,0
CLM024789,71,167243,6.7,208469,1,28,46948,2,2,2,Clean,Health,Medical,Standard,No,0
CLM024790,55,216551,1.0,25761,1,21,31509,11,0,10,Clean,Property,Medical,Premium,Yes,0
CLM024791,67,18718,8.0,208881,1,1,39921,15,0,8,Clean,Travel,Accident,Basic,Yes,0
CLM024792,18,248960,1.1,139305,0,33,20278,2,3,25,Clean,Health,Accident,Basic,Yes,1
CLM024793,78,180853,17.8,8515,2,15,45362,5,1,27,Clean,Health,Accident,Standard,Yes,1
CLM024794,31,120655,1.4,85253,0,27,12792,0,1,29,Minor,Property,Accident,Standard,Yes,0
CLM024795,39,139713,18.2,165447,1,41,49251,4,0,24,Frequent,Health,Loss,Premium,Yes,0
CLM024796,67,102960,17.9,126640,1,55,33760,14,0,12,Minor,Vehicle,Damage,Basic,Yes,1
CLM024797,54,154557,9.4,111399,2,7,48887,3,0,14,Clean,Health,Accident,Premium,Yes,1
CLM024798,36,116435,19.0,184223,2,44,18563,8,1,5,Clean,Health,Theft,Basic,Yes,1
CLM024799,73,85070,18.4,35540,1,22,34246,13,1,1,Minor,Travel,Loss,Standard,Yes,0
CLM024800,43,219975,18.5,64658,0,23,47528,6,1,16,Minor,Life,Accident,Standard,No,1
CLM024801,22,153745,19.2,189256,1,28,35810,14,3,12,Clean,Vehicle,Loss,Standard,Yes,0
CLM024802,31,169150,8.0,239528,0,7,8824,12,0,13,Clean,Travel,Theft,Standard,Yes,0
CLM024803,45,191945,5.5,99728,1,30,31302,18,1,19,Clean,Property,Accident,Standard,Yes,0
CLM024804,38,80735,2.5,232164,1,13,2883,0,0,4,Frequent,Property,Medical,Premium,Yes,1
CLM024805,24,104080,1.7,172778,1,36,25011,6,1,5,Frequent,Travel,Loss,Basic,Yes,1
CLM024806,61,48730,14.0,160713,1,34,36587,14,1,22,Clean,Travel,Theft,Premium,Yes,0
CLM024807,27,195299,1.8,42602,0,38,11865,11,0,16,Minor,Property,Medical,Basic,Yes,0
CLM024808,31,157045,1.1,279619,0,31,44802,16,1,17,Minor,Life,Theft,Standard,Yes,0
CLM024809,57,171541,13.4,26429,1,15,33897,5,0,20,Clean,Travel,Theft,Basic,Yes,1
CLM024810,45,139554,6.3,73714,0,45,37911,19,2,25,Clean,Life,Theft,Standard,Yes,0
CLM024811,59,171638,12.8,160904,1,35,26630,15,1,1,Minor,Travel,Accident,Premium,Yes,0
CLM024812,42,234901,1.8,289203,2,26,47615,19,1,4,Clean,Travel,Medical,Standard,Yes,1
CLM024813,25,188857,19.4,137499,1,47,28340,9,1,12,Clean,Travel,Damage,Standard,Yes,1
CLM024814,48,27779,8.7,187840,2,47,12525,13,4,28,Clean,Health,Accident,Standard,Yes,1
CLM024815,26,155355,15.1,184256,0,31,48405,11,4,21,Clean,Life,Damage,Standard,Yes,1
CLM024816,23,246394,0.9,213632,0,20,33169,19,2,28,Frequent,Vehicle,Loss,Premium,Yes,0
CLM024817,57,237556,10.6,274620,3,14,30631,5,0,17,Clean,Property,Accident,Basic,Yes,0
CLM024818,37,231138,16.9,217521,0,46,33969,9,2,3,Clean,Health,Theft,Premium,Yes,0
CLM024819,30,132563,7.4,266373,0,15,32324,0,1,14,Clean,Vehicle,Damage,Premium,Yes,1
CLM024820,39,150082,19.9,225931,3,12,13888,10,0,12,Frequent,Travel,Medical,Basic,Yes,1
CLM024821,59,112504,11.6,45660,0,1,3519,9,0,2,Frequent,Life,Loss,Basic,Yes,0
CLM024822,55,95580,3.5,5427,1,4,34168,17,0,27,Clean,Health,Medical,Basic,Yes,0
CLM024823,43,90356,13.1,120786,0,27,9555,6,1,19,Clean,Travel,Theft,Standard,Yes,1
CLM024824,60,72163,7.7,242037,0,35,49343,14,0,8,Frequent,Property,Damage,Standard,Yes,1
CLM024825,33,108981,9.3,249559,0,0,19951,5,1,25,Minor,Vehicle,Medical,Basic,Yes,0
CLM024826,59,208073,4.0,123906,1,59,15396,1,1,5,Clean,Health,Accident,Standard,Yes,0
CLM024827,62,170583,4.9,228517,1,37,23027,4,4,17,Clean,Property,Theft,Basic,Yes,1
CLM024828,75,132398,10.8,71315,2,7,797,7,0,8,Clean,Life,Damage,Basic,Yes,0
CLM024829,67,103396,15.0,262786,2,5,14113,4,2,10,Minor,Property,Damage,Standard,Yes,0
CLM024830,68,144191,18.4,105378,0,15,19054,15,1,15,Clean,Travel,Accident,Basic,Yes,1
CLM024831,76,232830,5.7,5915,0,27,4319,3,0,14,Clean,Life,Damage,Standard,Yes,0
CLM024832,76,73187,16.3,154803,2,37,4041,12,1,7,Frequent,Property,Theft,Standard,Yes,1
CLM024833,56,121049,4.5,252997,1,27,39095,3,2,14,Minor,Life,Loss,Basic,Yes,1
CLM024834,76,86039,16.4,221975,4,17,836,2,2,8,Clean,Vehicle,Medical,Premium,Yes,0
CLM024835,20,78358,19.3,202433,0,10,8100,5,2,24,Clean,Health,Medical,Standard,No,0
CLM024836,40,27146,17.5,113142,0,58,20570,3,0,28,Minor,Travel,Loss,Standard,Yes,1
CLM024837,38,44168,11.4,158659,0,54,34124,4,1,26,Clean,Property,Theft,Standard,No,1
CLM024838,48,238401,6.2,180750,1,5,35981,11,0,29,Clean,Vehicle,Damage,Basic,Yes,1
CLM024839,23,142087,16.1,266739,0,58,37409,6,1,4,Frequent,Property,Accident,Standard,Yes,1
CLM024840,79,243551,0.3,70526,2,26,15497,15,2,26,Clean,Property,Damage,Standard,Yes,1
CLM024841,75,60190,12.3,123763,1,30,27432,18,0,1,Clean,Property,Accident,Basic,No,0
CLM024842,65,58793,13.8,72015,2,46,3572,5,0,9,Minor,Property,Accident,Standard,Yes,1
CLM024843,61,82684,0.7,79262,1,27,10166,8,1,24,Minor,Life,Theft,Standard,Yes,0
CLM024844,67,231375,9.3,27981,1,11,42292,18,2,13,Clean,Life,Damage,Standard,Yes,0
CLM024845,39,219779,11.1,83656,0,25,26895,17,1,18,Clean,Health,Medical,Premium,Yes,1
CLM024846,53,177443,9.2,222409,1,43,24512,15,2,23,Frequent,Property,Medical,Premium,Yes,1
CLM024847,49,212392,19.4,219730,1,30,10698,9,1,30,Minor,Property,Loss,Standard,Yes,1
CLM024848,50,188953,19.4,141683,1,7,44527,15,0,19,Clean,Travel,Medical,Basic,Yes,0
CLM024849,55,60065,18.9,176026,3,11,25013,7,0,2,Clean,Health,Accident,Basic,Yes,1
CLM024850,79,58701,8.7,230070,1,12,29964,0,0,10,Clean,Vehicle,Accident,Standard,No,0
CLM024851,53,227359,15.5,59891,1,41,33561,4,1,19,Minor,Vehicle,Damage,Standard,Yes,0
CLM024852,69,70637,2.3,39109,1,25,32344,10,3,5,Minor,Property,Accident,Standard,Yes,0
CLM024853,34,81272,13.4,278323,3,2,12165,8,1,5,Frequent,Health,Theft,Basic,Yes,1
CLM024854,44,161574,2.3,160873,1,1,45421,11,2,7,Minor,Health,Loss,Basic,Yes,0
CLM024855,22,202220,9.4,272549,2,18,33415,8,0,9,Clean,Health,Damage,Basic,No,1
CLM024856,61,200244,4.8,189997,1,29,39125,12,2,8,Frequent,Property,Medical,Basic,Yes,1
CLM024857,34,107248,16.3,259191,2,2,20981,10,1,13,Minor,Property,Theft,Premium,Yes,1
CLM024858,44,241417,7.5,127110,0,12,29283,10,2,20,Clean,Travel,Theft,Premium,Yes,0
CLM024859,75,196977,11.1,10707,4,24,19190,11,1,16,Clean,Property,Accident,Basic,Yes,0
CLM024860,55,163296,7.5,34624,0,20,12894,16,2,13,Frequent,Travel,Theft,Standard,Yes,0
CLM024861,41,70319,18.3,226838,0,5,42008,18,2,17,Frequent,Life,Theft,Basic,No,1
CLM024862,19,19426,19.3,132316,2,31,8188,9,4,21,Minor,Vehicle,Theft,Premium,No,1
CLM024863,49,179997,14.0,225365,2,22,8299,11,3,13,Minor,Travel,Medical,Standard,No,1
CLM024864,71,33767,3.4,203042,0,59,20004,0,0,7,Clean,Vehicle,Theft,Standard,Yes,1
CLM024865,66,83036,15.8,129309,4,1,20686,5,0,8,Minor,Health,Loss,Premium,Yes,0
CLM024866,33,24979,0.5,16300,3,52,27280,2,2,24,Minor,Life,Damage,Basic,Yes,0
CLM024867,48,204632,17.9,68918,3,7,14887,17,2,28,Clean,Travel,Theft,Standard,No,0
CLM024868,45,175227,13.8,268734,3,6,6642,4,1,0,Clean,Health,Theft,Basic,Yes,0
CLM024869,47,165052,3.6,3818,2,6,29944,7,0,21,Clean,Travel,Loss,Standard,Yes,0
CLM024870,38,66583,6.2,45095,1,49,40052,10,1,14,Clean,Property,Loss,Basic,Yes,0
CLM024871,37,138565,12.8,124332,0,18,49880,13,1,4,Clean,Vehicle,Accident,Standard,Yes,0
CLM024872,39,186927,8.7,191062,0,43,23370,10,0,19,Frequent,Health,Theft,Basic,Yes,1
CLM024873,72,54586,8.5,186943,0,41,44515,3,0,22,Clean,Health,Medical,Standard,Yes,1
CLM024874,59,58831,10.6,273928,3,14,40547,10,0,8,Clean,Property,Theft,Premium,Yes,1
CLM024875,50,100687,14.0,8438,3,31,13892,10,2,17,Clean,Vehicle,Accident,Premium,Yes,0
CLM024876,57,197804,16.8,181769,0,45,48703,18,0,16,Minor,Health,Medical,Premium,No,1
CLM024877,66,167702,13.5,260274,0,48,24323,15,2,24,Minor,Property,Damage,Standard,Yes,1
CLM024878,42,229626,5.9,168379,3,35,6685,19,2,16,Minor,Travel,Loss,Standard,Yes,1
CLM024879,69,116224,8.0,195420,0,17,42034,17,0,0,Frequent,Property,Theft,Standard,Yes,0
CLM024880,58,235666,19.4,290695,1,13,20979,4,0,1,Frequent,Health,Accident,Standard,No,1
CLM024881,51,31761,19.7,72335,0,41,48503,18,1,5,Clean,Health,Theft,Basic,Yes,0
CLM024882,56,172878,11.8,13760,1,47,31177,3,2,22,Clean,Life,Loss,Standard,No,1
CLM024883,28,147656,7.6,209901,0,16,35939,0,0,26,Clean,Health,Loss,Basic,Yes,1
CLM024884,48,15957,4.8,195342,0,25,40616,5,2,11,Clean,Health,Accident,Standard,Yes,1
CLM024885,64,97265,10.1,28670,0,24,24893,11,1,6,Clean,Travel,Accident,Basic,Yes,1
CLM024886,49,80740,11.6,161603,0,3,48905,12,1,20,Clean,Vehicle,Accident,Standard,Yes,1
CLM024887,66,196996,2.1,298533,2,9,21304,6,0,25,Minor,Life,Medical,Premium,No,1
CLM024888,71,68058,7.9,207926,2,55,7903,7,2,18,Minor,Vehicle,Damage,Basic,No,1
CLM024889,31,247445,3.0,295630,0,23,651,18,1,16,Clean,Property,Loss,Premium,Yes,0
CLM024890,23,95264,0.6,2791,1,59,10811,15,1,0,Frequent,Vehicle,Theft,Standard,Yes,1
CLM024891,79,119372,16.6,272685,1,30,49084,8,1,16,Clean,Travel,Damage,Premium,Yes,0
CLM024892,77,198234,7.0,297456,1,57,12736,9,1,4,Frequent,Travel,Damage,Basic,Yes,1
CLM024893,41,221060,11.1,174156,2,47,35030,10,0,14,Clean,Vehicle,Loss,Premium,Yes,1
CLM024894,19,68455,11.4,43064,0,56,45215,11,0,16,Clean,Life,Accident,Basic,Yes,0
CLM024895,24,87906,4.3,83560,1,0,4126,2,0,1,Clean,Life,Accident,Basic,Yes,0
CLM024896,76,51294,2.7,278120,0,10,2759,15,0,25,Clean,Life,Loss,Standard,Yes,0
CLM024897,53,131182,1.0,257902,1,0,25031,2,1,0,Frequent,Property,Damage,Premium,No,1
CLM024898,45,229124,1.6,88322,1,60,48689,8,0,11,Clean,Property,Damage,Basic,Yes,1
CLM024899,27,85075,8.8,179696,1,25,23219,15,0,2,Minor,Life,Loss,Standard,No,1
CLM024900,27,47858,14.7,25541,2,29,8232,2,2,5,Clean,Travel,Accident,Premium,Yes,0
CLM024901,64,189418,16.1,74558,1,60,43536,6,1,21,Clean,Travel,Accident,Premium,Yes,1
CLM024902,25,113042,17.2,216207,1,46,38685,16,1,23,Minor,Property,Medical,Standard,Yes,1
CLM024903,28,41264,18.7,126525,2,24,10686,3,1,22,Clean,Travel,Accident,Premium,Yes,1
CLM024904,61,84179,8.3,166850,3,33,22457,8,2,30,Clean,Life,Loss,Standard,Yes,1
CLM024905,51,93724,7.2,177240,2,51,11966,13,1,2,Clean,Vehicle,Theft,Basic,Yes,1
CLM024906,38,77238,8.5,203116,0,29,31064,3,0,25,Minor,Health,Theft,Basic,Yes,1
CLM024907,75,135748,0.9,269771,3,52,16124,11,1,8,Clean,Property,Damage,Standard,Yes,1
CLM024908,53,197168,14.1,257266,4,2,34487,5,2,0,Clean,Travel,Damage,Standard,Yes,1
CLM024909,42,143046,7.5,253219,2,26,35247,13,0,16,Minor,Vehicle,Theft,Basic,Yes,1
CLM024910,36,76768,14.3,26386,3,59,24018,11,2,6,Minor,Travel,Loss,Standard,No,1
CLM024911,35,163615,14.6,83187,2,55,34784,7,0,6,Frequent,Life,Medical,Standard,Yes,1
CLM024912,68,118748,14.8,176504,0,8,49171,13,0,0,Clean,Vehicle,Medical,Standard,No,0
CLM024913,51,196015,17.6,226136,0,23,9770,5,1,6,Frequent,Life,Medical,Standard,No,0
CLM024914,66,92011,7.1,90492,1,12,44350,15,1,17,Clean,Travel,Loss,Basic,Yes,1
CLM024915,39,139326,15.6,9038,1,25,43026,3,0,2,Frequent,Vehicle,Damage,Standard,Yes,1
CLM024916,50,174911,9.7,56781,1,55,47105,18,1,6,Minor,Travel,Theft,Standard,Yes,0
CLM024917,24,54600,6.9,197376,0,14,49809,10,1,4,Clean,Vehicle,Theft,Standard,Yes,1
CLM024918,44,98410,4.4,61922,1,54,16185,19,2,3,Clean,Health,Theft,Standard,Yes,0
CLM024919,70,46934,15.1,178433,2,49,11148,14,1,13,Clean,Health,Accident,Premium,Yes,1
CLM024920,23,69453,15.8,199857,2,39,43194,2,0,18,Clean,Life,Damage,Standard,Yes,1
CLM024921,66,228488,8.6,149451,0,2,10164,1,1,25,Frequent,Vehicle,Medical,Standard,No,1
CLM024922,50,188948,1.4,151815,0,49,15873,0,1,23,Frequent,Health,Medical,Premium,Yes,1
CLM024923,52,51359,15.3,31456,1,9,19613,4,1,15,Clean,Vehicle,Damage,Premium,Yes,0
CLM024924,27,149853,3.1,250789,2,23,41466,19,0,1,Clean,Life,Medical,Basic,Yes,0
CLM024925,64,24530,1.0,203807,2,29,15101,6,2,28,Minor,Property,Accident,Standard,Yes,1
CLM024926,31,50594,4.1,104855,3,26,8682,11,1,9,Frequent,Property,Accident,Basic,Yes,1
CLM024927,46,147813,17.0,100103,2,51,44845,5,0,0,Minor,Travel,Theft,Standard,Yes,1
CLM024928,78,207333,13.7,25373,0,10,18382,6,0,18,Frequent,Life,Damage,Basic,Yes,0
CLM024929,36,85124,14.7,248671,0,42,1878,8,0,23,Clean,Life,Theft,Standard,Yes,1
CLM024930,36,74940,4.2,163601,1,28,48921,5,2,5,Clean,Property,Damage,Standard,No,1
CLM024931,59,129933,19.9,3544,1,0,14533,5,2,27,Clean,Health,Medical,Basic,No,0
CLM024932,48,171271,7.3,106288,1,56,41111,2,0,1,Clean,Vehicle,Loss,Standard,Yes,1
CLM024933,38,236508,9.8,91608,1,56,6906,16,2,27,Minor,Life,Accident,Basic,Yes,1
CLM024934,40,117378,15.7,235269,1,29,12930,17,0,2,Clean,Travel,Theft,Basic,Yes,1
CLM024935,49,118325,2.2,105503,1,8,38319,19,2,1,Clean,Vehicle,Accident,Basic,Yes,0
CLM024936,42,176596,4.5,56288,0,39,25093,19,0,10,Minor,Property,Medical,Premium,No,0
CLM024937,69,191994,14.2,188723,4,43,12788,2,2,5,Frequent,Vehicle,Accident,Basic,Yes,1
CLM024938,48,149470,16.3,156054,2,30,2929,13,0,19,Clean,Property,Damage,Basic,No,1
CLM024939,35,106447,11.7,127972,1,3,12904,12,1,2,Clean,Life,Damage,Standard,No,0
CLM024940,60,187904,11.2,117713,3,43,46761,8,0,3,Minor,Travel,Loss,Basic,Yes,1
CLM024941,68,28450,13.0,48295,2,8,9184,18,1,15,Clean,Travel,Damage,Standard,Yes,0
CLM024942,47,61795,8.9,237777,1,49,2546,0,2,19,Clean,Property,Theft,Standard,Yes,1
CLM024943,27,212901,6.7,156401,0,17,34460,2,1,20,Frequent,Property,Damage,Basic,Yes,1
CLM024944,48,204588,17.3,120829,2,29,11284,5,1,24,Minor,Travel,Theft,Basic,Yes,0
CLM024945,45,198260,5.8,4231,0,47,17056,6,3,24,Clean,Property,Damage,Standard,Yes,1
CLM024946,40,166332,18.6,110686,0,55,49178,1,1,17,Minor,Travel,Accident,Premium,Yes,0
CLM024947,46,69830,8.4,148466,0,49,41056,17,1,1,Clean,Vehicle,Theft,Basic,No,1
CLM024948,48,43504,0.3,89305,0,24,21609,6,1,15,Minor,Life,Medical,Standard,No,1
CLM024949,50,153278,5.7,26292,2,33,16111,5,0,9,Frequent,Life,Theft,Standard,Yes,1
CLM024950,72,134200,3.3,189528,1,14,25988,2,4,0,Minor,Life,Theft,Standard,Yes,0
CLM024951,75,182406,1.0,209597,0,29,4576,4,0,3,Clean,Life,Damage,Basic,Yes,0
CLM024952,24,39611,19.5,142280,0,5,38824,0,0,6,Clean,Travel,Medical,Basic,Yes,0
CLM024953,26,221811,14.9,142736,1,12,27580,19,0,11,Clean,Life,Damage,Premium,Yes,1
CLM024954,25,105102,1.3,14156,0,31,35851,1,2,27,Clean,Vehicle,Loss,Premium,Yes,0
CLM024955,48,191094,12.5,125144,1,24,26186,9,0,12,Clean,Travel,Damage,Basic,Yes,1
CLM024956,26,65343,13.1,123163,1,31,27142,2,2,12,Clean,Life,Theft,Basic,No,1
CLM024957,49,178017,1.6,262751,1,26,15437,18,4,0,Frequent,Vehicle,Theft,Basic,Yes,1
CLM024958,34,208408,3.3,157977,1,11,33842,0,0,28,Clean,Life,Accident,Basic,Yes,0
CLM024959,45,132960,1.4,62838,2,23,36832,8,1,10,Frequent,Health,Theft,Standard,No,0
CLM024960,30,108202,4.7,34005,2,26,3438,2,1,22,Clean,Property,Accident,Premium,Yes,0
CLM024961,28,77497,12.2,18001,0,58,35614,19,1,10,Clean,Life,Accident,Basic,Yes,1
CLM024962,49,245290,17.7,38129,2,9,48709,10,0,17,Minor,Life,Medical,Basic,Yes,0
CLM024963,29,106102,5.9,289935,0,21,10856,14,0,2,Frequent,Health,Damage,Standard,Yes,0
CLM024964,23,234955,15.3,129141,2,6,40202,14,0,28,Minor,Life,Accident,Standard,Yes,0
CLM024965,57,112031,19.7,187881,0,3,20207,13,2,3,Minor,Life,Damage,Premium,Yes,1
CLM024966,41,51295,10.3,168129,2,28,39906,2,0,18,Clean,Property,Damage,Premium,Yes,0
CLM024967,44,132143,10.9,195699,1,44,24846,1,0,15,Clean,Property,Accident,Standard,Yes,0
CLM024968,21,113779,4.6,186204,0,50,17187,4,1,15,Minor,Health,Theft,Basic,Yes,1
CLM024969,78,152966,0.8,102136,2,11,21425,1,1,21,Minor,Health,Theft,Basic,No,0
CLM024970,20,82062,19.5,51652,2,55,12170,2,1,23,Minor,Vehicle,Accident,Standard,Yes,1
CLM024971,31,86434,15.2,2823,1,29,24374,2,0,30,Clean,Vehicle,Medical,Premium,Yes,0
CLM024972,52,138564,19.4,262690,1,18,46305,16,1,26,Minor,Property,Loss,Premium,Yes,1
CLM024973,68,76823,5.4,6341,1,39,26575,6,1,15,Minor,Health,Medical,Basic,No,0
CLM024974,30,205476,16.8,1396,0,12,24323,6,2,20,Clean,Vehicle,Loss,Basic,No,1
CLM024975,63,238299,3.4,190221,1,18,38854,5,0,18,Clean,Vehicle,Medical,Basic,No,0
CLM024976,22,232748,8.8,80754,0,14,12974,2,0,6,Minor,Life,Medical,Basic,Yes,0
CLM024977,31,174128,15.1,115121,3,60,27082,6,2,2,Clean,Vehicle,Theft,Basic,Yes,0
CLM024978,74,238930,17.1,71918,0,39,33403,13,1,17,Clean,Life,Medical,Basic,Yes,0
CLM024979,60,92161,4.2,117556,0,49,33399,8,1,1,Clean,Property,Loss,Premium,Yes,1
CLM024980,61,182080,3.5,142214,3,36,8152,14,0,26,Clean,Vehicle,Accident,Premium,Yes,1
CLM024981,23,130873,1.4,94149,0,10,25292,8,0,8,Clean,Life,Damage,Premium,No,0
CLM024982,59,97644,9.1,130741,5,29,28282,10,1,22,Clean,Travel,Medical,Basic,Yes,1
CLM024983,55,213584,1.7,266577,2,5,15262,13,1,9,Clean,Property,Medical,Basic,Yes,1
CLM024984,43,143110,17.0,13588,1,60,26935,9,2,3,Minor,Health,Medical,Standard,No,1
CLM024985,26,236657,6.3,204647,0,28,28199,4,0,20,Minor,Property,Loss,Standard,Yes,1
CLM024986,74,88696,15.1,76557,0,1,24876,14,2,22,Clean,Health,Damage,Basic,Yes,0
CLM024987,41,142652,18.5,42759,3,51,14086,5,0,28,Minor,Travel,Loss,Basic,Yes,1
CLM024988,79,118802,11.7,147264,0,55,13296,16,0,24,Clean,Travel,Loss,Standard,Yes,1
CLM024989,26,157958,3.4,284640,1,50,11125,16,0,6,Minor,Travel,Theft,Standard,Yes,1
CLM024990,22,31208,11.7,195619,2,56,33605,10,0,18,Clean,Life,Medical,Standard,Yes,0
CLM024991,29,199923,14.8,256907,2,57,6559,0,2,11,Clean,Travel,Accident,Standard,Yes,1
CLM024992,35,229334,18.4,213759,0,18,28658,11,2,4,Frequent,Health,Damage,Standard,Yes,1
CLM024993,19,131113,5.4,275501,0,49,27018,2,1,5,Clean,Vehicle,Medical,Basic,Yes,1
CLM024994,27,121991,12.9,296768,3,33,6980,14,0,30,Frequent,Property,Loss,Standard,No,1
CLM024995,22,233048,18.9,240675,2,1,42928,18,1,10,Clean,Vehicle,Loss,Basic,No,1
CLM024996,25,197254,8.4,218894,1,47,39333,13,1,18,Minor,Property,Accident,Standard,Yes,1
CLM024997,58,205558,15.5,129393,0,12,16527,5,0,16,Minor,Property,Theft,Standard,Yes,0
CLM024998,24,58260,11.1,261873,0,41,46458,14,3,26,Clean,Health,Loss,Basic,Yes,1
CLM024999,20,217731,0.9,91020,3,23,44306,14,1,23,Minor,Property,Theft,Basic,Yes,1
CLM025000,23,66324,2.1,269230,0,56,37903,18,0,15,Clean,Health,Theft,Premium,Yes,1
CLM025001,50,201780,17.5,178184,4,58,32195,12,0,24,Clean,Property,Loss,Basic,Yes,1
CLM025002,37,213456,15.2,45156,3,47,42047,5,0,6,Clean,Health,Medical,Basic,Yes,0
CLM025003,24,93505,11.8,178342,2,44,37757,3,1,19,Minor,Travel,Theft,Basic,Yes,1
CLM025004,36,59398,18.0,4373,1,37,37270,19,1,3,Frequent,Travel,Loss,Basic,Yes,0
CLM025005,58,231639,19.8,278926,1,18,4199,15,1,0,Minor,Vehicle,Theft,Premium,No,1
CLM025006,30,123434,8.6,119501,0,4,24550,19,1,14,Minor,Vehicle,Medical,Premium,Yes,0
CLM025007,40,141771,18.9,158809,2,11,7962,11,0,26,Clean,Vehicle,Medical,Basic,No,1
CLM025008,69,128357,9.9,82805,1,17,31625,4,1,17,Clean,Health,Medical,Basic,Yes,0
CLM025009,63,50003,1.4,116220,3,9,27358,8,1,17,Frequent,Health,Damage,Premium,No,1
CLM025010,23,126665,0.8,213690,1,54,46678,8,2,7,Clean,Life,Loss,Basic,No,1
CLM025011,60,203887,2.3,267473,2,0,3422,19,1,2,Minor,Life,Damage,Standard,Yes,1
CLM025012,31,219869,5.7,288844,1,39,32618,12,1,13,Clean,Vehicle,Theft,Basic,Yes,1
CLM025013,55,72683,1.3,292443,0,43,46914,13,1,22,Clean,Property,Medical,Basic,Yes,1
CLM025014,21,192320,16.5,278830,1,21,8391,16,3,18,Clean,Property,Medical,Premium,Yes,1
CLM025015,66,189961,11.4,56571,1,25,11829,19,1,11,Minor,Health,Loss,Basic,Yes,0
CLM025016,46,183399,15.9,271865,3,38,12465,17,1,17,Frequent,Travel,Loss,Premium,Yes,1
CLM025017,68,157904,3.6,24939,0,39,21351,15,0,20,Clean,Property,Theft,Standard,Yes,1
CLM025018,77,112204,13.4,86083,0,57,24806,7,3,0,Clean,Life,Medical,Standard,Yes,1
CLM025019,63,98429,19.2,150328,0,24,25392,12,0,3,Clean,Travel,Theft,Premium,Yes,0
CLM025020,74,91344,10.5,61564,2,59,44705,14,0,25,Clean,Travel,Medical,Basic,Yes,0
CLM025021,57,147035,1.6,269471,1,12,35018,17,2,6,Clean,Health,Loss,Standard,Yes,1
CLM025022,27,196594,3.3,219903,1,58,13618,8,1,24,Minor,Travel,Accident,Basic,Yes,1
CLM025023,25,66521,19.9,114388,2,50,31902,3,2,5,Clean,Vehicle,Accident,Basic,Yes,1
CLM025024,20,73657,7.6,95090,1,44,30544,2,0,18,Clean,Property,Medical,Standard,Yes,0
