HospitalID,HospitalName,City,HospitalType,DistanceKM,Rating,AvailableBeds,EmergencyAvailable,ConsultationFee
787,Hospital_787,Thane,Children,7.17,4.2,31,No,986
788,Hospital_788,Nagpur,Multi-Speciality,2.52,4.1,31,No,1598
789,Hospital_789,Thane,Children,23.67,4.5,184,No,1042
790,Hospital_790,Kolhapur,Children,5.78,2.7,436,No,458
791,Hospital_791,Nagpur,Emergency,22.29,2.7,19,No,1688
792,Hospital_792,Thane,General,14.94,4.7,306,Yes,938
793,Hospital_793,Thane,Orthopedic,4.27,4.5,225,Yes,1629
794,Hospital_794,Thane,Children,23.12,3.1,161,No,853
795,Hospital_795,Nashik,Children,19.98,4.9,259,Yes,942
796,Hospital_796,Mumbai,Multi-Speciality,12.6,4.2,83,No,1655
797,Hospital_797,Pune,Orthopedic,21.69,3.4,81,No,1906
798,Hospital_798,Thane,Children,13.5,3.7,353,Yes,459
799,Hospital_799,Aurangabad,Orthopedic,5.5,4.4,27,Yes,249
800,Hospital_800,Thane,Orthopedic,5.28,3.9,98,No,1885
801,Hospital_801,Thane,Orthopedic,17.94,3.1,257,No,1633
802,Hospital_802,Aurangabad,Multi-Speciality,19.59,4.5,391,No,515
803,Hospital_803,Thane,General,22.18,3.1,278,No,229
804,Hospital_804,Mumbai,General,24.04,4.8,193,No,377
805,Hospital_805,Thane,Emergency,4.52,4.2,35,No,408
806,Hospital_806,Kolhapur,Multi-Speciality,12.99,2.7,390,Yes,1230
807,Hospital_807,Nagpur,General,17.96,4.4,9,Yes,1905
808,Hospital_808,Pune,Emergency,21.7,4.2,143,Yes,536
809,Hospital_809,Nashik,Children,3.35,4.0,214,No,1126
810,Hospital_810,Nashik,Multi-Speciality,23.05,4.0,154,No,1055
811,Hospital_811,Mumbai,Cardiac,22.57,4.1,421,Yes,1340
812,Hospital_812,Nashik,Multi-Speciality,12.22,2.9,470,Yes,505
813,Hospital_813,Pune,Children,3.71,3.0,262,No,1107
814,Hospital_814,Thane,Emergency,24.47,4.2,105,No,790
815,Hospital_815,Mumbai,Cardiac,4.45,2.9,60,Yes,1495
816,Hospital_816,Mumbai,Children,23.48,4.3,157,No,209
817,Hospital_817,Nashik,Emergency,13.9,3.2,35,Yes,642
818,Hospital_818,Aurangabad,Children,4.54,4.5,360,Yes,957
819,Hospital_819,Nashik,Multi-Speciality,6.17,4.4,214,No,1159
820,Hospital_820,Mumbai,General,13.36,3.6,231,Yes,1633
821,Hospital_821,Pune,Multi-Speciality,13.95,4.5,58,No,1545
822,Hospital_822,Aurangabad,Orthopedic,15.42,4.7,464,Yes,1752
823,Hospital_823,Nagpur,General,19.36,4.8,39,Yes,1823
824,Hospital_824,Pune,Orthopedic,4.44,4.6,193,Yes,1987
825,Hospital_825,Nagpur,Cardiac,3.94,4.7,367,No,1605
826,Hospital_826,Nashik,Multi-Speciality,17.0,4.6,462,No,1900
827,Hospital_827,Pune,Children,16.48,2.9,98,No,431
828,Hospital_828,Nashik,Emergency,20.41,3.0,221,Yes,351
829,Hospital_829,Thane,Cardiac,10.2,4.6,48,No,1590
830,Hospital_830,Nagpur,Emergency,1.14,3.1,194,No,593
831,Hospital_831,Kolhapur,Emergency,24.11,3.1,269,No,814
832,Hospital_832,Nashik,Orthopedic,7.39,3.5,453,Yes,1579
833,Hospital_833,Nashik,Multi-Speciality,19.61,3.9,286,Yes,1249
834,Hospital_834,Kolhapur,Emergency,9.62,4.1,72,No,701
835,Hospital_835,Nagpur,Cardiac,7.77,3.1,248,Yes,1594
836,Hospital_836,Kolhapur,Cardiac,19.45,4.7,41,Yes,506
837,Hospital_837,Thane,Multi-Speciality,10.81,4.1,449,Yes,674
838,Hospital_838,Nashik,Multi-Speciality,7.77,3.0,324,Yes,699
839,Hospital_839,Mumbai,Emergency,1.98,3.3,223,Yes,1788
840,Hospital_840,Thane,Cardiac,20.48,2.5,174,No,1148
841,Hospital_841,Mumbai,General,14.74,4.1,331,Yes,1298
842,Hospital_842,Kolhapur,General,1.55,2.8,206,No,767
843,Hospital_843,Thane,Cardiac,9.62,2.7,332,Yes,1895
844,Hospital_844,Aurangabad,General,2.04,2.9,461,Yes,323
845,Hospital_845,Kolhapur,Emergency,5.09,2.6,69,Yes,935
846,Hospital_846,Pune,Cardiac,12.55,4.3,461,No,498
847,Hospital_847,Kolhapur,General,11.73,2.9,211,Yes,232
848,Hospital_848,Aurangabad,Orthopedic,1.94,3.9,470,No,1785
849,Hospital_849,Pune,General,23.14,3.9,416,Yes,654
850,Hospital_850,Nashik,Emergency,1.96,4.1,220,No,349
851,Hospital_851,Aurangabad,General,20.82,3.8,66,Yes,1991
852,Hospital_852,Mumbai,Emergency,14.97,4.1,496,Yes,1726
853,Hospital_853,Thane,General,22.89,4.8,34,Yes,1824
854,Hospital_854,Pune,General,2.08,4.1,383,Yes,686
855,Hospital_855,Kolhapur,Cardiac,4.86,3.7,371,Yes,1311
856,Hospital_856,Thane,Children,5.77,4.3,182,Yes,893
857,Hospital_857,Pune,Cardiac,8.85,3.9,168,Yes,950
858,Hospital_858,Thane,Cardiac,3.0,4.8,475,No,918
859,Hospital_859,Pune,General,5.97,3.0,151,No,1898
860,Hospital_860,Pune,Multi-Speciality,3.03,3.4,88,No,809
861,Hospital_861,Nashik,Orthopedic,19.88,3.9,402,Yes,1445
862,Hospital_862,Nashik,Emergency,6.44,3.8,171,No,589
863,Hospital_863,Nashik,Emergency,21.41,4.5,164,No,1377
864,Hospital_864,Thane,Emergency,14.72,2.6,412,Yes,664
865,Hospital_865,Pune,Multi-Speciality,24.76,4.9,394,Yes,1405
866,Hospital_866,Pune,Children,9.74,2.9,131,Yes,928
867,Hospital_867,Kolhapur,Emergency,7.23,4.7,452,No,641
868,Hospital_868,Aurangabad,Children,11.67,2.5,420,No,682
869,Hospital_869,Kolhapur,General,18.35,3.7,432,Yes,1532
870,Hospital_870,Kolhapur,General,12.27,3.6,244,Yes,866
871,Hospital_871,Nashik,General,8.78,3.1,322,No,983
872,Hospital_872,Nashik,General,14.2,4.1,308,Yes,1568
873,Hospital_873,Nagpur,Children,23.51,4.3,494,Yes,1027
874,Hospital_874,Nashik,Orthopedic,5.24,4.7,286,Yes,1142
875,Hospital_875,Mumbai,Orthopedic,4.46,4.5,232,Yes,843
876,Hospital_876,Nashik,Multi-Speciality,22.02,4.0,186,Yes,1842
877,Hospital_877,Pune,Children,10.48,4.4,305,No,801
878,Hospital_878,Aurangabad,General,19.63,2.8,361,No,1379
879,Hospital_879,Aurangabad,Cardiac,15.39,2.7,179,Yes,1622
880,Hospital_880,Mumbai,General,22.5,4.0,322,No,971
881,Hospital_881,Aurangabad,Emergency,0.76,4.8,84,Yes,1008
882,Hospital_882,Aurangabad,Emergency,5.13,4.9,269,Yes,813
883,Hospital_883,Nashik,General,1.93,3.8,244,Yes,1323
884,Hospital_884,Kolhapur,Emergency,10.83,3.5,267,No,464
885,Hospital_885,Mumbai,Orthopedic,22.34,3.4,378,Yes,1395
886,Hospital_886,Kolhapur,General,12.82,4.9,113,Yes,790
887,Hospital_887,Aurangabad,General,15.98,3.8,204,Yes,487
888,Hospital_888,Pune,Orthopedic,8.09,2.7,68,Yes,935
889,Hospital_889,Thane,Emergency,23.38,4.4,212,No,769
890,Hospital_890,Mumbai,Orthopedic,6.71,4.8,380,Yes,1587
891,Hospital_891,Nagpur,General,9.31,3.9,272,Yes,1436
892,Hospital_892,Pune,Multi-Speciality,6.92,2.6,129,No,787
893,Hospital_893,Mumbai,Cardiac,13.39,2.8,411,No,567
894,Hospital_894,Mumbai,Multi-Speciality,24.06,3.6,387,No,1266
895,Hospital_895,Pune,Emergency,2.36,3.3,64,No,1772
896,Hospital_896,Nashik,Orthopedic,16.49,3.0,488,No,1895
897,Hospital_897,Aurangabad,Emergency,20.55,4.1,73,No,832
898,Hospital_898,Mumbai,Multi-Speciality,20.76,3.5,47,No,1393
899,Hospital_899,Thane,Emergency,13.42,4.9,468,Yes,1227
900,Hospital_900,Kolhapur,Cardiac,16.85,4.2,383,No,396
901,Hospital_901,Thane,Children,7.75,3.9,311,No,454
902,Hospital_902,Thane,Emergency,6.67,4.5,434,No,204
903,Hospital_903,Pune,Orthopedic,17.92,4.1,137,No,1866
904,Hospital_904,Nagpur,Orthopedic,19.27,5.0,283,No,1802
905,Hospital_905,Nagpur,Orthopedic,18.5,3.9,30,Yes,1856
906,Hospital_906,Thane,General,6.41,4.6,494,Yes,1507
907,Hospital_907,Thane,Multi-Speciality,12.4,4.0,144,Yes,543
908,Hospital_908,Thane,Multi-Speciality,24.34,3.7,417,No,984
909,Hospital_909,Nagpur,Cardiac,7.06,2.5,245,Yes,1881
910,Hospital_910,Aurangabad,Children,21.09,2.6,166,Yes,1265
911,Hospital_911,Kolhapur,General,4.65,2.9,298,Yes,1241
912,Hospital_912,Nashik,Children,18.53,3.6,74,Yes,1589
913,Hospital_913,Aurangabad,Emergency,6.08,4.7,96,Yes,1785
914,Hospital_914,Nagpur,General,23.1,3.7,343,No,296
915,Hospital_915,Mumbai,Orthopedic,9.87,4.5,439,Yes,1906
916,Hospital_916,Pune,Orthopedic,12.91,5.0,479,No,1677
917,Hospital_917,Thane,Cardiac,9.15,3.9,341,Yes,1294
918,Hospital_918,Aurangabad,Emergency,19.97,3.0,200,Yes,370
919,Hospital_919,Nashik,General,0.97,2.9,339,No,1657
920,Hospital_920,Pune,Orthopedic,19.88,3.7,396,No,728
921,Hospital_921,Nashik,Orthopedic,2.52,3.6,197,Yes,1448
922,Hospital_922,Pune,Emergency,5.19,4.9,119,No,225
923,Hospital_923,Thane,General,5.4,3.7,440,Yes,872
924,Hospital_924,Thane,Children,9.71,3.3,29,Yes,632
925,Hospital_925,Pune,Cardiac,6.15,3.3,439,No,1480
926,Hospital_926,Kolhapur,Multi-Speciality,7.03,4.5,61,Yes,1864
927,Hospital_927,Aurangabad,Cardiac,5.17,3.9,352,No,582
928,Hospital_928,Kolhapur,Orthopedic,16.65,4.2,27,No,503
929,Hospital_929,Mumbai,Emergency,21.26,4.1,98,No,1021
930,Hospital_930,Nagpur,Multi-Speciality,4.64,3.5,485,No,1577
931,Hospital_931,Pune,Children,14.71,4.1,306,Yes,1850
932,Hospital_932,Nagpur,Cardiac,16.73,4.5,469,Yes,1054
933,Hospital_933,Mumbai,General,13.25,4.1,182,No,350
934,Hospital_934,Nashik,General,6.69,3.3,452,Yes,845
935,Hospital_935,Pune,Cardiac,16.64,3.8,11,No,1883
936,Hospital_936,Aurangabad,Children,17.66,4.7,348,No,1328
937,Hospital_937,Mumbai,Emergency,20.02,3.5,73,No,449
938,Hospital_938,Nashik,Orthopedic,16.62,4.0,7,No,491
939,Hospital_939,Pune,Emergency,3.3,2.7,44,Yes,1690
940,Hospital_940,Thane,Emergency,19.09,4.7,180,No,1413
941,Hospital_941,Nagpur,Orthopedic,15.94,3.3,366,Yes,1756
942,Hospital_942,Mumbai,Children,22.55,4.9,210,Yes,638
943,Hospital_943,Mumbai,Children,21.05,3.4,77,Yes,1760
944,Hospital_944,Thane,General,3.35,3.3,416,No,527
945,Hospital_945,Nagpur,Cardiac,5.24,4.9,344,Yes,1131
946,Hospital_946,Nagpur,Cardiac,23.56,2.5,25,No,1154
947,Hospital_947,Nashik,Cardiac,9.71,3.9,401,No,1805
948,Hospital_948,Pune,Emergency,3.49,3.9,375,Yes,1988
949,Hospital_949,Nagpur,Orthopedic,12.13,4.9,253,No,661
950,Hospital_950,Mumbai,Emergency,10.13,4.3,162,Yes,1275
951,Hospital_951,Nagpur,Emergency,17.46,4.0,192,No,387
952,Hospital_952,Kolhapur,Emergency,15.69,3.4,320,No,1195
953,Hospital_953,Mumbai,Cardiac,13.53,3.8,388,No,1971
954,Hospital_954,Kolhapur,Multi-Speciality,6.4,2.9,345,Yes,1284
955,Hospital_955,Aurangabad,Emergency,6.2,4.3,109,No,1815
956,Hospital_956,Mumbai,General,19.11,4.7,120,No,1626
957,Hospital_957,Kolhapur,Children,15.56,4.9,324,No,1169
958,Hospital_958,Mumbai,Emergency,6.48,3.2,212,No,1123
959,Hospital_959,Pune,Children,2.29,4.0,200,No,1828
960,Hospital_960,Nashik,Orthopedic,24.52,4.9,42,No,1738
961,Hospital_961,Pune,Orthopedic,22.71,3.8,27,Yes,1582
962,Hospital_962,Mumbai,Orthopedic,7.09,4.8,112,No,1438
963,Hospital_963,Nagpur,Emergency,15.65,4.5,477,Yes,639
964,Hospital_964,Nashik,Children,8.79,3.0,217,No,1521
965,Hospital_965,Nashik,General,22.8,4.2,162,Yes,1911
966,Hospital_966,Mumbai,Orthopedic,5.7,3.7,163,Yes,685
967,Hospital_967,Thane,Emergency,19.21,4.0,436,Yes,511
968,Hospital_968,Kolhapur,Cardiac,8.87,4.2,369,No,263
969,Hospital_969,Nagpur,General,10.07,4.9,403,No,466
970,Hospital_970,Nashik,General,18.2,3.2,76,No,808
971,Hospital_971,Kolhapur,Emergency,2.94,4.7,444,Yes,420
972,Hospital_972,Mumbai,Multi-Speciality,14.02,3.7,103,No,347
973,Hospital_973,Pune,General,5.13,3.5,125,No,1471
974,Hospital_974,Aurangabad,Emergency,21.65,2.8,193,Yes,1168
975,Hospital_975,Nashik,Orthopedic,17.99,4.2,336,Yes,658
976,Hospital_976,Thane,Cardiac,16.18,4.3,500,No,1979
977,Hospital_977,Pune,Emergency,16.02,4.8,172,Yes,637
978,Hospital_978,Pune,Orthopedic,10.48,4.9,357,Yes,1903
979,Hospital_979,Thane,Cardiac,21.72,4.7,154,No,1921
980,Hospital_980,Nashik,Children,1.94,4.1,96,No,1342
981,Hospital_981,Kolhapur,Emergency,6.1,2.7,302,No,839
982,Hospital_982,Nashik,Orthopedic,8.05,4.7,3,Yes,1239
983,Hospital_983,Aurangabad,Children,3.3,3.6,203,Yes,1675
984,Hospital_984,Thane,General,2.26,3.6,144,No,885
985,Hospital_985,Nashik,General,17.54,4.4,128,No,948
986,Hospital_986,Mumbai,Emergency,5.17,5.0,400,No,1866
987,Hospital_987,Kolhapur,Multi-Speciality,6.02,4.4,62,No,773
988,Hospital_988,Mumbai,Multi-Speciality,8.28,4.0,291,No,1707
989,Hospital_989,Nashik,Emergency,20.69,4.1,154,No,1594
990,Hospital_990,Mumbai,Cardiac,8.33,4.6,42,No,609
991,Hospital_991,Aurangabad,Children,4.36,4.9,168,Yes,1062
992,Hospital_992,Nagpur,Multi-Speciality,17.49,4.1,142,Yes,1442
993,Hospital_993,Aurangabad,Emergency,23.02,4.2,459,Yes,1885
994,Hospital_994,Pune,Multi-Speciality,6.36,2.6,105,Yes,350
995,Hospital_995,Pune,Multi-Speciality,6.31,3.6,54,No,1863
996,Hospital_996,Mumbai,Multi-Speciality,3.93,4.5,213,Yes,1771
997,Hospital_997,Kolhapur,Multi-Speciality,24.65,4.3,422,No,1936
998,Hospital_998,Nagpur,Emergency,14.95,3.2,226,Yes,544
999,Hospital_999,Thane,Orthopedic,3.39,3.6,429,No,1652
1000,Hospital_1000,Aurangabad,General,9.75,4.3,70,Yes,760
1001,Hospital_1001,Kolhapur,Children,8.01,3.1,97,Yes,1289
1002,Hospital_1002,Kolhapur,Orthopedic,0.89,3.6,470,Yes,820
1003,Hospital_1003,Kolhapur,Children,12.15,3.0,129,Yes,484
1004,Hospital_1004,Pune,General,10.96,4.5,450,Yes,645
1005,Hospital_1005,Kolhapur,General,13.3,4.0,131,No,1981
1006,Hospital_1006,Thane,Children,3.83,4.9,486,No,753
1007,Hospital_1007,Nagpur,Cardiac,14.72,4.8,261,No,1540
1008,Hospital_1008,Nagpur,Multi-Speciality,18.0,4.5,244,Yes,1472
1009,Hospital_1009,Pune,Emergency,7.18,3.5,402,No,938
1010,Hospital_1010,Aurangabad,Multi-Speciality,1.03,3.3,212,No,1881
1011,Hospital_1011,Pune,Orthopedic,2.71,2.5,500,No,1013
1012,Hospital_1012,Aurangabad,Children,9.41,4.5,448,No,581
1013,Hospital_1013,Nashik,General,11.76,2.5,345,No,1886
1014,Hospital_1014,Pune,Children,14.06,3.7,401,Yes,1656
1015,Hospital_1015,Thane,General,18.79,3.3,173,Yes,1483
1016,Hospital_1016,Kolhapur,Children,6.86,4.6,500,No,674
1017,Hospital_1017,Nashik,Emergency,17.27,4.4,352,Yes,518
1018,Hospital_1018,Nagpur,Cardiac,18.39,3.4,46,No,507
1019,Hospital_1019,Kolhapur,General,3.12,3.0,444,No,1955
1020,Hospital_1020,Nashik,Cardiac,20.94,2.9,190,No,1340
1021,Hospital_1021,Kolhapur,Orthopedic,5.39,3.3,270,Yes,537
1022,Hospital_1022,Aurangabad,Orthopedic,13.49,4.1,64,Yes,579
1023,Hospital_1023,Thane,Orthopedic,20.29,4.4,44,Yes,1800
1024,Hospital_1024,Nagpur,Emergency,6.1,2.8,465,Yes,1748
1025,Hospital_1025,Thane,Orthopedic,16.77,3.5,371,Yes,1926
1026,Hospital_1026,Pune,Emergency,2.71,4.7,151,No,543
1027,Hospital_1027,Nashik,Emergency,12.85,4.8,112,Yes,914
1028,Hospital_1028,Pune,Emergency,18.61,3.9,347,No,1344
1029,Hospital_1029,Aurangabad,Children,8.28,4.9,347,Yes,898
1030,Hospital_1030,Mumbai,Emergency,2.49,4.1,23,Yes,1313
1031,Hospital_1031,Pune,Orthopedic,23.73,3.0,464,No,1577
1032,Hospital_1032,Pune,Multi-Speciality,16.59,3.9,342,Yes,988
1033,Hospital_1033,Mumbai,Children,5.79,3.0,6,Yes,1533
1034,Hospital_1034,Kolhapur,Children,5.66,3.5,175,No,1804
1035,Hospital_1035,Nagpur,Multi-Speciality,18.4,3.5,52,Yes,1572
1036,Hospital_1036,Mumbai,General,22.23,4.4,306,No,1081
1037,Hospital_1037,Nashik,General,1.07,3.1,403,No,803
1038,Hospital_1038,Mumbai,Children,7.91,4.7,217,Yes,1625
1039,Hospital_1039,Pune,Multi-Speciality,7.75,4.2,97,Yes,1337
1040,Hospital_1040,Thane,Cardiac,10.37,2.8,441,Yes,1494
1041,Hospital_1041,Thane,Cardiac,16.1,3.2,0,No,1675
1042,Hospital_1042,Pune,Cardiac,3.07,4.0,333,No,518
1043,Hospital_1043,Kolhapur,Orthopedic,18.57,4.8,401,Yes,366
1044,Hospital_1044,Thane,Multi-Speciality,3.02,3.7,60,Yes,211
1045,Hospital_1045,Nashik,General,10.71,2.6,225,Yes,1071
1046,Hospital_1046,Thane,Children,23.1,4.5,59,Yes,1525
1047,Hospital_1047,Aurangabad,General,22.29,3.1,226,Yes,813
1048,Hospital_1048,Mumbai,Orthopedic,15.19,4.9,36,No,1855
1049,Hospital_1049,Mumbai,Orthopedic,20.56,4.8,455,No,504
1050,Hospital_1050,Thane,Children,20.91,3.6,265,No,1271
1051,Hospital_1051,Nagpur,Children,7.68,2.7,75,Yes,1115
1052,Hospital_1052,Kolhapur,Cardiac,14.31,3.5,2,No,1866
1053,Hospital_1053,Kolhapur,Cardiac,13.11,4.8,158,Yes,825
1054,Hospital_1054,Kolhapur,Multi-Speciality,10.47,4.5,25,Yes,723
1055,Hospital_1055,Nagpur,Orthopedic,21.39,4.8,457,Yes,770
1056,Hospital_1056,Aurangabad,Cardiac,21.12,4.6,472,No,1226
1057,Hospital_1057,Nashik,Multi-Speciality,11.15,2.6,324,No,209
1058,Hospital_1058,Pune,Emergency,17.47,2.7,35,No,1217
1059,Hospital_1059,Pune,Orthopedic,8.99,3.5,226,Yes,1888
1060,Hospital_1060,Kolhapur,Multi-Speciality,10.63,5.0,243,Yes,1130
1061,Hospital_1061,Mumbai,Cardiac,7.53,4.0,445,Yes,1211
1062,Hospital_1062,Nagpur,Orthopedic,2.67,4.1,127,Yes,224
1063,Hospital_1063,Nashik,Multi-Speciality,14.9,3.5,474,No,992
1064,Hospital_1064,Pune,Multi-Speciality,19.2,2.7,435,Yes,1908
1065,Hospital_1065,Nashik,General,20.64,4.3,336,Yes,1344
1066,Hospital_1066,Thane,Cardiac,6.72,3.0,420,Yes,1374
1067,Hospital_1067,Nagpur,Children,8.69,3.5,69,Yes,1377
1068,Hospital_1068,Pune,Multi-Speciality,22.72,4.4,146,Yes,1042
1069,Hospital_1069,Kolhapur,Children,3.35,4.3,189,No,670
1070,Hospital_1070,Kolhapur,Orthopedic,1.55,4.6,391,Yes,579
1071,Hospital_1071,Nashik,Emergency,5.83,4.3,93,No,358
1072,Hospital_1072,Nashik,Cardiac,23.78,3.3,5,No,216
1073,Hospital_1073,Nagpur,General,11.55,3.5,430,No,1431
1074,Hospital_1074,Nagpur,General,0.65,4.8,301,Yes,1166
1075,Hospital_1075,Pune,Cardiac,10.45,4.3,293,No,1244
1076,Hospital_1076,Kolhapur,Children,3.99,4.3,68,Yes,409
1077,Hospital_1077,Mumbai,Multi-Speciality,23.32,2.9,189,No,1646
1078,Hospital_1078,Nashik,General,6.26,2.7,99,No,762
1079,Hospital_1079,Pune,General,18.97,3.5,336,No,1965
1080,Hospital_1080,Kolhapur,Emergency,8.16,4.0,345,Yes,1826
1081,Hospital_1081,Aurangabad,Cardiac,5.09,4.6,167,No,680
1082,Hospital_1082,Aurangabad,General,6.16,5.0,177,No,200
1083,Hospital_1083,Aurangabad,Emergency,16.19,2.9,160,No,827
1084,Hospital_1084,Thane,Orthopedic,20.43,4.9,301,Yes,1108
1085,Hospital_1085,Kolhapur,Emergency,23.0,3.7,228,No,1043
1086,Hospital_1086,Pune,Orthopedic,2.99,3.7,340,No,407
1087,Hospital_1087,Nagpur,Children,16.12,3.5,356,Yes,1777
1088,Hospital_1088,Thane,General,3.91,3.1,143,No,1570
1089,Hospital_1089,Thane,Cardiac,10.56,3.4,488,No,1112
1090,Hospital_1090,Aurangabad,General,11.11,3.9,414,No,1473
1091,Hospital_1091,Nagpur,Emergency,11.8,3.5,411,No,1468
1092,Hospital_1092,Nashik,Children,24.33,4.6,253,Yes,1176
1093,Hospital_1093,Kolhapur,Emergency,8.34,4.8,371,No,1394
1094,Hospital_1094,Pune,Orthopedic,20.38,3.6,285,Yes,1611
1095,Hospital_1095,Nashik,Orthopedic,5.51,5.0,179,No,263
1096,Hospital_1096,Thane,Children,3.27,4.7,468,Yes,355
1097,Hospital_1097,Kolhapur,General,11.03,4.2,222,Yes,1942
1098,Hospital_1098,Pune,Children,19.18,4.8,484,Yes,1414
1099,Hospital_1099,Mumbai,Multi-Speciality,14.41,3.6,82,No,1829
1100,Hospital_1100,Aurangabad,Children,11.56,4.7,36,Yes,1431
1101,Hospital_1101,Mumbai,Cardiac,1.79,3.3,301,Yes,1952
1102,Hospital_1102,Kolhapur,Orthopedic,16.17,4.4,499,Yes,971
1103,Hospital_1103,Mumbai,Cardiac,14.15,3.5,78,Yes,957
1104,Hospital_1104,Kolhapur,Children,19.89,4.0,403,No,1826
1105,Hospital_1105,Pune,General,4.59,3.3,218,Yes,1995
1106,Hospital_1106,Kolhapur,Emergency,22.63,2.6,212,Yes,1469
1107,Hospital_1107,Mumbai,General,5.43,4.0,476,Yes,1274
1108,Hospital_1108,Thane,Children,9.93,4.3,388,Yes,1059
1109,Hospital_1109,Nagpur,Children,18.4,3.2,429,Yes,751
1110,Hospital_1110,Pune,Cardiac,21.02,4.5,172,Yes,1498
1111,Hospital_1111,Aurangabad,Multi-Speciality,2.29,3.8,178,No,286
1112,Hospital_1112,Nagpur,Emergency,16.43,3.3,456,No,486
1113,Hospital_1113,Mumbai,Emergency,9.34,3.5,82,Yes,285
1114,Hospital_1114,Nashik,Emergency,2.94,3.2,105,Yes,1895
1115,Hospital_1115,Kolhapur,Children,4.91,2.6,230,Yes,790
1116,Hospital_1116,Thane,Orthopedic,6.3,3.2,3,No,426
1117,Hospital_1117,Pune,Orthopedic,22.81,4.5,269,No,1662
1118,Hospital_1118,Thane,Emergency,12.85,3.8,214,Yes,1556
1119,Hospital_1119,Nashik,Orthopedic,12.43,4.6,42,Yes,213
1120,Hospital_1120,Nashik,Cardiac,2.67,2.8,115,Yes,992
1121,Hospital_1121,Nashik,Cardiac,4.68,3.8,174,Yes,1288
1122,Hospital_1122,Mumbai,Multi-Speciality,3.82,4.0,226,Yes,1300
1123,Hospital_1123,Aurangabad,Emergency,17.43,3.3,431,No,1093
1124,Hospital_1124,Pune,Orthopedic,24.99,3.9,131,Yes,1937
1125,Hospital_1125,Aurangabad,General,15.88,3.3,432,No,1490
1126,Hospital_1126,Mumbai,Orthopedic,20.07,3.7,45,No,1634
1127,Hospital_1127,Aurangabad,Cardiac,22.39,4.0,177,No,629
1128,Hospital_1128,Nagpur,Emergency,13.01,4.0,267,Yes,318
1129,Hospital_1129,Aurangabad,Emergency,6.38,3.6,247,Yes,1240
1130,Hospital_1130,Nagpur,Cardiac,11.78,2.8,14,Yes,777
1131,Hospital_1131,Mumbai,Multi-Speciality,3.02,5.0,6,Yes,436
1132,Hospital_1132,Nashik,General,14.7,3.6,242,No,1727
1133,Hospital_1133,Nagpur,Emergency,22.92,3.6,354,No,782
1134,Hospital_1134,Nashik,General,20.61,4.4,465,No,321
1135,Hospital_1135,Nagpur,Orthopedic,8.84,4.9,407,No,992
1136,Hospital_1136,Pune,Children,4.19,2.6,86,Yes,1922
1137,Hospital_1137,Kolhapur,Multi-Speciality,7.75,4.9,337,No,946
1138,Hospital_1138,Kolhapur,Multi-Speciality,6.99,2.7,157,Yes,1610
1139,Hospital_1139,Nashik,Cardiac,9.76,4.7,124,Yes,1835
1140,Hospital_1140,Nashik,Cardiac,18.62,3.7,58,No,1206
1141,Hospital_1141,Thane,Orthopedic,7.28,2.6,72,No,1506
1142,Hospital_1142,Mumbai,Orthopedic,10.73,3.7,303,No,1376
1143,Hospital_1143,Nashik,Orthopedic,8.46,3.4,450,Yes,1677
1144,Hospital_1144,Thane,Emergency,6.13,2.6,247,Yes,922
1145,Hospital_1145,Kolhapur,General,1.27,4.3,228,Yes,832
1146,Hospital_1146,Pune,General,2.9,3.9,36,Yes,1676
1147,Hospital_1147,Kolhapur,Cardiac,2.1,2.7,53,Yes,1389
1148,Hospital_1148,Aurangabad,Emergency,21.25,3.8,108,No,1693
1149,Hospital_1149,Aurangabad,Orthopedic,17.93,4.6,283,Yes,1090
1150,Hospital_1150,Pune,Multi-Speciality,6.94,3.3,245,No,1079
1151,Hospital_1151,Pune,Emergency,11.6,4.5,355,Yes,1307
1152,Hospital_1152,Aurangabad,Children,8.24,2.8,380,Yes,329
1153,Hospital_1153,Kolhapur,Cardiac,4.57,4.2,72,No,303
1154,Hospital_1154,Pune,Emergency,3.82,4.2,426,No,1106
1155,Hospital_1155,Thane,Emergency,5.16,3.3,382,Yes,874
1156,Hospital_1156,Pune,Orthopedic,22.0,3.1,473,Yes,1665
1157,Hospital_1157,Aurangabad,General,20.13,3.3,2,No,1335
1158,Hospital_1158,Thane,Emergency,19.95,4.2,383,No,1383
1159,Hospital_1159,Aurangabad,Multi-Speciality,17.03,4.0,464,Yes,1400
1160,Hospital_1160,Thane,Multi-Speciality,2.29,2.8,62,No,829
1161,Hospital_1161,Thane,Cardiac,23.78,3.9,153,Yes,1900
1162,Hospital_1162,Thane,Cardiac,12.37,3.8,392,Yes,833
1163,Hospital_1163,Pune,Children,14.01,3.0,369,Yes,1673
1164,Hospital_1164,Pune,Children,1.09,4.9,468,Yes,449
1165,Hospital_1165,Mumbai,Children,19.23,3.2,184,Yes,1416
1166,Hospital_1166,Thane,Orthopedic,9.93,3.5,481,Yes,1614
1167,Hospital_1167,Nagpur,Children,13.8,3.7,421,Yes,318
1168,Hospital_1168,Nashik,Emergency,11.94,3.5,26,Yes,1733
1169,Hospital_1169,Pune,General,4.86,2.5,191,Yes,337
1170,Hospital_1170,Pune,General,21.21,5.0,204,No,822
1171,Hospital_1171,Kolhapur,Children,18.19,3.3,208,Yes,1480
