Customer_ID,Age,Annual_Income,Employment_Years,Credit_Score,Credit_Amount,Interest_Rate,Loan_Term_Months,Existing_Loans,Debt_to_Income_Ratio,Late_Payments,Credit_Utilization,Bank_Account_Balance,Previous_Default,Loan_Purpose,Default
C017903,64,41889,4.6,658,425781,6.58,36,4,0.363,0,0.174,410750,0,Auto,1
C017904,39,118972,8.5,715,48520,19.74,84,2,0.679,0,0.828,140984,0,Medical,0
C017905,23,103400,5.9,638,67752,27.05,24,0,0.746,1,0.708,134696,1,Auto,1
C017906,21,36923,5.0,719,358399,21.3,60,1,0.126,0,0.901,408844,0,Personal,0
C017907,35,247792,14.5,767,57958,21.43,84,5,0.186,1,0.441,208675,0,Home,0
C017908,29,83183,8.0,727,471144,27.52,12,2,0.639,0,0.669,491541,0,Auto,1
C017909,24,92898,7.7,557,199882,7.51,84,0,0.189,0,0.466,249169,0,Business,0
C017910,54,172515,5.2,710,458727,16.25,48,3,0.629,0,0.34,191633,0,Education,1
C017911,52,129110,4.6,774,293626,25.52,48,2,0.752,0,0.409,78798,0,Education,0
C017912,56,70393,13.2,594,467672,21.16,84,2,0.726,0,0.782,156438,0,Home,1
C017913,45,39795,0.0,707,258951,8.58,84,1,0.608,2,0.611,168180,0,Auto,0
C017914,45,198776,9.7,701,289030,14.1,24,2,0.416,0,0.342,142814,0,Auto,0
C017915,46,72269,3.4,629,414302,15.93,48,1,0.482,2,0.424,64332,0,Medical,0
C017916,26,174372,8.7,694,385568,18.77,48,4,0.387,0,0.27,53647,0,Home,1
C017917,64,24953,6.7,737,261175,14.5,36,1,0.503,0,0.417,188388,0,Personal,0
C017918,57,159463,8.4,605,366135,7.67,60,0,0.46,1,0.181,445579,0,Auto,0
C017919,24,159303,5.2,617,490454,18.54,36,3,0.337,1,0.653,230415,0,Medical,1
C017920,41,90360,10.4,713,399148,8.73,36,2,0.403,2,0.692,436935,0,Auto,0
C017921,35,62633,2.4,636,13322,10.8,84,2,0.485,3,0.449,342580,0,Business,1
C017922,36,142042,12.6,667,305595,23.53,36,1,0.687,1,0.586,327010,0,Auto,0
C017923,25,245462,19.2,641,98299,18.65,48,2,0.639,0,0.424,146393,0,Business,0
C017924,62,208882,4.3,622,358743,26.86,24,1,0.488,1,0.756,483707,0,Personal,0
C017925,35,88967,9.6,653,347791,5.92,60,2,0.619,1,0.749,458045,0,Home,0
C017926,69,39683,2.7,730,283833,24.81,48,1,0.4,1,0.298,99538,1,Home,1
C017927,62,181852,16.3,756,413853,7.02,48,1,0.457,2,0.748,108260,0,Medical,0
C017928,24,140124,4.1,727,259438,20.53,36,2,0.685,1,0.364,210085,0,Home,0
C017929,60,114762,10.3,617,152540,26.21,48,1,0.564,1,0.219,152492,1,Education,1
C017930,66,41722,6.4,682,401806,14.36,48,0,0.284,1,0.359,265674,0,Medical,0
C017931,44,69453,9.8,681,201870,26.3,24,1,0.346,1,0.475,418669,0,Home,1
C017932,56,225517,5.0,774,31013,24.76,36,3,0.515,4,0.39,260463,0,Auto,1
C017933,49,105956,7.7,679,39627,17.16,48,5,0.439,0,0.589,396522,0,Personal,1
C017934,49,73127,0.0,732,369526,26.81,48,0,0.498,1,0.551,177236,0,Personal,1
C017935,60,45681,7.2,619,48044,8.42,24,1,0.381,1,0.722,88072,0,Auto,0
C017936,45,197117,8.7,603,238716,8.17,24,2,0.148,0,0.288,400541,0,Personal,1
C017937,54,179029,3.3,850,12110,16.9,12,1,0.412,2,0.49,314741,0,Personal,0
C017938,57,195410,3.4,629,413445,14.65,48,0,0.192,3,0.388,365636,0,Personal,0
C017939,26,52646,3.1,833,280029,13.86,36,1,0.407,1,0.4,307339,0,Personal,1
C017940,63,28593,10.5,788,418262,6.68,36,0,0.04,3,0.784,171131,0,Medical,1
C017941,55,114119,12.1,692,144299,23.03,48,2,0.149,1,0.405,17343,0,Auto,0
C017942,50,70706,2.7,695,99225,24.07,48,1,0.42,2,0.192,386884,0,Auto,0
C017943,21,159743,17.1,684,207496,16.99,48,2,0.513,1,0.506,83355,0,Auto,0
C017944,64,215276,6.2,712,493500,24.12,72,1,0.351,2,0.545,273027,0,Personal,1
C017945,31,117374,3.7,648,387111,15.69,72,1,0.512,2,0.737,449811,0,Medical,1
C017946,69,43936,12.1,572,482412,27.86,36,1,0.636,1,0.366,481952,0,Education,1
C017947,45,112695,10.8,713,461275,21.05,72,1,0.436,3,0.404,319872,0,Home,1
C017948,57,105113,4.2,731,280492,24.36,72,0,0.316,0,0.65,23552,0,Personal,1
C017949,45,103520,17.0,627,61622,13.04,72,3,0.597,0,0.401,385998,0,Personal,0
C017950,43,172958,8.8,629,159860,17.03,84,2,0.273,2,0.178,135058,0,Home,0
C017951,48,34641,10.8,613,193281,5.54,72,1,0.304,0,0.371,167746,0,Home,0
C017952,37,99090,13.0,530,438220,18.21,24,0,0.471,0,0.2,308964,0,Personal,1
C017953,25,210838,0.4,641,448448,18.82,84,1,0.564,1,0.522,69255,0,Personal,1
C017954,41,125168,7.4,703,105104,25.9,24,0,0.188,3,0.454,140204,0,Business,1
C017955,51,130138,2.4,628,299380,24.27,36,2,0.585,2,0.566,90449,0,Personal,1
C017956,41,241330,10.3,770,367187,21.23,84,0,0.335,0,0.351,426435,0,Home,0
C017957,35,144401,0.1,647,311631,20.65,84,1,0.299,0,0.307,431702,0,Auto,0
C017958,46,131254,11.7,639,49482,16.85,36,3,0.317,1,0.295,256718,0,Home,0
C017959,50,121385,15.2,774,105890,14.28,72,0,0.402,1,0.417,480805,0,Auto,0
C017960,27,226401,1.0,694,268985,12.43,84,2,0.361,1,0.337,275626,0,Personal,0
C017961,34,115690,10.7,598,463936,6.3,72,2,0.539,1,0.523,476773,0,Home,1
C017962,59,148056,5.1,725,194246,16.01,84,0,0.478,1,0.262,401266,0,Education,0
C017963,68,114031,11.3,724,461950,11.89,12,4,0.244,1,0.319,265964,0,Personal,0
C017964,31,105388,14.5,654,342560,6.46,36,3,0.377,1,0.476,347649,1,Auto,1
C017965,67,45643,0.0,664,184312,6.24,36,2,0.467,0,0.572,65798,1,Home,1
C017966,31,199185,2.8,580,392976,6.42,12,0,0.228,1,0.301,396075,0,Auto,1
C017967,58,35325,1.3,684,189012,22.88,84,3,0.067,0,0.569,73171,0,Personal,1
C017968,32,124168,6.1,623,124748,20.28,84,3,0.522,1,0.713,277199,0,Auto,1
C017969,47,245229,6.3,681,468425,14.97,60,1,0.95,0,0.217,411260,0,Auto,1
C017970,24,44716,9.9,689,438441,6.71,72,0,0.02,5,0.296,250189,0,Auto,1
C017971,42,178572,20.4,679,496135,5.83,36,0,0.604,1,0.156,99987,0,Home,1
C017972,48,74610,9.1,772,109479,5.86,48,2,0.124,0,0.22,480467,0,Personal,0
C017973,57,181553,10.7,665,73424,13.0,48,1,0.356,3,0.355,456397,0,Personal,0
C017974,23,34803,9.4,658,150877,20.23,24,0,0.267,1,0.606,149404,0,Personal,0
C017975,29,54589,11.0,634,485506,20.12,24,2,0.347,2,0.446,368435,0,Personal,1
C017976,45,50941,18.1,655,376250,24.59,12,1,0.498,0,0.065,220168,0,Home,0
C017977,67,231091,11.4,646,342340,10.07,12,2,0.425,0,0.49,388187,0,Education,0
C017978,43,122304,11.4,645,382537,19.03,36,0,0.468,1,0.417,54449,0,Education,0
C017979,62,105143,4.8,692,197230,24.97,72,4,0.173,0,0.651,382193,1,Medical,1
C017980,33,219790,11.4,719,245997,25.72,60,2,0.278,1,0.616,307985,0,Business,1
C017981,22,215666,6.8,582,331749,25.63,48,1,0.364,1,0.691,174126,0,Auto,1
C017982,21,110624,2.3,684,265354,8.15,48,1,0.523,1,0.898,296993,0,Home,1
C017983,39,163473,11.5,621,366134,27.13,36,1,0.364,1,0.154,213848,0,Home,0
C017984,38,88119,16.5,680,441596,10.84,12,3,0.469,1,0.68,398019,0,Business,1
C017985,67,210487,10.5,654,262777,14.13,24,2,0.14,5,0.145,188581,0,Personal,1
C017986,30,234487,16.7,673,76413,8.34,36,0,0.609,0,0.724,87373,0,Home,1
C017987,39,168635,15.2,771,99365,23.04,72,1,0.417,0,0.324,137531,1,Personal,1
C017988,61,129372,4.3,477,223413,23.15,36,0,0.136,2,0.228,272010,0,Business,0
C017989,21,36115,19.2,631,354964,6.47,72,2,0.519,0,0.289,448136,1,Home,1
C017990,55,218096,1.1,614,59497,14.96,60,1,0.199,2,0.559,113972,0,Home,1
C017991,39,214358,10.6,642,358100,22.29,36,8,0.248,3,0.285,54038,0,Education,0
C017992,47,58677,9.2,609,337457,26.68,36,1,0.314,0,0.238,430570,1,Personal,1
C017993,67,71561,4.5,615,85008,6.56,84,3,0.23,2,0.468,215733,0,Business,0
C017994,60,77822,9.7,690,204331,9.62,12,1,0.509,1,0.427,462206,0,Education,0
C017995,60,130869,0.0,795,336580,14.35,72,1,0.361,0,0.415,19894,0,Home,1
C017996,63,115549,10.1,759,200227,22.46,12,2,0.547,0,0.687,310268,0,Personal,0
C017997,22,193304,5.0,701,111751,16.35,72,1,0.258,2,0.689,70478,0,Education,0
C017998,55,168580,13.3,601,170896,15.17,24,1,0.592,1,0.398,317224,0,Home,1
C017999,48,83934,5.3,614,484546,6.78,48,1,0.67,1,0.318,479501,0,Personal,0
C018000,59,212658,5.9,837,45394,20.86,48,2,0.559,0,0.48,126954,0,Home,0
C018001,31,139682,8.3,544,91241,17.27,24,1,0.49,2,0.363,332214,0,Home,0
C018002,22,236084,7.2,634,395408,19.52,12,2,0.423,4,0.347,445743,0,Auto,0
C018003,47,111278,12.0,697,189017,14.87,60,2,0.52,1,0.463,388637,1,Medical,1
C018004,36,126723,12.1,671,244830,7.14,72,0,0.211,0,0.074,400163,0,Personal,0
C018005,48,246694,11.0,720,175083,25.89,12,1,0.461,1,0.708,129535,0,Personal,0
C018006,59,150042,4.5,675,63301,14.88,84,2,0.207,1,0.429,279895,1,Medical,1
C018007,60,211537,6.8,737,95327,9.81,24,3,0.274,1,0.364,62923,0,Home,0
C018008,36,233395,13.0,779,330971,12.09,12,0,0.121,1,0.165,467748,0,Home,0
C018009,35,186269,3.6,689,230350,24.34,48,1,0.237,1,0.391,122096,0,Business,0
C018010,28,246732,6.9,551,395854,27.74,60,2,0.507,1,0.431,499372,0,Home,1
C018011,62,106903,11.3,723,428545,23.16,24,3,0.212,1,0.516,250743,0,Auto,1
C018012,63,18964,5.0,663,40905,5.38,72,1,0.681,2,0.561,488995,0,Auto,0
C018013,45,226870,3.4,679,13947,23.42,24,3,0.271,1,0.777,158718,0,Education,0
C018014,49,162105,12.4,801,252804,14.32,36,0,0.246,4,0.464,9287,0,Personal,1
C018015,41,27196,6.4,627,139343,7.06,48,1,0.517,1,0.759,229440,0,Personal,1
C018016,38,132701,1.1,766,426610,13.94,24,2,0.547,0,0.368,246348,0,Personal,0
C018017,54,38259,15.5,704,62754,26.99,24,4,0.37,2,0.476,181764,0,Personal,0
C018018,23,222512,6.3,504,17735,8.57,12,0,0.282,0,0.597,92203,0,Personal,1
C018019,37,92554,6.7,698,451222,24.93,24,4,0.274,1,0.59,6529,0,Auto,1
C018020,62,164260,9.6,744,93893,22.03,60,0,0.503,1,0.673,66414,0,Business,0
C018021,54,153588,10.4,657,391984,17.44,60,3,0.355,1,0.549,232603,1,Personal,1
C018022,38,200949,15.9,628,48474,18.92,36,2,0.503,1,0.41,33688,1,Auto,1
C018023,52,177516,2.3,691,300093,9.41,36,1,0.217,2,0.396,259136,0,Personal,1
C018024,47,55612,9.1,624,295373,25.88,84,3,0.318,2,0.495,116745,0,Personal,1
C018025,34,169293,0.4,739,142233,6.33,72,0,0.503,2,0.378,259753,1,Auto,1
C018026,33,22827,0.6,785,300856,18.47,72,0,0.462,1,0.917,102607,0,Personal,0
C018027,42,232510,0.8,581,140862,19.24,48,2,0.729,1,0.26,348004,0,Education,1
C018028,27,99760,7.6,779,198123,16.87,72,2,0.702,1,0.359,361807,0,Personal,0
C018029,24,158185,7.2,665,250396,27.57,72,2,0.504,0,0.345,119228,1,Personal,1
C018030,51,28321,6.7,620,40122,14.51,12,3,0.565,0,0.679,165855,0,Education,1
C018031,53,154932,12.9,850,188912,13.94,84,4,0.17,0,0.71,352052,0,Auto,0
C018032,54,185441,13.0,730,160822,21.95,84,1,0.232,1,0.374,124720,0,Home,0
C018033,25,77560,4.7,682,84761,19.75,60,2,0.606,1,0.744,110641,0,Home,0
C018034,24,130737,3.1,696,460180,11.71,24,1,0.463,1,0.465,76643,0,Personal,1
C018035,64,122273,7.2,610,379259,19.59,72,2,0.45,2,0.766,144092,0,Personal,1
C018036,40,26369,3.2,538,209696,19.39,12,0,0.531,0,0.409,99647,0,Home,0
C018037,21,118535,3.5,701,10887,11.59,48,5,0.244,1,0.418,124113,0,Home,0
C018038,31,137008,9.7,720,116433,6.37,24,1,0.519,2,0.185,395806,0,Auto,0
C018039,36,225931,9.7,605,382501,8.56,60,2,0.413,0,0.407,75438,0,Business,0
C018040,62,60166,12.6,797,17547,25.0,24,5,0.529,1,0.431,242889,0,Auto,0
C018041,37,32830,11.9,757,222768,26.4,48,1,0.128,0,0.39,256594,0,Auto,0
C018042,46,85793,10.0,679,349724,15.38,72,1,0.388,2,0.308,370774,0,Medical,0
C018043,45,237284,16.0,801,412636,5.81,24,1,0.423,3,0.437,72346,0,Personal,1
C018044,65,73458,6.3,555,456493,12.63,36,0,0.335,1,0.543,317864,0,Education,1
C018045,63,57698,2.6,602,92074,15.18,48,3,0.366,1,0.405,174646,0,Medical,0
C018046,40,63526,7.5,697,204482,21.41,60,0,0.214,5,0.454,324376,0,Personal,1
C018047,42,144833,5.4,606,263745,23.84,72,1,0.267,1,0.125,44519,0,Medical,0
C018048,69,223132,1.6,593,115815,21.89,72,1,0.351,0,0.111,30475,0,Personal,1
C018049,40,222866,4.9,631,53193,5.67,12,1,0.204,0,0.052,434485,0,Home,0
C018050,64,103793,4.2,840,64795,5.37,60,1,0.487,0,0.298,158852,0,Medical,0
C018051,66,78713,0.0,806,208778,23.15,60,1,0.194,0,0.584,96910,0,Personal,1
C018052,35,248585,3.2,757,69125,17.41,12,1,0.171,3,0.436,428838,0,Auto,0
C018053,45,175417,9.6,689,126577,6.65,60,2,0.622,4,0.268,324924,0,Personal,1
C018054,60,171210,4.2,717,406073,12.97,60,0,0.503,1,0.798,440892,0,Home,1
C018055,36,32177,4.0,760,61623,6.89,24,2,0.317,1,0.597,100076,0,Business,0
C018056,59,231312,4.9,597,420539,19.63,24,2,0.364,2,0.277,45488,0,Home,1
C018057,66,141847,5.6,763,497396,14.47,72,2,0.317,4,0.485,162987,0,Education,0
C018058,57,71483,7.8,789,489887,22.43,60,0,0.436,1,0.62,175111,0,Personal,1
C018059,38,76601,6.5,634,127802,17.78,12,3,0.257,0,0.401,192783,0,Personal,0
C018060,42,216040,19.6,660,338177,14.47,24,2,0.344,1,0.716,122975,0,Personal,1
C018061,53,53299,3.7,808,156490,19.76,36,3,0.331,2,0.548,230458,0,Business,0
C018062,24,193386,6.7,651,14113,8.01,36,1,0.062,0,0.365,96536,0,Business,0
C018063,21,154353,3.1,684,485145,25.22,72,3,0.645,1,0.096,157217,0,Personal,1
C018064,44,50908,12.5,698,202878,9.47,84,1,0.361,0,0.04,416453,0,Home,0
C018065,27,26054,12.7,722,355419,15.55,60,1,0.107,1,0.443,82234,0,Personal,1
C018066,31,109806,9.9,806,282478,21.67,24,3,0.337,1,0.093,347178,0,Auto,0
C018067,36,156782,9.0,686,486147,6.11,72,2,0.273,0,0.484,253919,0,Home,0
C018068,34,175615,10.9,688,91019,7.97,84,2,0.759,1,0.125,200042,0,Medical,1
C018069,58,71731,2.0,704,268263,16.37,24,3,0.239,2,0.304,96129,0,Education,1
C018070,29,209252,14.1,850,387383,9.65,36,0,0.639,0,0.542,327434,0,Education,0
C018071,63,120732,0.0,842,281036,24.53,36,1,0.02,2,0.121,454570,0,Home,0
C018072,69,23368,2.7,560,228951,9.93,48,0,0.306,0,0.408,185761,0,Business,0
C018073,27,57349,3.8,697,414160,14.47,36,0,0.351,1,0.618,497092,1,Personal,1
C018074,40,134530,1.3,766,224790,22.28,12,2,0.596,0,0.454,126163,0,Personal,1
C018075,48,215319,3.5,671,497787,23.52,24,1,0.311,1,0.522,160998,0,Home,1
C018076,37,39888,11.8,783,171620,15.69,72,3,0.623,1,0.461,305658,0,Auto,0
C018077,32,155290,10.9,646,350010,9.79,72,2,0.332,1,0.971,373486,0,Business,1
C018078,55,64318,7.8,850,442333,14.53,12,1,0.31,1,0.106,128075,1,Business,0
C018079,58,242292,10.9,604,185586,18.7,12,1,0.037,0,0.51,139051,0,Personal,0
C018080,50,165855,10.1,719,395570,22.88,36,1,0.207,0,0.556,426011,0,Business,1
C018081,38,226333,4.0,693,176004,11.46,36,2,0.466,0,0.243,115756,0,Personal,1
C018082,60,114466,10.9,729,355083,20.07,84,3,0.2,1,0.4,142932,0,Personal,1
C018083,32,118336,0.0,748,320428,21.89,60,1,0.217,0,0.215,231414,0,Auto,0
C018084,52,188346,3.6,670,343105,14.55,36,1,0.505,2,0.477,141336,0,Auto,0
C018085,63,199772,6.7,633,300141,15.11,60,2,0.062,0,0.327,296221,0,Auto,1
C018086,62,136188,2.4,715,370614,15.49,24,0,0.399,2,0.527,477812,0,Personal,1
C018087,47,208794,11.8,700,148904,19.72,12,4,0.45,3,0.602,116235,1,Education,1
C018088,63,234156,4.5,595,259712,13.73,12,1,0.528,3,0.616,280348,0,Personal,1
C018089,52,243136,4.1,478,276900,19.68,48,1,0.429,0,0.627,136909,0,Home,0
C018090,29,139539,6.6,737,397994,19.09,84,2,0.301,0,0.523,472989,0,Medical,1
C018091,39,143457,9.4,738,172921,10.77,72,3,0.341,2,0.461,366382,0,Medical,0
C018092,46,42940,7.5,745,477185,18.04,36,1,0.02,2,0.607,433517,0,Home,0
C018093,41,178768,11.6,665,61148,9.61,12,2,0.626,1,0.253,359065,0,Auto,0
C018094,57,78829,8.8,632,310380,17.13,36,3,0.735,1,0.699,318281,0,Home,1
C018095,30,247748,7.0,558,241225,23.15,84,4,0.133,4,0.462,227756,0,Business,0
C018096,63,68228,9.4,633,430188,12.75,36,2,0.302,1,0.224,294847,0,Education,0
C018097,63,70736,3.8,789,368992,23.78,24,3,0.663,2,0.363,305454,0,Medical,0
C018098,38,249741,14.5,800,84909,26.61,24,2,0.573,4,0.136,193465,0,Education,0
C018099,35,67342,7.8,579,70424,6.19,72,1,0.163,0,0.508,255417,0,Auto,0
C018100,36,238598,13.5,713,475191,5.28,60,4,0.554,0,0.79,205332,0,Medical,1
C018101,30,193014,19.3,648,12265,16.1,24,1,0.126,3,0.192,143492,0,Education,0
C018102,50,90072,6.8,721,281387,10.55,72,1,0.282,0,0.342,472971,0,Home,0
C018103,66,108467,12.9,611,440730,6.35,60,1,0.105,1,0.201,310533,0,Home,0
C018104,59,217525,3.1,707,388036,17.42,24,2,0.652,1,0.349,417111,0,Home,1
C018105,40,195656,7.9,663,348522,21.77,60,4,0.152,1,0.612,409541,1,Personal,1
C018106,61,38394,12.6,768,190592,7.9,36,2,0.489,2,0.67,63854,0,Home,1
C018107,57,231015,0.0,701,447046,25.46,36,1,0.253,1,0.735,99026,0,Personal,1
C018108,42,116153,9.4,850,255545,24.95,48,2,0.151,3,0.4,159238,0,Home,1
C018109,39,26111,16.4,707,35196,15.01,60,4,0.502,1,0.159,485910,0,Business,0
C018110,23,88912,8.6,628,33166,23.42,12,3,0.285,2,0.592,276158,0,Business,1
C018111,24,221696,12.8,704,283315,16.75,72,3,0.414,0,0.44,340009,1,Auto,1
C018112,49,224328,6.9,437,99719,8.1,48,1,0.58,2,0.634,296128,0,Medical,1
C018113,49,180229,8.2,721,146558,20.16,48,4,0.662,0,0.175,63637,0,Home,1
C018114,53,118531,1.8,728,458177,5.87,36,1,0.146,1,0.541,216687,0,Personal,0
C018115,48,222158,5.0,718,479227,22.96,48,3,0.279,3,0.436,324626,0,Personal,1
C018116,43,132681,7.5,650,212241,11.74,48,1,0.458,2,0.348,65835,0,Home,1
C018117,33,127848,11.1,554,451608,19.84,24,0,0.759,0,0.786,230055,0,Home,0
C018118,26,35549,11.7,715,73426,20.38,60,2,0.455,0,0.322,39213,0,Medical,0
C018119,45,233467,12.1,622,235566,21.91,84,2,0.465,2,0.503,460191,0,Home,0
C018120,58,60504,13.7,725,285630,11.16,72,0,0.268,1,0.378,260148,0,Business,0
C018121,52,205690,8.2,681,317128,14.66,60,0,0.556,1,0.583,419912,0,Auto,0
C018122,39,210108,5.4,586,449279,22.8,24,1,0.555,2,0.409,488947,0,Education,1
C018123,51,112591,2.5,688,354785,9.51,24,1,0.606,3,0.17,173330,0,Auto,1
C018124,58,220920,2.8,671,232555,22.31,48,1,0.383,1,0.575,145018,0,Personal,0
C018125,55,118512,0.0,762,313263,17.33,48,0,0.218,3,0.287,476372,0,Medical,0
C018126,32,199867,7.0,643,378050,22.98,84,2,0.227,1,0.637,84196,0,Home,0
C018127,58,62412,3.5,745,228066,21.37,72,1,0.529,5,0.301,338371,0,Business,1
C018128,46,219025,14.9,715,232673,12.97,48,4,0.568,0,0.534,284138,0,Medical,0
C018129,43,110887,5.9,517,16207,5.46,36,4,0.536,0,0.057,38953,1,Personal,1
C018130,55,233646,0.0,653,96271,15.54,72,2,0.479,0,0.183,459848,0,Education,0
C018131,57,30912,2.9,724,396379,10.08,84,2,0.349,0,0.725,55776,1,Auto,0
C018132,39,244565,12.0,628,290537,27.59,60,1,0.318,1,0.829,225696,1,Personal,1
C018133,68,109179,0.0,558,110645,9.01,72,1,0.508,2,0.206,114681,0,Personal,0
C018134,60,238115,0.6,736,221040,18.67,72,3,0.649,1,0.423,491017,0,Medical,1
C018135,58,245557,0.4,702,100239,6.25,84,0,0.473,1,0.633,140213,1,Home,0
C018136,27,248912,11.1,653,142479,17.0,36,0,0.366,1,0.186,202439,0,Medical,0
C018137,24,95247,9.9,565,357444,12.69,12,1,0.723,0,0.693,308519,1,Auto,1
C018138,61,184515,12.0,700,277944,11.63,36,0,0.251,2,0.373,328428,0,Medical,0
C018139,57,72610,12.3,655,264057,8.03,12,1,0.42,0,0.552,478451,1,Education,1
C018140,33,195336,6.7,751,86099,18.86,72,1,0.412,3,0.485,114457,0,Medical,1
C018141,51,51243,13.5,712,411402,25.41,36,2,0.45,0,0.717,346939,0,Auto,1
C018142,63,193719,7.3,643,242014,12.78,12,4,0.044,1,0.336,101435,0,Personal,0
C018143,47,226872,0.7,750,5212,17.02,60,3,0.374,0,0.219,340752,0,Education,0
C018144,43,226452,10.9,679,230504,26.84,60,1,0.591,2,0.174,224717,0,Auto,1
C018145,55,79445,8.9,695,145653,18.29,72,1,0.413,1,0.746,379569,0,Auto,0
C018146,50,55370,9.3,839,423774,8.52,60,2,0.532,1,0.16,476456,0,Personal,0
C018147,28,140839,2.5,754,449278,24.67,72,2,0.785,5,0.24,355882,0,Business,1
C018148,53,64832,0.0,757,448261,8.82,36,2,0.102,1,0.615,37775,0,Business,1
C018149,59,185475,8.3,625,312387,25.36,48,1,0.217,0,0.793,177566,0,Home,1
C018150,34,199593,0.0,725,279777,25.99,48,3,0.447,2,0.308,429747,0,Home,1
C018151,65,152772,4.4,633,434294,6.15,36,2,0.488,0,0.661,284569,0,Home,0
C018152,26,69253,0.0,727,209189,5.49,60,2,0.555,3,0.808,496357,0,Medical,0
C018153,59,198217,3.1,633,242132,18.83,60,0,0.337,3,0.449,8004,0,Personal,1
C018154,35,216370,12.0,643,346378,21.75,36,2,0.403,1,0.779,494953,0,Home,1
C018155,68,126786,12.5,663,178290,23.26,36,3,0.257,0,0.486,205565,0,Home,0
C018156,58,154441,1.5,649,434703,11.8,36,1,0.46,1,0.474,320077,1,Medical,1
C018157,60,22988,5.5,701,395882,11.7,72,1,0.034,0,0.435,355894,0,Home,0
C018158,57,211342,0.0,695,482156,21.18,48,1,0.664,1,0.265,150727,0,Home,0
C018159,39,176694,7.4,553,38383,9.54,48,0,0.539,1,0.347,324554,0,Business,0
C018160,44,120293,12.6,777,462326,19.97,72,1,0.197,2,0.644,315260,0,Home,0
C018161,59,137422,5.0,743,360913,13.03,72,2,0.024,1,0.504,305677,1,Medical,1
C018162,33,227125,3.3,756,228148,10.4,72,1,0.165,2,0.47,471058,0,Education,1
C018163,39,55080,8.3,715,224212,6.68,12,1,0.257,4,0.211,371613,0,Auto,0
C018164,69,176250,1.6,522,478060,7.24,48,2,0.425,1,0.509,224663,0,Auto,0
C018165,61,238655,11.2,726,257139,8.33,72,1,0.345,0,0.415,1067,1,Education,1
C018166,54,40925,5.9,596,363338,8.11,72,1,0.207,0,0.596,149172,0,Business,0
C018167,27,136832,12.5,767,336391,18.41,12,2,0.45,2,0.52,344678,0,Personal,0
C018168,44,230320,4.1,850,122320,12.6,24,0,0.02,0,0.679,436538,0,Personal,0
C018169,35,211900,4.3,639,228323,11.55,60,1,0.3,0,0.465,361299,1,Education,1
C018170,21,55013,12.8,711,309857,14.44,60,0,0.218,1,0.188,40785,0,Education,0
C018171,59,90296,8.7,761,327704,9.76,12,2,0.02,3,0.526,20005,0,Education,0
C018172,63,73738,0.0,655,405809,6.94,36,3,0.475,0,0.787,228321,0,Home,0
C018173,43,170646,11.8,539,321468,27.07,72,3,0.214,2,0.306,45383,0,Business,1
C018174,41,185813,9.3,695,420918,15.57,84,1,0.358,4,0.316,286289,0,Auto,1
C018175,38,209772,6.7,729,148962,10.57,24,0,0.511,1,0.376,245606,0,Home,0
C018176,65,64428,5.8,535,188602,11.86,72,1,0.442,1,0.715,341745,0,Education,1
C018177,33,55748,8.1,683,65083,27.77,12,2,0.475,1,0.26,465139,0,Auto,0
C018178,60,64720,13.9,743,421179,6.3,60,0,0.147,0,0.333,8417,0,Auto,0
C018179,37,165216,6.5,690,291641,27.29,48,0,0.174,1,0.64,456772,0,Personal,0
C018180,56,101834,8.5,687,479486,25.71,72,1,0.259,2,0.072,113077,0,Personal,0
C018181,23,158884,8.6,633,431982,9.59,60,4,0.189,0,0.744,1321,1,Personal,1
C018182,41,140541,9.1,663,315073,17.33,36,6,0.337,1,0.1,349387,0,Home,1
C018183,39,176761,9.0,645,398685,8.7,60,3,0.301,1,0.32,172849,0,Education,1
C018184,26,173172,0.1,588,119136,14.54,48,2,0.532,2,0.371,234362,0,Personal,1
C018185,49,56813,0.9,710,117124,26.13,12,4,0.284,1,0.549,50407,0,Personal,0
C018186,45,247897,12.1,588,266698,15.2,24,4,0.14,3,0.179,399386,0,Auto,1
C018187,47,157811,2.5,609,143853,20.33,72,2,0.261,2,0.432,105895,1,Home,1
C018188,27,240871,10.7,603,429571,5.48,36,0,0.419,1,0.609,3610,0,Home,1
C018189,69,102576,1.9,620,112253,21.91,24,1,0.068,0,0.527,412881,0,Personal,0
C018190,37,65468,4.7,659,282779,27.31,72,1,0.252,6,0.206,101802,0,Personal,1
C018191,41,189041,0.0,667,224446,13.84,60,2,0.419,1,0.466,289860,0,Auto,0
C018192,48,35370,9.2,526,24540,7.61,60,1,0.369,1,0.555,313954,1,Medical,1
C018193,64,196862,0.3,732,181146,17.49,12,0,0.478,1,0.177,378549,0,Home,0
C018194,25,90904,0.7,600,470014,15.91,48,0,0.044,1,0.384,335544,0,Personal,1
C018195,41,63279,10.4,710,115022,15.71,48,1,0.59,1,0.375,357468,0,Home,0
C018196,39,56149,7.2,846,21879,10.88,48,2,0.209,1,0.508,281319,0,Auto,0
C018197,50,57932,6.9,658,480256,14.8,48,6,0.59,0,0.121,152332,1,Auto,1
C018198,21,248627,10.2,707,40451,13.05,84,0,0.341,2,0.339,429452,0,Auto,0
C018199,21,167904,17.2,620,253876,7.23,36,2,0.28,1,0.337,348673,0,Medical,1
