Customer_ID,Age_Group,Gender,City,Customer_Segment,Product_Category,Product_Brand,Device_Type,Membership_Type,Browsing_Category,Previous_Purchase_Category,Price_Range,Discount_Available,Review_Rating,Browsing_Time_Min,Purchase_Frequency,Recommended
C028476,56+,Male,Mumbai,Regular,Beauty,Brand_E,Mobile,Platinum,Sports,Grocery,Premium,Yes,1.7,9.1,4,1
C028477,56+,Female,Delhi,New,Books,Brand_B,Desktop,Gold,Home,None,Low,No,2.3,26.0,2,0
C028478,18-25,Male,Mumbai,Premium,Books,Brand_C,Desktop,Basic,Books,Grocery,Low,No,1.8,20.5,5,1
C028479,18-25,Female,Chennai,Regular,Grocery,Brand_E,Desktop,Silver,Home,Electronics,Premium,No,2.9,12.8,1,0
C028480,18-25,Female,Mumbai,New,Fashion,Brand_B,Mobile,Silver,Grocery,Sports,High,Yes,4.9,29.4,4,1
C028481,18-25,Female,Kolkata,Regular,Grocery,Brand_A,Desktop,Gold,Beauty,None,High,No,1.3,20.2,4,1
C028482,36-45,Male,Hyderabad,Premium,Grocery,Brand_E,Mobile,Basic,Books,Fashion,Premium,No,4.0,22.2,2,1
C028483,36-45,Female,Bengaluru,Premium,Books,Brand_C,Mobile,Basic,Beauty,Grocery,High,No,3.9,18.1,7,1
C028484,26-35,Female,Delhi,New,Home,Brand_A,Mobile,Basic,Electronics,Grocery,Premium,Yes,2.4,8.3,4,1
C028485,36-45,Male,Bengaluru,New,Beauty,Brand_E,Mobile,Platinum,Sports,Electronics,High,Yes,3.6,29.8,3,0
C028486,36-45,Male,Delhi,New,Home,Brand_C,Desktop,Basic,Home,Sports,High,No,3.1,5.5,3,1
C028487,36-45,Male,Kolkata,Premium,Sports,Brand_D,Desktop,Gold,Sports,Home,Low,No,2.2,47.9,1,1
C028488,26-35,Female,Bengaluru,Regular,Fashion,Brand_D,Mobile,Silver,Sports,Sports,Low,Yes,3.7,18.3,0,0
C028489,26-35,Male,Bengaluru,Regular,Fashion,Brand_B,Tablet,Basic,Sports,Sports,Low,No,1.3,18.2,4,1
C028490,56+,Male,Chennai,New,Electronics,Brand_B,Mobile,Basic,Beauty,Home,Medium,Yes,1.9,18.5,5,1
C028491,36-45,Male,Pune,Regular,Books,Brand_E,Desktop,Basic,Grocery,Sports,High,No,2.4,19.2,6,1
C028492,26-35,Female,Kolkata,Premium,Sports,Brand_E,Mobile,Basic,Books,Electronics,Medium,No,2.2,44.5,3,1
C028493,26-35,Male,Kolkata,New,Books,Brand_B,Mobile,Gold,Books,Fashion,Premium,No,2.9,13.3,5,1
C028494,46-55,Female,Nagpur,New,Fashion,Brand_A,Mobile,Gold,Fashion,Sports,High,Yes,3.3,10.9,5,1
C028495,18-25,Male,Pune,New,Books,Brand_F,Mobile,Gold,Electronics,Fashion,Medium,No,4.1,17.2,3,1
C028496,56+,Male,Chennai,New,Electronics,Brand_E,Desktop,Basic,Grocery,Grocery,Premium,Yes,3.6,10.7,4,1
C028497,56+,Male,Pune,Regular,Beauty,Brand_E,Mobile,Silver,Fashion,Electronics,Premium,No,1.1,1.7,3,1
C028498,26-35,Other,Hyderabad,Regular,Grocery,Brand_B,Desktop,Silver,Electronics,Fashion,High,No,4.1,8.1,2,1
C028499,46-55,Female,Chennai,Regular,Home,Brand_D,Desktop,Silver,Beauty,Electronics,Medium,Yes,3.2,18.5,1,0
C028500,26-35,Female,Pune,New,Sports,Brand_C,Desktop,Platinum,Fashion,Beauty,Low,Yes,3.9,33.4,2,1
C028501,56+,Other,Pune,Regular,Sports,Brand_D,Mobile,Basic,Fashion,Books,High,No,3.7,16.0,1,0
C028502,26-35,Male,Hyderabad,New,Grocery,Brand_D,Mobile,Basic,Home,Sports,High,Yes,2.4,44.3,1,1
C028503,46-55,Female,Hyderabad,Regular,Books,Brand_B,Desktop,Basic,Grocery,Electronics,Premium,No,4.3,9.1,2,1
C028504,36-45,Male,Kolkata,New,Home,Brand_D,Mobile,Gold,Fashion,None,High,No,2.0,41.2,3,1
C028505,18-25,Male,Ahmedabad,Premium,Books,Brand_F,Mobile,Platinum,Electronics,Electronics,Premium,No,1.8,40.4,4,1
C028506,46-55,Male,Ahmedabad,Premium,Home,Brand_B,Mobile,Silver,Sports,Fashion,Premium,Yes,1.9,46.5,0,1
C028507,18-25,Female,Bengaluru,Premium,Home,Brand_A,Desktop,Silver,Fashion,Fashion,Medium,No,2.9,10.4,2,0
C028508,26-35,Male,Mumbai,Premium,Grocery,Brand_B,Desktop,Gold,Electronics,Grocery,Premium,Yes,2.5,17.2,0,0
C028509,56+,Female,Chennai,Premium,Grocery,Brand_A,Mobile,Platinum,Books,Electronics,Premium,No,4.6,13.2,5,1
C028510,26-35,Female,Delhi,Regular,Books,Brand_E,Desktop,Gold,Beauty,None,Medium,No,2.3,10.7,3,1
C028511,26-35,Male,Delhi,New,Home,Brand_C,Mobile,Silver,Beauty,Home,Medium,No,2.2,13.5,5,1
C028512,46-55,Male,Chennai,Premium,Sports,Brand_C,Desktop,Platinum,Sports,None,Premium,No,2.6,31.2,4,1
C028513,56+,Female,Ahmedabad,Regular,Books,Brand_A,Desktop,Gold,Electronics,Grocery,Premium,No,4.6,28.2,3,0
C028514,18-25,Female,Hyderabad,Regular,Beauty,Brand_D,Desktop,Basic,Fashion,Sports,Medium,Yes,1.6,41.6,3,1
C028515,26-35,Female,Hyderabad,Premium,Books,Brand_E,Desktop,Silver,Grocery,Books,Premium,No,3.9,7.7,2,1
C028516,56+,Female,Hyderabad,Regular,Sports,Brand_A,Mobile,Basic,Beauty,Home,High,No,1.2,27.5,3,0
C028517,26-35,Male,Nagpur,New,Fashion,Brand_D,Mobile,Silver,Sports,Fashion,Medium,Yes,4.4,18.0,5,1
C028518,18-25,Female,Pune,Regular,Grocery,Brand_D,Mobile,Basic,Electronics,None,Low,No,2.2,20.2,4,1
C028519,26-35,Male,Pune,Regular,Books,Brand_F,Mobile,Basic,Grocery,Beauty,High,No,1.5,15.6,4,1
C028520,56+,Female,Kolkata,Regular,Sports,Brand_C,Mobile,Basic,Electronics,Electronics,Low,Yes,4.0,11.2,1,1
C028521,56+,Male,Pune,New,Books,Brand_E,Mobile,Silver,Electronics,Sports,Premium,No,1.2,11.5,6,0
C028522,26-35,Other,Hyderabad,Premium,Grocery,Brand_A,Mobile,Basic,Books,Home,Medium,Yes,4.4,27.9,3,1
C028523,56+,Female,Chennai,VIP,Grocery,Brand_E,Desktop,Silver,Sports,Sports,Low,No,3.9,2.7,3,0
C028524,56+,Male,Mumbai,New,Electronics,Brand_F,Mobile,Basic,Electronics,None,Premium,Yes,4.1,12.5,1,1
C028525,26-35,Male,Hyderabad,Regular,Beauty,Brand_A,Mobile,Gold,Fashion,Grocery,Low,Yes,1.5,21.2,7,1
C028526,46-55,Female,Chennai,Regular,Sports,Brand_F,Mobile,Basic,Home,Grocery,Low,No,3.4,9.7,2,1
C028527,18-25,Female,Ahmedabad,New,Electronics,Brand_B,Mobile,Basic,Home,Grocery,Low,No,3.8,23.7,4,0
C028528,46-55,Female,Pune,Premium,Fashion,Brand_E,Mobile,Platinum,Home,Sports,Low,No,3.8,11.8,4,1
C028529,46-55,Female,Mumbai,New,Fashion,Brand_A,Mobile,Platinum,Sports,Grocery,Medium,Yes,2.2,33.4,1,1
C028530,36-45,Male,Bengaluru,Regular,Fashion,Brand_E,Desktop,Basic,Electronics,Home,High,No,1.9,20.5,3,1
C028531,56+,Male,Bengaluru,Premium,Fashion,Brand_F,Mobile,Basic,Sports,Sports,Medium,No,3.7,12.6,3,1
C028532,26-35,Female,Chennai,Premium,Home,Brand_D,Mobile,Gold,Home,Home,Low,No,3.2,22.0,4,1
C028533,18-25,Male,Pune,Premium,Home,Brand_F,Mobile,Basic,Electronics,Fashion,Premium,Yes,2.3,5.9,1,1
C028534,26-35,Male,Bengaluru,Regular,Home,Brand_D,Mobile,Basic,Grocery,Grocery,Medium,Yes,4.7,12.0,2,1
C028535,26-35,Male,Hyderabad,Regular,Home,Brand_C,Mobile,Basic,Fashion,Electronics,Medium,No,5.0,12.0,2,1
C028536,56+,Female,Chennai,Premium,Beauty,Brand_D,Mobile,Silver,Books,Grocery,Low,No,3.6,16.1,4,1
C028537,36-45,Female,Jaipur,Regular,Sports,Brand_F,Mobile,Platinum,Beauty,Sports,Medium,No,4.6,25.5,4,1
C028538,46-55,Male,Chennai,New,Electronics,Brand_E,Mobile,Basic,Electronics,Electronics,Low,Yes,1.9,25.4,1,1
C028539,26-35,Female,Jaipur,New,Home,Brand_A,Tablet,Silver,Books,Home,Medium,No,4.3,11.5,4,1
C028540,26-35,Male,Ahmedabad,Regular,Books,Brand_D,Mobile,Gold,Fashion,Grocery,High,No,1.8,28.3,1,1
C028541,18-25,Female,Jaipur,VIP,Electronics,Brand_D,Desktop,Gold,Books,Sports,High,No,3.9,11.8,2,0
C028542,26-35,Male,Pune,Premium,Grocery,Brand_D,Mobile,Basic,Fashion,Books,Low,Yes,4.8,10.8,4,1
C028543,46-55,Male,Ahmedabad,Regular,Sports,Brand_D,Desktop,Silver,Electronics,Fashion,Medium,No,2.6,32.2,3,0
C028544,36-45,Male,Kolkata,Premium,Books,Brand_D,Desktop,Basic,Beauty,Beauty,High,Yes,3.4,10.8,3,0
C028545,26-35,Male,Pune,New,Home,Brand_D,Mobile,Platinum,Fashion,Sports,High,No,1.3,20.2,5,1
C028546,56+,Male,Pune,Regular,Fashion,Brand_C,Desktop,Basic,Beauty,Electronics,Premium,No,1.1,39.6,0,0
C028547,46-55,Male,Hyderabad,Regular,Electronics,Brand_E,Desktop,Silver,Fashion,Beauty,Premium,Yes,2.2,19.9,5,0
C028548,46-55,Female,Mumbai,VIP,Beauty,Brand_C,Desktop,Platinum,Home,Electronics,High,Yes,2.9,34.6,1,1
C028549,56+,Female,Jaipur,VIP,Books,Brand_A,Mobile,Basic,Grocery,Electronics,High,No,3.3,21.3,4,0
C028550,36-45,Male,Delhi,Premium,Books,Brand_C,Mobile,Silver,Books,None,High,Yes,2.7,24.1,2,1
C028551,36-45,Female,Chennai,Regular,Sports,Brand_D,Desktop,Silver,Electronics,Fashion,Low,Yes,4.1,38.8,4,1
C028552,46-55,Male,Nagpur,New,Books,Brand_E,Mobile,Platinum,Books,Sports,High,No,2.7,25.8,2,1
C028553,18-25,Female,Mumbai,New,Sports,Brand_F,Tablet,Basic,Grocery,Electronics,High,Yes,4.7,9.1,2,1
C028554,36-45,Male,Kolkata,Premium,Home,Brand_A,Tablet,Silver,Beauty,Sports,High,No,2.8,8.8,4,1
C028555,26-35,Male,Mumbai,Regular,Electronics,Brand_A,Mobile,Silver,Beauty,Beauty,Low,No,1.5,16.7,3,1
C028556,36-45,Female,Jaipur,Regular,Grocery,Brand_D,Mobile,Basic,Grocery,None,Premium,No,4.0,31.1,3,1
C028557,56+,Other,Ahmedabad,New,Electronics,Brand_A,Mobile,Basic,Electronics,Sports,Medium,No,2.3,39.5,4,1
C028558,46-55,Female,Kolkata,Regular,Grocery,Brand_A,Mobile,Basic,Beauty,Grocery,Medium,No,3.1,17.5,4,1
C028559,56+,Male,Ahmedabad,VIP,Fashion,Brand_E,Mobile,Basic,Grocery,Home,High,Yes,1.8,10.3,3,0
C028560,56+,Female,Hyderabad,New,Grocery,Brand_E,Tablet,Basic,Electronics,None,Medium,No,2.8,10.7,3,0
C028561,46-55,Male,Pune,VIP,Sports,Brand_C,Mobile,Silver,Home,Beauty,High,Yes,2.9,19.7,1,0
C028562,26-35,Female,Kolkata,Regular,Home,Brand_B,Desktop,Gold,Books,Fashion,High,Yes,1.9,10.6,0,0
C028563,46-55,Female,Jaipur,Regular,Grocery,Brand_E,Mobile,Gold,Electronics,None,Low,No,3.2,5.7,4,0
C028564,56+,Male,Hyderabad,VIP,Sports,Brand_A,Desktop,Silver,Electronics,Sports,Medium,Yes,4.6,8.7,1,0
C028565,18-25,Male,Jaipur,VIP,Grocery,Brand_C,Desktop,Basic,Electronics,Sports,Premium,Yes,4.5,15.0,6,1
C028566,26-35,Male,Jaipur,New,Beauty,Brand_F,Mobile,Gold,Electronics,None,High,No,4.0,18.6,8,1
C028567,46-55,Female,Jaipur,New,Home,Brand_C,Desktop,Platinum,Electronics,Sports,High,Yes,1.9,16.5,2,1
C028568,26-35,Male,Hyderabad,Regular,Books,Brand_D,Desktop,Silver,Sports,Beauty,Medium,Yes,2.1,11.4,4,0
C028569,36-45,Female,Kolkata,Premium,Electronics,Brand_A,Tablet,Gold,Electronics,Grocery,High,Yes,3.6,42.0,4,1
C028570,18-25,Male,Nagpur,Regular,Beauty,Brand_C,Mobile,Gold,Books,Beauty,High,No,4.6,17.4,4,0
C028571,18-25,Male,Delhi,New,Sports,Brand_B,Mobile,Basic,Books,Home,Low,No,3.8,15.3,0,1
C028572,18-25,Male,Ahmedabad,New,Beauty,Brand_C,Mobile,Platinum,Sports,Fashion,High,No,4.5,14.9,1,1
C028573,36-45,Male,Pune,New,Electronics,Brand_E,Mobile,Silver,Sports,Home,Low,Yes,4.6,6.5,2,1
C028574,36-45,Male,Kolkata,Regular,Electronics,Brand_F,Desktop,Gold,Grocery,Fashion,Premium,Yes,3.7,10.3,2,1
C028575,26-35,Male,Mumbai,Regular,Books,Brand_B,Mobile,Gold,Grocery,Home,Medium,Yes,1.3,20.6,4,0
C028576,36-45,Female,Kolkata,Premium,Beauty,Brand_D,Mobile,Gold,Grocery,Electronics,Low,Yes,3.8,22.1,0,1
C028577,26-35,Male,Bengaluru,Premium,Electronics,Brand_D,Desktop,Silver,Books,None,Low,Yes,3.5,11.3,1,0
C028578,18-25,Male,Pune,Regular,Grocery,Brand_A,Tablet,Silver,Home,Home,Premium,Yes,3.1,11.1,3,1
C028579,18-25,Male,Kolkata,New,Beauty,Brand_F,Desktop,Basic,Sports,Beauty,High,No,2.0,23.7,2,1
C028580,26-35,Female,Jaipur,Regular,Books,Brand_D,Mobile,Basic,Fashion,Home,Premium,Yes,1.3,68.6,2,1
C028581,18-25,Male,Delhi,Premium,Beauty,Brand_D,Mobile,Gold,Fashion,Sports,Premium,Yes,4.2,13.6,3,0
C028582,46-55,Female,Delhi,Regular,Grocery,Brand_C,Tablet,Gold,Beauty,Electronics,Low,No,1.6,13.9,5,0
C028583,26-35,Female,Hyderabad,Premium,Books,Brand_E,Mobile,Silver,Sports,Fashion,Low,No,2.5,16.7,4,0
C028584,18-25,Female,Kolkata,Regular,Electronics,Brand_F,Tablet,Platinum,Home,Home,Low,No,2.5,24.8,5,1
C028585,18-25,Male,Chennai,Regular,Grocery,Brand_E,Mobile,Basic,Books,Electronics,Medium,Yes,1.4,43.1,2,0
C028586,56+,Male,Chennai,Premium,Beauty,Brand_D,Desktop,Basic,Grocery,None,Medium,Yes,3.6,10.2,6,1
C028587,36-45,Female,Bengaluru,Regular,Grocery,Brand_F,Desktop,Gold,Books,Books,High,No,4.3,34.6,3,1
C028588,18-25,Female,Bengaluru,Premium,Electronics,Brand_B,Mobile,Silver,Books,Grocery,High,Yes,4.0,9.1,3,1
C028589,36-45,Male,Kolkata,New,Beauty,Brand_E,Desktop,Platinum,Books,Grocery,Medium,Yes,4.7,7.1,4,0
C028590,18-25,Male,Nagpur,New,Grocery,Brand_E,Mobile,Basic,Sports,Electronics,High,No,3.4,26.7,5,1
C028591,26-35,Male,Jaipur,New,Grocery,Brand_B,Desktop,Platinum,Sports,Home,Premium,No,4.6,21.5,2,1
C028592,56+,Female,Hyderabad,New,Electronics,Brand_B,Mobile,Basic,Books,Electronics,Medium,Yes,1.2,32.9,2,1
C028593,46-55,Male,Ahmedabad,New,Beauty,Brand_F,Desktop,Basic,Grocery,Grocery,High,Yes,2.5,7.2,3,1
C028594,36-45,Female,Jaipur,New,Electronics,Brand_A,Mobile,Basic,Books,Fashion,High,Yes,4.4,34.7,2,1
C028595,18-25,Male,Bengaluru,Premium,Beauty,Brand_D,Mobile,Platinum,Books,Fashion,Premium,No,3.9,22.4,3,1
C028596,36-45,Male,Hyderabad,New,Books,Brand_F,Mobile,Basic,Home,Fashion,Premium,Yes,4.4,8.2,2,1
C028597,18-25,Female,Hyderabad,New,Sports,Brand_F,Mobile,Basic,Books,Beauty,High,No,4.6,9.9,8,1
C028598,46-55,Male,Delhi,Premium,Grocery,Brand_B,Tablet,Basic,Books,Beauty,Low,No,2.3,22.0,2,1
C028599,18-25,Male,Kolkata,Premium,Home,Brand_B,Mobile,Gold,Sports,Books,Low,Yes,3.8,10.0,3,0
C028600,56+,Male,Mumbai,Premium,Beauty,Brand_C,Mobile,Silver,Sports,Books,High,No,3.8,6.2,3,1
C028601,56+,Female,Mumbai,Premium,Grocery,Brand_B,Mobile,Basic,Fashion,Home,Low,No,2.6,26.0,2,1
C028602,18-25,Female,Ahmedabad,VIP,Books,Brand_B,Desktop,Silver,Home,Beauty,High,No,3.4,9.1,2,1
C028603,46-55,Male,Ahmedabad,Premium,Fashion,Brand_F,Mobile,Silver,Home,Books,Premium,Yes,3.9,59.2,3,1
C028604,56+,Male,Hyderabad,Regular,Beauty,Brand_C,Mobile,Platinum,Home,Electronics,Low,No,1.0,21.4,5,0
C028605,26-35,Male,Kolkata,Premium,Sports,Brand_E,Mobile,Silver,Grocery,Electronics,High,Yes,3.8,11.2,5,0
C028606,46-55,Male,Bengaluru,New,Home,Brand_B,Mobile,Silver,Electronics,Books,High,No,4.1,16.1,3,1
C028607,18-25,Male,Pune,Regular,Books,Brand_E,Desktop,Platinum,Fashion,Home,Premium,Yes,4.9,13.0,5,1
C028608,18-25,Female,Bengaluru,Premium,Books,Brand_B,Mobile,Silver,Grocery,Books,Premium,No,4.5,10.3,2,1
C028609,46-55,Male,Delhi,Regular,Books,Brand_D,Desktop,Silver,Grocery,Fashion,Premium,No,1.0,18.2,4,1
C028610,36-45,Other,Pune,Regular,Beauty,Brand_D,Mobile,Basic,Books,Grocery,Low,No,2.4,30.0,5,1
C028611,26-35,Male,Jaipur,Regular,Fashion,Brand_F,Mobile,Silver,Books,Fashion,Premium,Yes,1.2,16.3,1,1
C028612,18-25,Female,Nagpur,New,Home,Brand_C,Mobile,Silver,Sports,Books,Low,Yes,4.5,36.4,4,1
C028613,46-55,Female,Jaipur,New,Fashion,Brand_D,Desktop,Gold,Books,Sports,Low,Yes,2.5,10.8,5,0
C028614,46-55,Male,Mumbai,Regular,Fashion,Brand_B,Mobile,Basic,Home,Home,Premium,No,2.0,30.7,4,0
C028615,46-55,Female,Pune,Regular,Sports,Brand_D,Mobile,Basic,Electronics,None,Medium,Yes,4.0,3.7,5,1
C028616,18-25,Male,Kolkata,Premium,Books,Brand_F,Mobile,Silver,Fashion,Electronics,High,No,2.1,4.3,4,0
C028617,56+,Male,Hyderabad,Premium,Books,Brand_A,Mobile,Basic,Fashion,Grocery,Premium,Yes,3.1,10.9,2,1
C028618,56+,Female,Kolkata,Premium,Fashion,Brand_F,Desktop,Gold,Grocery,Beauty,Medium,No,1.5,25.6,1,1
C028619,36-45,Male,Jaipur,Premium,Books,Brand_A,Desktop,Gold,Electronics,Fashion,Low,Yes,1.5,44.3,3,1
C028620,36-45,Female,Bengaluru,New,Home,Brand_F,Mobile,Silver,Beauty,Fashion,High,No,4.0,11.9,5,1
C028621,26-35,Male,Nagpur,Regular,Grocery,Brand_E,Tablet,Basic,Home,Sports,Low,Yes,4.9,11.7,0,0
C028622,36-45,Male,Ahmedabad,Regular,Beauty,Brand_A,Mobile,Silver,Electronics,Fashion,Low,Yes,3.3,66.8,2,1
C028623,18-25,Male,Nagpur,Regular,Sports,Brand_A,Desktop,Basic,Books,Electronics,Medium,No,1.8,8.9,3,0
C028624,26-35,Male,Ahmedabad,Regular,Electronics,Brand_F,Desktop,Gold,Sports,Grocery,Premium,No,1.2,8.5,2,0
C028625,26-35,Female,Bengaluru,New,Grocery,Brand_C,Mobile,Silver,Beauty,Sports,Medium,Yes,3.5,14.2,2,1
C028626,36-45,Female,Mumbai,New,Beauty,Brand_E,Mobile,Silver,Books,Beauty,Low,No,3.1,16.7,2,0
C028627,36-45,Male,Chennai,New,Grocery,Brand_D,Mobile,Silver,Electronics,Books,Medium,No,1.3,51.9,4,1
C028628,56+,Male,Pune,New,Fashion,Brand_F,Mobile,Basic,Fashion,Books,Medium,Yes,1.2,19.2,4,0
C028629,56+,Female,Hyderabad,Regular,Electronics,Brand_A,Mobile,Gold,Beauty,Electronics,Premium,No,4.8,3.8,2,1
C028630,18-25,Male,Jaipur,Premium,Books,Brand_E,Mobile,Basic,Fashion,Books,High,Yes,1.3,25.4,2,1
C028631,46-55,Female,Chennai,New,Sports,Brand_B,Mobile,Silver,Grocery,Home,Premium,No,3.9,10.7,3,0
C028632,46-55,Male,Chennai,Regular,Beauty,Brand_A,Mobile,Basic,Fashion,Electronics,High,Yes,1.6,10.5,0,0
C028633,18-25,Female,Bengaluru,New,Home,Brand_D,Mobile,Silver,Electronics,Beauty,Premium,No,3.8,20.7,0,0
C028634,18-25,Male,Nagpur,Premium,Books,Brand_A,Mobile,Silver,Fashion,Home,Medium,Yes,2.9,2.7,3,0
C028635,26-35,Male,Hyderabad,Premium,Electronics,Brand_C,Desktop,Silver,Grocery,Sports,Low,Yes,4.8,31.1,3,1
C028636,46-55,Male,Mumbai,Regular,Beauty,Brand_F,Desktop,Basic,Electronics,Home,Low,No,2.5,21.5,4,1
C028637,26-35,Female,Bengaluru,Premium,Home,Brand_B,Mobile,Silver,Sports,None,Low,No,4.2,21.1,4,1
C028638,36-45,Other,Nagpur,Regular,Fashion,Brand_C,Mobile,Basic,Grocery,Home,High,No,2.5,20.2,4,1
C028639,18-25,Female,Kolkata,Premium,Electronics,Brand_C,Mobile,Gold,Fashion,None,Low,Yes,3.5,9.7,3,1
C028640,56+,Female,Jaipur,New,Beauty,Brand_E,Mobile,Gold,Sports,Electronics,Low,Yes,1.6,22.2,6,0
C028641,36-45,Female,Bengaluru,Premium,Electronics,Brand_A,Mobile,Basic,Electronics,Electronics,Premium,Yes,3.0,8.6,6,1
C028642,26-35,Male,Hyderabad,Regular,Sports,Brand_B,Mobile,Silver,Beauty,Fashion,Premium,Yes,1.2,36.9,3,1
C028643,26-35,Male,Pune,New,Home,Brand_F,Mobile,Gold,Electronics,Fashion,Low,Yes,2.0,9.8,3,1
C028644,18-25,Female,Bengaluru,Premium,Home,Brand_C,Desktop,Silver,Home,Grocery,Low,Yes,1.3,22.6,0,0
C028645,56+,Female,Hyderabad,Regular,Books,Brand_D,Mobile,Basic,Electronics,Electronics,Medium,Yes,2.1,8.6,2,1
C028646,18-25,Male,Kolkata,New,Books,Brand_A,Mobile,Basic,Fashion,Beauty,Medium,Yes,3.5,42.4,4,1
C028647,56+,Female,Chennai,Premium,Beauty,Brand_D,Mobile,Basic,Sports,Electronics,Premium,Yes,3.9,3.6,3,0
C028648,46-55,Male,Kolkata,Regular,Home,Brand_F,Tablet,Silver,Sports,Books,Premium,Yes,4.1,18.7,4,1
C028649,26-35,Male,Nagpur,Premium,Fashion,Brand_D,Mobile,Gold,Books,Sports,Low,Yes,4.9,22.8,3,1
C028650,18-25,Other,Kolkata,Regular,Grocery,Brand_E,Tablet,Gold,Fashion,Books,Medium,No,1.8,10.9,2,1
C028651,18-25,Male,Hyderabad,Regular,Fashion,Brand_F,Tablet,Basic,Home,Electronics,Low,No,4.5,4.9,2,1
C028652,26-35,Male,Delhi,Regular,Fashion,Brand_A,Desktop,Basic,Fashion,Grocery,High,Yes,2.1,17.1,3,1
C028653,56+,Female,Hyderabad,New,Beauty,Brand_B,Mobile,Silver,Beauty,Beauty,Medium,No,4.6,28.4,4,1
C028654,18-25,Male,Nagpur,Regular,Grocery,Brand_E,Desktop,Silver,Home,Grocery,Medium,Yes,3.0,56.6,3,1
C028655,26-35,Male,Jaipur,Regular,Sports,Brand_F,Desktop,Silver,Beauty,None,Premium,No,1.7,38.1,0,0
C028656,56+,Male,Bengaluru,New,Beauty,Brand_F,Desktop,Basic,Fashion,Home,Low,Yes,4.4,21.7,2,1
C028657,46-55,Female,Chennai,Premium,Books,Brand_F,Desktop,Silver,Fashion,Home,Medium,Yes,2.2,21.1,2,1
C028658,56+,Male,Jaipur,VIP,Grocery,Brand_E,Mobile,Gold,Electronics,Sports,Low,No,1.9,9.9,2,1
C028659,56+,Female,Ahmedabad,Regular,Electronics,Brand_A,Desktop,Basic,Home,Electronics,Medium,Yes,4.1,28.3,6,1
C028660,26-35,Female,Kolkata,Regular,Books,Brand_D,Desktop,Basic,Books,None,Low,No,3.6,10.1,4,0
C028661,26-35,Male,Ahmedabad,Premium,Electronics,Brand_A,Mobile,Basic,Books,Grocery,Premium,Yes,3.5,21.4,0,0
C028662,18-25,Male,Bengaluru,Regular,Beauty,Brand_D,Mobile,Basic,Books,Beauty,Medium,Yes,1.9,8.5,3,0
C028663,18-25,Male,Ahmedabad,New,Grocery,Brand_F,Mobile,Basic,Grocery,None,High,No,1.4,19.1,1,1
C028664,18-25,Female,Ahmedabad,Regular,Home,Brand_A,Mobile,Silver,Grocery,Electronics,Medium,No,3.0,10.9,1,1
C028665,36-45,Male,Nagpur,New,Grocery,Brand_B,Desktop,Silver,Beauty,Beauty,Low,No,2.7,15.4,1,0
C028666,46-55,Female,Hyderabad,New,Books,Brand_B,Mobile,Basic,Fashion,None,Low,Yes,4.2,9.5,3,0
C028667,56+,Female,Delhi,Regular,Fashion,Brand_B,Tablet,Platinum,Electronics,Beauty,Medium,No,4.4,43.5,2,1
C028668,26-35,Female,Delhi,Regular,Books,Brand_F,Desktop,Basic,Fashion,Sports,Premium,Yes,1.6,32.8,1,1
C028669,46-55,Female,Hyderabad,Regular,Beauty,Brand_F,Desktop,Basic,Electronics,Fashion,Low,No,1.9,28.5,4,1
C028670,46-55,Male,Pune,New,Books,Brand_B,Mobile,Silver,Sports,Beauty,Low,No,4.0,25.6,3,1
C028671,36-45,Male,Pune,VIP,Books,Brand_A,Mobile,Silver,Fashion,Home,High,No,4.3,33.5,4,1
C028672,26-35,Female,Nagpur,Premium,Home,Brand_B,Desktop,Silver,Home,None,Low,No,1.6,28.7,2,1
C028673,36-45,Male,Ahmedabad,Regular,Electronics,Brand_A,Mobile,Basic,Grocery,Electronics,High,Yes,2.4,17.9,3,1
C028674,56+,Female,Jaipur,New,Beauty,Brand_C,Mobile,Basic,Electronics,Beauty,High,Yes,4.1,4.3,2,1
C028675,46-55,Female,Delhi,New,Grocery,Brand_B,Desktop,Basic,Grocery,Fashion,Premium,Yes,3.0,27.4,4,1
C028676,18-25,Male,Kolkata,Premium,Beauty,Brand_A,Mobile,Basic,Home,Grocery,Premium,Yes,2.1,22.5,1,1
C028677,36-45,Other,Jaipur,Regular,Home,Brand_B,Mobile,Platinum,Sports,Sports,High,Yes,1.8,2.0,2,0
C028678,56+,Male,Hyderabad,Regular,Sports,Brand_A,Mobile,Basic,Sports,None,Low,Yes,1.4,3.3,4,0
C028679,26-35,Male,Delhi,Regular,Books,Brand_E,Mobile,Basic,Grocery,Fashion,High,Yes,4.9,12.9,2,1
C028680,46-55,Female,Bengaluru,Regular,Fashion,Brand_D,Mobile,Basic,Sports,Grocery,High,Yes,4.7,8.2,3,0
C028681,56+,Other,Jaipur,Regular,Books,Brand_A,Mobile,Platinum,Home,Books,Premium,Yes,1.3,14.5,5,1
C028682,46-55,Female,Nagpur,Regular,Books,Brand_F,Desktop,Basic,Grocery,Electronics,High,Yes,4.1,23.6,3,1
C028683,26-35,Female,Kolkata,New,Electronics,Brand_F,Desktop,Silver,Grocery,Sports,High,No,1.6,7.3,3,0
C028684,18-25,Male,Chennai,Regular,Electronics,Brand_B,Desktop,Silver,Home,Fashion,Medium,No,1.1,21.1,4,1
