DeltaPower,ThetaPower,AlphaPower,BetaPower,GammaPower,MeanAmplitude,PeakFrequency,SignalEntropy,SignalVariance,BrainState
19.767,16.761,24.489,35.937,21.459,13.867,17.878,2.574,0.66,Stressed
16.665,17.725,21.622,48.863,24.64,15.385,17.986,2.524,0.766,Stressed
34.85,28.506,20.569,24.17,10.104,7.551,10.11,1.561,0.537,Normal
20.936,15.717,22.109,44.195,20.188,15.274,16.999,2.194,0.714,Stressed
30.775,20.503,34.169,24.09,10.749,8.943,9.985,1.692,0.555,Normal
18.86,20.277,40.608,29.294,11.417,10.783,13.465,2.114,0.598,Focused
44.363,34.476,28.684,11.518,5.493,5.15,6.28,1.421,0.438,Drowsy
18.967,19.439,40.109,25.373,12.862,12.791,12.823,2.044,0.648,Focused
25.541,16.396,35.787,36.727,16.831,11.844,12.944,2.338,0.588,Focused
36.691,31.659,28.145,11.883,8.465,7.29,7.682,1.63,0.5,Drowsy
44.204,27.933,26.609,13.489,6.658,7.362,7.148,1.485,0.467,Drowsy
45.819,33.235,25.113,12.95,8.484,7.558,7.112,1.439,0.327,Drowsy
42.931,30.969,24.353,10.304,8.235,5.067,4.792,1.659,0.45,Drowsy
20.112,11.421,22.372,31.302,17.718,10.292,17.836,2.263,0.704,Stressed
17.311,18.883,33.306,26.806,11.442,12.669,13.245,2.284,0.588,Focused
45.632,33.678,23.864,14.999,7.362,4.086,6.846,1.422,0.348,Drowsy
20.577,15.822,29.05,33.343,11.371,11.143,13.684,2.181,0.602,Focused
23.312,20.311,32.529,23.106,15.441,9.758,11.578,2.117,0.668,Focused
30.086,18.81,31.949,24.004,9.308,4.113,9.345,1.847,0.461,Normal
14.845,18.287,25.944,31.763,26.506,14.904,16.947,2.231,0.687,Stressed
48.17,31.86,22.056,9.977,7.09,5.522,7.752,1.49,0.492,Drowsy
16.912,15.669,26.058,46.134,21.369,15.153,19.798,2.362,0.762,Stressed
49.384,34.511,27.37,13.396,7.275,3.916,6.765,1.627,0.477,Drowsy
18.173,16.616,21.155,43.471,20.205,12.426,16.885,2.34,0.696,Stressed
22.856,16.849,41.829,26.787,12.487,9.554,15.296,2.213,0.649,Focused
37.043,24.186,22.888,19.52,9.827,6.185,10.72,1.984,0.623,Normal
35.043,20.222,26.166,21.194,9.269,7.72,10.068,1.864,0.546,Normal
51.993,22.7,22.342,11.521,7.591,9.748,6.726,1.331,0.504,Drowsy
18.498,16.195,24.882,40.445,22.983,15.185,16.25,2.596,0.722,Stressed
46.016,27.302,26.013,11.215,8.526,4.096,8.843,1.487,0.498,Drowsy
43.415,30.371,18.058,14.41,7.371,7.841,5.103,1.649,0.614,Drowsy
17.43,21.229,38.188,33.701,15.599,9.468,14.568,2.068,0.671,Focused
21.35,20.131,34.753,26.076,13.73,10.274,12.841,2.079,0.649,Focused
22.666,17.749,38.979,38.06,15.656,12.304,13.453,1.993,0.677,Focused
41.785,23.072,34.382,26.016,11.198,7.353,10.484,1.797,0.496,Normal
30.576,22.204,36.891,21.497,10.261,9.305,10.595,1.818,0.572,Normal
10.222,14.654,21.478,42.557,18.067,14.677,19.851,2.519,0.754,Stressed
45.849,28.199,24.49,14.357,6.846,5.97,6.421,1.632,0.598,Drowsy
37.134,20.822,22.25,23.026,12.992,7.991,11.006,1.81,0.544,Normal
17.387,18.286,26.943,41.014,19.185,16.441,18.776,2.318,0.62,Stressed
35.817,21.862,25.248,20.385,9.956,7.356,9.169,1.631,0.545,Normal
50.596,30.298,25.11,8.567,7.626,6.201,7.514,1.415,0.457,Drowsy
23.445,19.186,36.837,31.518,14.551,11.129,11.337,2.072,0.569,Focused
24.485,15.77,39.815,38.948,13.634,9.729,13.217,1.969,0.573,Focused
19.825,16.447,47.347,32.003,15.314,9.814,13.064,2.23,0.539,Focused
38.849,24.998,33.593,14.354,12.506,7.791,11.33,1.675,0.587,Normal
39.14,27.42,39.322,23.53,10.391,8.292,9.576,1.841,0.532,Normal
34.113,21.157,29.527,22.203,9.73,7.025,10.202,1.853,0.485,Normal
20.424,12.837,36.12,35.508,14.903,11.642,13.664,1.947,0.651,Focused
33.026,24.766,28.428,21.825,12.52,7.629,9.57,1.722,0.595,Normal
21.678,17.011,37.273,30.577,11.735,9.928,14.626,2.139,0.63,Focused
16.727,13.593,25.14,39.438,23.778,14.481,16.995,2.507,0.756,Stressed
16.24,13.166,29.2,36.96,19.768,16.516,22.235,2.251,0.727,Stressed
20.001,15.259,24.524,35.027,21.046,13.857,17.83,2.505,0.747,Stressed
19.012,19.423,23.288,28.581,21.608,16.478,16.097,2.421,0.727,Stressed
22.081,16.457,21.579,41.059,19.155,15.487,18.697,2.545,0.699,Stressed
44.622,19.998,24.077,24.7,12.928,10.076,10.677,1.871,0.601,Normal
46.903,27.933,24.157,12.834,8.186,5.058,7.119,1.541,0.42,Drowsy
25.154,19.932,31.74,33.35,10.677,11.07,16.277,1.986,0.57,Focused
17.416,15.947,29.625,43.297,23.687,15.896,17.146,2.414,0.714,Stressed
16.31,17.638,24.713,39.954,22.11,15.721,19.736,2.345,0.674,Stressed
47.99,33.922,32.096,9.928,6.811,2.432,7.231,1.544,0.478,Drowsy
13.578,15.576,20.162,32.069,22.321,15.817,18.539,2.511,0.671,Stressed
22.65,25.889,30.701,21.951,9.534,9.686,11.137,1.707,0.574,Normal
38.649,36.798,24.507,13.005,6.298,6.462,5.437,1.554,0.459,Drowsy
19.703,17.755,21.157,47.756,17.684,15.319,17.988,2.379,0.78,Stressed
21.565,14.792,23.908,40.161,14.678,13.248,16.684,2.499,0.752,Stressed
19.553,19.494,23.761,43.115,18.597,18.679,20.38,2.401,0.723,Stressed
20.285,14.978,22.881,34.605,20.907,18.69,18.938,2.296,0.768,Stressed
47.03,28.826,26.171,11.778,6.731,3.331,5.872,1.557,0.583,Drowsy
19.858,17.556,20.672,43.48,23.664,17.854,21.438,2.292,0.869,Stressed
16.626,14.915,29.389,35.916,25.859,15.656,18.11,2.457,0.852,Stressed
20.107,15.225,42.459,23.914,15.938,13.08,13.637,1.788,0.598,Focused
13.778,15.404,26.537,42.595,21.486,14.437,17.213,2.552,0.67,Stressed
42.329,29.979,27.352,11.729,8.002,7.532,8.103,1.445,0.415,Drowsy
21.283,21.615,44.113,27.01,15.394,12.217,12.622,2.198,0.712,Focused
18.126,15.245,18.502,42.258,24.734,15.696,18.731,2.469,0.724,Stressed
25.407,17.142,32.974,33.335,14.146,11.534,14.23,2.161,0.707,Focused
20.469,15.502,41.876,33.604,14.181,11.581,14.388,2.254,0.698,Focused
39.408,22.459,34.743,22.522,12.49,6.966,12.083,1.824,0.511,Normal
55.892,34.317,24.903,11.875,8.579,6.781,6.607,1.329,0.504,Drowsy
33.096,28.183,31.176,22.793,10.747,6.292,11.247,1.791,0.59,Normal
19.843,15.051,24.817,44.62,22.797,14.912,17.735,2.423,0.631,Stressed
43.691,22.918,24.936,12.423,7.21,5.51,7.15,1.682,0.503,Drowsy
52.708,33.435,28.655,15.171,6.701,6.164,6.5,1.5,0.572,Drowsy
16.38,18.99,33.532,27.571,11.165,8.309,12.373,2.015,0.737,Focused
15.311,15.265,22.254,37.664,22.265,16.06,17.977,2.334,0.619,Stressed
16.786,13.257,27.425,43.203,19.932,17.046,18.795,2.301,0.638,Stressed
30.498,19.525,32.944,22.994,8.918,6.696,11.351,1.657,0.649,Normal
15.971,15.262,23.407,47.707,15.006,16.809,16.876,2.235,0.771,Stressed
47.452,28.801,24.069,9.771,7.222,5.939,7.894,1.511,0.47,Drowsy
22.582,20.631,35.66,29.243,13.613,12.77,14.233,2.036,0.649,Focused
41.646,32.954,25.553,11.395,5.4,8.167,5.527,1.429,0.502,Drowsy
23.408,19.813,43.555,36.06,15.465,10.527,13.314,2.14,0.676,Focused
16.858,17.493,19.799,41.129,15.237,14.599,18.528,2.337,0.637,Stressed
39.715,28.145,24.62,12.633,8.065,5.963,5.293,1.601,0.525,Drowsy
25.618,19.502,39.294,28.207,12.577,12.874,14.935,2.095,0.595,Focused
23.209,21.617,37.974,34.568,12.166,10.419,14.835,2.202,0.602,Focused
53.743,34.058,21.61,10.814,8.001,5.78,4.336,1.332,0.465,Drowsy
55.829,32.738,19.771,11.125,8.317,8.172,8.126,1.479,0.485,Drowsy
40.696,29.394,25.205,9.485,7.279,4.429,9.053,1.563,0.456,Drowsy
18.711,18.119,34.764,27.167,13.635,10.537,16.912,2.152,0.537,Focused
24.92,16.782,34.278,32.3,15.448,11.209,12.108,2.004,0.616,Focused
24.874,17.187,38.086,27.501,16.849,13.846,14.188,2.223,0.631,Focused
33.889,18.229,32.288,18.728,10.072,8.416,11.633,1.643,0.369,Normal
15.868,11.669,25.241,40.835,18.516,12.571,18.756,2.368,0.733,Stressed
20.545,16.784,20.038,37.727,27.063,16.087,20.843,2.567,0.715,Stressed
23.301,17.876,42.904,32.809,14.352,9.363,14.281,2.224,0.57,Focused
21.055,17.699,41.373,24.668,16.215,11.109,13.506,2.089,0.618,Focused
51.366,29.638,24.828,12.591,6.806,8.09,8.007,1.605,0.422,Drowsy
40.897,35.008,20.932,11.718,6.124,6.856,6.602,1.438,0.531,Drowsy
17.164,19.337,25.235,41.626,19.692,14.898,17.684,2.364,0.732,Stressed
18.926,17.479,30.317,44.587,19.864,13.664,17.323,2.329,0.739,Stressed
17.946,17.205,28.794,41.266,18.659,15.701,17.347,2.339,0.609,Stressed
44.929,28.761,23.876,10.589,5.356,4.998,7.232,1.338,0.481,Drowsy
21.144,17.981,19.942,42.136,22.042,16.338,16.664,2.321,0.76,Stressed
17.89,16.308,25.907,35.012,24.05,15.368,18.872,2.325,0.777,Stressed
48.788,21.705,23.917,15.892,6.806,7.655,8.73,1.526,0.429,Drowsy
21.251,13.926,24.469,47.176,16.849,15.591,17.037,2.339,0.652,Stressed
52.221,25.413,28.145,12.702,6.383,5.788,8.918,1.588,0.481,Drowsy
17.64,15.977,21.183,32.813,21.744,16.041,19.901,2.305,0.742,Stressed
44.594,23.352,23.714,13.482,6.717,4.73,8.111,1.46,0.449,Drowsy
13.526,18.242,21.768,35.898,19.033,15.408,17.931,2.466,0.62,Stressed
32.047,23.899,36.375,20.345,12.175,9.062,9.325,1.876,0.608,Normal
43.499,24.02,29.316,21.056,9.784,10.059,7.346,1.984,0.465,Normal
53.298,33.668,23.217,11.113,6.126,7.048,8.739,1.462,0.466,Drowsy
38.426,26.478,27.901,21.559,10.339,7.627,11.929,1.859,0.594,Normal
61.757,34.263,27.168,12.161,7.846,6.777,7.031,1.464,0.475,Drowsy
35.088,25.964,28.883,22.856,9.844,8.145,10.714,1.702,0.676,Normal
45.259,27.026,22.939,10.055,6.936,3.473,7.229,1.496,0.489,Drowsy
35.592,18.907,31.163,21.61,9.441,5.608,10.616,1.736,0.48,Normal
43.753,26.997,18.202,11.495,6.809,7.073,5.321,1.318,0.507,Drowsy
17.378,16.828,23.673,39.732,19.094,17.017,17.12,2.311,0.827,Stressed
18.72,18.494,25.923,36.572,22.828,14.551,16.517,2.379,0.786,Stressed
16.419,21.226,26.432,45.288,21.181,12.591,18.474,2.529,0.649,Stressed
19.157,18.321,18.874,45.108,26.013,14.323,20.274,2.368,0.618,Stressed
44.499,23.645,30.223,10.143,7.049,7.369,7.506,1.493,0.378,Drowsy
32.603,21.603,31.697,20.542,10.76,8.304,8.181,1.986,0.658,Normal
57.26,29.926,25.868,10.302,6.815,6.914,5.134,1.524,0.486,Drowsy
30.332,24.71,31.794,25.01,11.897,6.477,9.027,1.649,0.536,Normal
44.239,28.021,24.054,12.386,7.601,5.923,7.019,1.517,0.449,Drowsy
45.099,29.458,22.702,10.376,7.26,4.09,6.502,1.381,0.513,Drowsy
53.667,30.453,23.57,10.121,6.249,3.538,7.015,1.356,0.464,Drowsy
23.634,21.539,39.739,33.197,11.448,7.054,14.466,2.089,0.589,Focused
48.667,31.403,18.339,10.275,7.745,6.43,6.823,1.568,0.578,Drowsy
21.54,17.743,21.963,50.607,20.785,13.747,19.983,2.649,0.698,Stressed
39.202,22.069,35.013,21.34,10.346,8.39,9.839,1.897,0.598,Normal
17.164,15.729,44.828,39.134,13.826,9.141,16.515,2.291,0.661,Focused
19.274,10.908,27.935,36.459,21.648,16.112,16.948,2.479,0.677,Stressed
22.512,15.257,39.309,28.805,12.928,9.777,12.721,2.355,0.7,Focused
16.472,14.966,21.926,34.597,19.901,12.788,19.136,2.407,0.725,Stressed
20.085,17.352,29.334,37.995,17.366,14.458,19.723,2.181,0.576,Stressed
32.254,22.284,34.948,16.362,13.765,9.584,10.268,1.793,0.567,Normal
35.877,18.356,25.219,22.52,10.886,8.257,9.861,1.764,0.461,Normal
16.517,18.234,27.078,33.827,17.388,18.841,20.101,2.396,0.715,Stressed
48.168,32.513,21.302,11.014,7.384,9.147,6.834,1.571,0.474,Drowsy
18.555,13.459,22.745,44.212,20.844,15.853,18.46,2.595,0.714,Stressed
46.692,29.49,25.407,13.049,7.536,6.388,8.435,1.318,0.51,Drowsy
43.084,27.59,22.065,14.59,7.464,4.595,8.327,1.524,0.495,Drowsy
40.674,30.761,28.188,11.459,8.135,7.939,8.996,1.537,0.515,Drowsy
49.63,28.778,24.876,12.028,6.326,6.868,7.552,1.685,0.555,Drowsy
45.859,24.681,25.773,14.725,6.258,4.84,5.955,1.587,0.507,Drowsy
32.944,27.007,32.455,26.875,10.701,7.461,10.709,1.933,0.599,Normal
17.445,16.533,21.313,35.215,21.652,14.335,16.975,2.323,0.742,Stressed
46.978,30.297,23.892,9.726,6.313,6.587,7.698,1.498,0.549,Drowsy
64.809,29.337,21.609,12.393,5.257,5.862,7.019,1.595,0.538,Drowsy
22.394,18.787,38.033,23.988,14.27,14.319,13.568,2.013,0.642,Focused
50.006,26.768,23.537,13.547,7.417,9.113,8.416,1.637,0.397,Drowsy
39.081,25.859,34.927,19.453,10.823,9.588,7.89,1.658,0.428,Normal
36.18,22.207,29.251,20.698,9.293,9.274,10.428,1.717,0.604,Normal
18.07,17.676,26.108,38.516,20.972,14.947,16.975,2.555,0.703,Stressed
22.141,13.071,20.676,44.105,20.634,16.971,17.981,2.296,0.687,Stressed
42.985,23.825,27.45,18.004,7.836,5.624,10.321,1.861,0.455,Normal
32.052,22.091,24.951,26.619,8.507,6.961,9.138,1.907,0.532,Normal
38.636,20.543,28.796,20.746,9.216,10.648,10.486,1.649,0.605,Normal
20.831,18.249,20.381,46.188,19.236,15.901,16.913,2.417,0.719,Stressed
39.055,27.56,30.319,22.521,9.259,7.526,10.739,1.944,0.542,Normal
24.83,16.101,39.59,31.519,15.423,10.827,13.538,2.165,0.673,Focused
17.206,17.349,20.163,45.622,16.484,13.997,16.802,2.189,0.706,Stressed
22.516,17.786,39.988,22.276,15.146,11.189,13.733,2.346,0.58,Focused
21.887,18.125,41.869,23.372,12.981,11.317,15.44,2.041,0.507,Focused
19.854,19.778,39.029,32.068,12.361,12.955,14.798,2.034,0.68,Focused
43.186,33.95,27.602,11.284,7.484,3.737,7.222,1.554,0.582,Drowsy
16.148,19.086,26.631,28.292,16.737,10.127,12.591,2.076,0.744,Focused
50.739,23.711,23.384,11.633,7.215,7.79,6.074,1.44,0.449,Drowsy
19.769,19.195,37.845,25.876,14.707,10.133,15.057,2.1,0.644,Focused
32.557,21.078,27.663,18.769,10.041,6.845,10.281,1.613,0.57,Normal
36.657,22.788,31.043,27.479,11.045,7.511,11.441,1.751,0.428,Normal
21.793,14.022,42.068,29.735,15.174,11.038,12.148,2.12,0.752,Focused
54.894,27.851,19.977,11.843,7.029,6.241,8.635,1.472,0.473,Drowsy
32.316,20.19,35.911,24.666,9.174,11.379,11.178,1.761,0.4,Normal
15.4,16.432,25.813,38.564,21.63,13.935,15.462,2.349,0.704,Stressed
46.668,27.925,29.413,10.993,6.129,6.998,6.045,1.386,0.393,Drowsy
19.717,18.59,27.048,42.258,20.028,13.529,18.888,2.602,0.721,Stressed
18.148,16.243,30.641,33.283,21.911,17.496,17.61,2.503,0.641,Stressed
35.99,26.22,24.677,25.02,10.406,7.377,10.759,2.072,0.561,Normal
15.732,14.133,22.703,36.371,20.537,12.08,16.658,2.585,0.644,Stressed
30.84,22.369,30.359,20.671,8.139,8.103,8.725,1.857,0.495,Normal
39.183,21.82,24.881,25.964,9.613,7.624,11.594,1.867,0.577,Normal
37.181,28.414,29.608,23.061,10.828,7.398,10.269,1.802,0.556,Normal
22.271,16.957,29.878,23.435,14.381,10.158,13.336,2.184,0.69,Focused
20.936,22.302,34.206,29.888,13.753,12.261,14.249,1.945,0.588,Focused
36.362,20.604,34.276,20.773,10.241,8.425,9.689,1.87,0.522,Normal
16.259,14.989,20.192,41.964,21.6,12.975,17.454,2.238,0.646,Stressed
37.611,22.936,31.358,21.923,11.351,7.923,7.872,1.951,0.496,Normal
19.484,15.163,21.577,37.706,19.893,17.013,15.679,2.403,0.737,Stressed
32.772,22.342,29.01,15.923,8.182,10.05,11.974,1.77,0.585,Normal
18.84,13.746,27.204,39.659,20.205,14.582,18.927,2.494,0.72,Stressed
19.407,18.127,40.038,30.685,14.286,9.556,13.752,2.173,0.629,Focused
48.848,27.55,26.845,12.734,7.682,6.498,10.522,1.377,0.377,Drowsy
46.187,30.466,17.858,9.365,7.517,7.556,5.907,1.471,0.498,Drowsy
57.748,30.52,16.89,12.489,6.708,5.888,6.558,1.597,0.547,Drowsy
24.256,15.641,42.06,32.66,14.929,9.237,12.926,2.172,0.563,Focused
48.166,29.334,28.636,10.215,7.511,7.652,7.86,1.779,0.448,Drowsy
22.525,18.943,39.844,36.745,12.201,12.02,15.431,1.887,0.639,Focused
44.051,32.953,22.147,13.002,6.566,4.465,7.336,1.179,0.375,Drowsy
22.643,17.87,43.143,32.331,12.745,12.485,13.739,2.163,0.591,Focused
19.276,19.286,35.31,31.492,14.121,8.75,13.065,2.262,0.673,Focused
19.441,13.033,22.954,41.424,21.281,17.239,17.531,2.578,0.66,Stressed
18.651,15.93,18.995,40.087,22.906,14.101,18.494,2.502,0.645,Stressed
14.96,13.508,27.785,43.424,17.538,15.911,19.761,2.396,0.856,Stressed
25.088,17.505,37.802,26.121,14.864,11.858,13.925,2.235,0.6,Focused
38.759,22.609,30.528,26.256,11.076,7.597,8.931,1.542,0.507,Normal
35.089,24.889,36.128,22.636,13.122,8.848,7.887,1.89,0.573,Normal
47.718,32.561,34.339,13.164,6.288,5.364,6.456,1.285,0.46,Drowsy
55.754,29.304,29.415,11.969,7.594,8.213,6.768,1.526,0.557,Drowsy
20.904,18.073,38.508,31.312,14.665,12.039,14.882,1.982,0.603,Focused
53.514,29.618,28.7,11.989,6.674,7.959,6.41,1.33,0.449,Drowsy
19.943,18.439,35.913,32.713,16.535,11.908,14.61,2.048,0.531,Focused
19.8,18.463,24.225,33.723,19.172,15.066,15.797,2.567,0.709,Stressed
15.19,15.176,26.779,46.24,22.305,12.309,19.3,2.179,0.754,Stressed
30.506,19.606,27.509,21.88,10.292,7.638,10.422,1.65,0.637,Normal
61.39,29.939,26.515,12.122,6.401,3.269,6.153,1.333,0.582,Drowsy
20.344,18.098,38.233,30.073,11.694,11.484,13.927,2.16,0.588,Focused
37.279,22.665,28.323,22.639,7.704,5.413,9.325,1.678,0.569,Normal
19.601,15.447,24.433,40.757,20.468,14.964,18.613,2.305,0.784,Stressed
21.068,17.137,21.965,43.454,19.831,14.569,18.522,2.311,0.679,Stressed
46.925,32.625,26.053,12.492,6.772,4.175,5.654,1.585,0.481,Drowsy
36.293,19.075,25.147,23.962,10.205,7.724,10.022,1.842,0.518,Normal
30.684,27.645,26.882,24.559,10.513,7.031,12.13,1.657,0.605,Normal
40.366,22.296,31.97,21.466,9.739,9.648,10.99,1.898,0.628,Normal
18.053,16.616,26.886,47.489,15.316,13.027,19.571,2.367,0.66,Stressed
52.659,27.896,22.752,11.681,6.011,8.731,6.32,1.6,0.493,Drowsy
18.379,21.475,41.777,36.189,13.222,10.775,12.28,2.037,0.65,Focused
24.269,18.172,43.196,30.513,12.154,13.131,13.864,2.127,0.694,Focused
18.813,15.677,45.644,28.369,12.062,12.706,14.406,1.987,0.633,Focused
39.475,22.51,35.074,28.069,9.565,7.332,11.744,1.99,0.519,Normal
20.127,17.377,34.426,38.662,12.561,10.167,14.245,1.956,0.596,Focused
16.283,12.021,24.444,39.603,22.727,15.539,19.601,2.316,0.768,Stressed
48.238,33.734,26.003,14.128,6.165,6.204,7.101,1.372,0.537,Drowsy
22.954,15.207,40.61,33.73,10.859,9.257,13.66,2.064,0.547,Focused
15.291,14.934,19.961,50.037,19.946,14.913,18.706,2.515,0.757,Stressed
36.959,26.844,29.727,21.156,10.182,6.747,12.507,1.607,0.561,Normal
30.092,27.291,32.707,24.088,8.909,10.104,8.318,1.87,0.681,Normal
21.208,22.113,45.414,40.52,13.733,11.443,12.18,2.277,0.55,Focused
41.158,28.57,26.603,12.131,6.285,6.009,5.162,1.638,0.468,Drowsy
21.831,15.817,35.651,37.876,15.117,9.613,12.083,2.061,0.607,Focused
22.632,19.079,40.152,32.292,15.248,11.723,12.515,2.204,0.673,Focused
41.477,29.778,37.421,25.19,11.229,8.889,10.934,1.734,0.501,Normal
14.689,13.833,26.801,44.189,20.871,12.418,17.57,2.253,0.771,Stressed
15.831,16.244,22.945,40.848,20.054,13.52,18.752,2.394,0.641,Stressed
33.973,32.463,22.556,12.254,5.95,5.602,7.04,1.532,0.413,Drowsy
20.289,14.934,26.989,43.668,24.147,14.296,16.457,2.339,0.713,Stressed
22.599,17.3,40.697,34.612,14.516,9.763,14.332,2.243,0.584,Focused
18.823,18.578,24.764,36.885,22.121,12.951,16.702,2.44,0.731,Stressed
49.248,28.908,24.343,13.103,6.126,8.918,4.815,1.428,0.502,Drowsy
17.237,15.567,24.851,37.318,19.251,14.493,17.247,2.547,0.728,Stressed
33.88,22.764,32.119,17.781,10.555,11.036,8.364,1.823,0.51,Normal
47.337,28.755,27.667,10.385,6.356,6.102,8.235,1.56,0.495,Drowsy
17.235,14.862,24.942,37.206,20.958,13.02,17.713,2.554,0.697,Stressed
47.202,28.474,24.084,13.508,6.718,3.988,7.892,1.475,0.482,Drowsy
49.944,29.052,24.529,10.257,8.337,7.315,8.157,1.463,0.376,Drowsy
37.055,25.828,33.995,23.082,9.71,9.009,12.28,1.784,0.492,Normal
13.063,14.497,26.207,38.013,21.106,12.716,18.958,2.333,0.701,Stressed
56.449,31.82,26.309,10.285,7.57,4.606,5.639,1.458,0.445,Drowsy
21.733,16.707,33.592,31.738,14.611,14.14,12.186,2.239,0.678,Focused
39.619,31.087,23.358,14.691,7.029,4.797,5.623,1.631,0.446,Drowsy
44.466,30.706,26.637,8.873,6.993,6.237,6.667,1.655,0.505,Drowsy
32.217,25.643,27.252,17.235,8.047,8.072,10.312,1.691,0.588,Normal
22.768,13.69,32.887,35.569,13.778,10.214,12.37,1.97,0.499,Focused
50.875,23.908,24.489,10.83,7.696,7.607,4.511,1.497,0.547,Drowsy
16.355,15.425,28.539,39.771,18.256,13.684,18.399,2.24,0.685,Stressed
33.641,28.203,28.592,10.837,6.812,4.433,9.141,1.702,0.427,Drowsy
20.669,17.824,39.585,30.129,12.865,11.051,12.695,1.97,0.661,Focused
28.638,22.714,33.083,22.565,8.505,8.26,10.462,1.694,0.559,Normal
22.973,18.851,29.21,30.929,15.42,10.927,12.314,2.094,0.722,Focused
22.006,20.312,43.8,31.574,13.348,10.916,14.406,2.207,0.62,Focused
37.784,27.38,30.652,18.576,10.48,7.023,9.366,1.87,0.624,Normal
20.549,19.857,36.235,31.826,14.043,8.12,13.983,2.017,0.59,Focused
17.572,15.162,27.019,34.871,20.829,14.424,17.085,2.71,0.725,Stressed
33.171,25.478,29.066,23.95,10.738,6.597,11.303,1.736,0.598,Normal
18.471,17.11,38.602,30.255,13.633,10.863,13.903,2.106,0.556,Focused
16.641,15.774,24.043,30.797,16.469,15.504,17.116,2.527,0.758,Stressed
28.093,17.608,37.515,35.823,16.861,8.543,11.856,2.025,0.655,Focused
16.144,20.959,33.048,36.821,15.589,9.649,12.641,2.142,0.569,Focused
25.218,13.786,38.655,25.019,15.276,10.858,14.504,1.996,0.697,Focused
16.637,16.83,21.935,30.245,16.828,15.032,16.643,2.392,0.636,Stressed
21.533,14.655,35.76,30.906,13.57,10.638,13.926,2.158,0.672,Focused
39.39,30.492,25.076,10.968,7.68,6.796,8.03,1.485,0.516,Drowsy
38.188,24.81,30.375,21.835,9.095,7.579,7.968,1.788,0.491,Normal
55.049,31.217,23.223,13.405,7.001,7.029,4.416,1.554,0.442,Drowsy
17.219,15.879,22.71,43.159,19.051,17.389,19.758,2.293,0.704,Stressed
37.131,27.072,34.209,25.649,10.778,7.749,10.176,1.945,0.501,Normal
23.792,17.704,35.632,30.691,14.72,11.116,13.287,2.08,0.625,Focused
37.564,25.612,33.891,24.202,10.551,7.895,8.007,1.852,0.562,Normal
24.529,18.448,39.403,27.793,12.52,13.698,13.118,2.299,0.605,Focused
16.952,17.852,31.76,39.631,15.531,11.159,15.516,1.998,0.653,Focused
24.373,23.176,33.963,27.17,8.525,8.745,9.442,1.787,0.709,Normal
15.699,16.929,43.004,25.988,8.947,11.857,14.292,1.969,0.561,Focused
34.175,23.794,29.866,23.921,10.062,9.099,9.903,1.809,0.43,Normal
54.443,30.047,24.462,11.842,8.085,4.876,8.579,1.525,0.47,Drowsy
37.628,21.531,26.145,23.274,9.732,9.071,10.568,1.791,0.499,Normal
46.724,24.812,27.876,13.624,5.364,7.468,6.027,1.603,0.476,Drowsy
29.561,23.033,36.008,21.315,8.196,7.631,9.673,1.476,0.547,Normal
34.655,27.218,31.234,23.206,10.684,8.672,10.771,1.959,0.562,Normal
23.491,15.798,37.893,31.33,14.379,10.446,13.842,2.199,0.594,Focused
19.532,15.73,22.182,42.877,20.926,13.785,19.703,2.435,0.744,Stressed
21.758,17.811,40.5,35.646,13.9,13.783,14.269,2.058,0.523,Focused
33.125,24.559,33.865,19.29,10.16,6.95,11.434,1.617,0.516,Normal
